frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00163,-0.27629,-0.07926,-15.08397,-13.38422,0.13232
1,-1.01367,-0.33976,-0.13314,-38.6056,-17.89313,-3.92875
2,-1.07064,-0.45085,-0.21997,-17.88295,-11.77608,-18.03562
3,-1.17904,-0.68433,-0.29883,-6.70738,19.21629,-57.486
4,-1.2618,-0.70508,-0.27067,-45.68957,72.21374,-80.93639
5,-1.26994,-0.49569,-0.24967,-42.67685,112.2341,-99.65394
6,-1.20654,-0.42049,-0.12752,-11.09415,122.54453,-111.3486
7,-1.0026,-0.33895,-0.15422,-8.36641,103.54198,-119.53181
8,-0.85791,-0.35848,-0.2054,-9.67939,76.81425,-104.59033
9,-0.72038,-0.34635,-0.236,-46.75827,75.27735,-73.10941
10,-0.56348,-0.28109,-0.23153,-43.46056,65.73028,-49.07888
11,-0.45182,-0.36548,-0.30851,-35.30789,43.04326,-25.93384
12,-0.41504,-0.46232,-0.30135,-44.73282,10.41221,-3.30789
13,-0.43148,-0.51335,-0.37541,-77.89313,-6.32061,4.30534
14,-0.4554,-0.6071,-0.41764,-50.09669,-20.70229,-8.58015
15,-0.45622,-0.62581,-0.4991,-60.81425,-28.46819,-18.97201
16,-0.48812,-0.68449,-0.58447,-55.9084,-44.56997,-28.8855
17,-0.56234,-0.64917,-0.68717,-58.29008,-53.19084,-48.44784
18,-0.59147,-0.65413,-0.84269,-69.74046,-46.1374,-67.27735
19,-0.6652,-0.56364,-1.01457,-72.15267,-34.29008,-82.94148
20,-0.71517,-0.51229,-1.14876,-78.02545,-8.03053,-98.15776
21,-0.73218,-0.35506,-1.23332,-76.04071,27.08397,-111.94911
22,-0.72534,-0.28695,-1.23967,-90.65649,62.35115,-119.92875
23,-0.67993,-0.1049,-1.24642,-107.88804,100.90585,-123.23664
24,-0.5708,0.10148,-1.11564,-102.40204,133.26209,-104.46819
25,-0.35905,0.26188,-0.98625,-100.81425,143.54198,-66.55471
26,-0.20223,0.33586,-0.84188,-83.43003,143.16539,-16.35623
27,-0.10702,0.32088,-0.81095,-87.92875,127.78626,24.84478
28,0.03068,0.34692,-0.55257,-76.76336,111.22646,67.16539
29,0.09204,0.28394,-0.48926,-75.88804,99.82697,103.17557
30,0.17497,0.19727,-0.28182,-48.43766,82.98219,140.40712
31,0.22852,-0.02018,-0.21948,-43.77608,57.76081,152.17303
32,0.31836,-0.07161,-0.17464,-55.83715,28.59033,150.76845
33,0.37419,-0.29167,-0.25757,-87.82697,-1.80153,142.61578
34,0.38306,-0.14225,-0.25928,-95.68448,-36.36641,135.16539
35,0.29867,-0.45833,-0.31323,-17.24173,-49.07888,136.80407
36,0.24878,-0.4589,-0.28703,-14.08651,-69.54707,129.58779
37,0.22176,-0.79403,-0.37508,10.23919,-81.8626,121.56743
38,0.10881,-0.77588,-0.46834,1.31298,-111.4402,103.53181
39,-0.12248,-0.93962,-0.59106,8.743,-127.32824,76.14249
40,-0.19116,-0.99105,-0.68262,20.05089,-128.8855,46.89059
41,-0.35417,-0.96712,-0.78304,1.04835,-138.38168,15.17557
42,-0.47477,-1.05615,-0.86434,-24.25445,-129.85242,-16.6514
43,-0.57772,-0.80151,-0.90812,-83.97964,-121.27226,-56.61069
44,-0.68799,-0.55876,-1.00635,-116.67176,-103.6743,-90.38168
45,-0.71672,-0.33309,-0.99837,-68.82443,-86.34097,-109.0687
46,-0.74382,-0.10889,-1.06991,-84.52926,-62.59542,-103.96947
47,-0.71143,-0.01318,-1.00228,-24.68193,-40.66158,-93.98473
48,-0.64307,0.07056,-0.9729,-26.74809,-18.08651,-74.10687
49,-0.58919,0.00464,-0.86833,-16.18321,0.92621,-53.16031
50,-0.51473,0.03508,-0.77791,-13.5369,12.40712,-26.514
51,-0.47599,-0.14372,-0.66756,-1.89313,13.32316,-8.38677
52,-0.44311,-0.125,-0.55225,1.41476,4.75318,11.78626
53,-0.46037,-0.26278,-0.54085,21.49618,-11.05344,25.85242
54,-0.50309,-0.29875,-0.50602,29.64886,-29.40458,39.63359
55,-0.5533,-0.37899,-0.57104,46.98219,-43.35878,45.85242
56,-0.63517,-0.43221,-0.53996,85.55725,-50.05598,48.13232
57,-0.70312,-0.51351,-0.46427,96.46819,-48.75318,47.3486
58,-0.74512,-0.58512,-0.50968,39.257,-44.58015,51.68448
59,-0.7946,-0.40226,-0.36458,32.27481,-53.37405,49.8626
60,-0.84131,-0.55811,-0.45573,51.27735,-47.07379,46.25954
61,-0.88175,-0.39274,-0.32601,18.08651,-46.43257,45.12977
62,-0.8995,-0.4152,-0.26497,65.19084,-40.27481,40.29517
63,-0.93538,-0.40666,-0.20923,66.09669,-50.32061,46.63613
64,-0.99333,-0.40462,-0.13493,57.23155,-51.75573,60.81425
65,-1.02856,-0.3938,-0.10213,45.73028,-43.97964,67.03308
66,-1.06852,-0.41048,-0.07568,47.24682,-32.34606,55.26718
67,-1.02995,-0.35718,-0.0498,48.54962,-20.84478,41.47583
68,-1.03369,-0.34912,-0.01416,48.13232,-12.47837,32.94656
69,-1.00594,-0.27124,0.03101,40.0,-11.55216,29.15013
70,-1.06388,-0.21859,0.05208,40.89567,-10.64631,20.93639
