frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99878,-0.19824,-0.05933,-5.29262,2.59542,-2.90076
1,-1.02905,-0.2828,-0.06429,-21.96438,3.97964,-10.21883
2,-1.1473,-0.35815,-0.21802,-57.29262,16.27481,-36.39695
3,-1.24455,-0.50244,-0.21151,-72.87532,60.14249,-91.04326
4,-1.27458,-0.66536,-0.49235,-36.62087,106.90076,-162.86005
5,-1.18441,-0.85596,-0.6438,-67.14504,155.15522,-193.02799
6,-0.85783,-0.70215,-0.62777,-105.37405,205.35369,-211.74555
7,-0.35921,-0.74528,-0.50244,1.31298,209.97455,-245.47583
8,0.05347,-0.6569,-0.41846,-100.52926,199.89822,-285.74046
9,0.54338,-0.14722,-0.13981,-139.4402,207.04326,-290.73791
10,0.74919,0.06421,-0.26253,-173.18066,176.77354,-243.15522
11,0.85042,0.21729,-0.41561,-164.90585,124.89567,-158.73791
12,0.89331,0.56673,-0.25985,-129.40458,43.21628,-66.70738
13,0.80078,0.56071,-0.21981,-98.91094,-78.01527,24.66158
14,0.68294,0.39298,-0.40658,-67.54198,-171.40967,80.01018
15,0.28817,0.21737,-0.55518,-68.39695,-224.78372,116.03053
16,-0.80892,0.32316,-0.73299,-107.78626,-235.63359,149.78117
17,-0.17782,0.21387,-0.76587,22.68702,-79.14504,91.04326
18,0.23364,0.02539,-0.59025,15.63359,44.14249,-22.26972
19,0.49674,0.21826,-0.59985,-11.27735,29.56743,-37.79135
20,0.36068,0.31543,-0.78849,23.79644,-4.98728,-14.0458
21,0.25765,0.20679,-0.74447,44.38677,11.91857,-9.73028
22,0.22583,0.17131,-0.60197,46.95165,30.7888,-29.34351
23,0.13468,0.16772,-0.56478,41.37405,26.72774,-43.50127
24,0.28328,0.08643,-0.47876,49.84224,-7.59288,-36.29517
25,0.3903,0.07943,-0.48975,26.75827,-64.11196,-11.88804
26,0.2216,0.10799,-0.4729,41.37405,-120.96692,22.67685
27,-0.05046,-0.06527,-0.80737,85.13995,-182.23919,66.42239
28,-0.3986,-0.33008,-0.78597,125.16031,-201.46565,98.7888
29,-0.72371,-0.43156,-0.89421,84.69211,-209.64886,104.83461
30,-0.95369,-0.42448,-0.99398,28.11196,-181.57761,98.00509
31,-0.93538,-0.40552,-0.85636,57.8117,-165.99491,83.98982
32,-0.98519,-0.41317,-0.7727,82.71756,-156.13232,76.35623
33,-1.01831,-0.35938,-0.6036,86.98219,-132.27481,67.14504
34,-1.04736,-0.35042,-0.4834,161.11959,-99.64377,59.61323
35,-1.04362,-0.45793,-0.2666,176.03053,-63.80662,54.03562
36,-1.02677,-0.47998,-0.19849,43.45038,-45.92366,24.44784
37,-1.05876,-0.1971,-0.39665,58.47328,-15.75573,-6.59542
38,-0.99097,-0.33553,-0.09326,-32.82443,12.77354,-10.95165
39,-0.98893,-0.2404,0.06413,-86.75827,10.34097,-17.70992
40,-0.96948,-0.15828,0.04329,-56.63104,6.11705,-19.27735
