frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.22168,-0.93677,-0.22046,-1.82188,0.53944,-0.743
1,-0.21842,-0.9401,-0.21794,-1.82188,0.71247,-0.83461
2,-0.22437,-0.94694,-0.21606,-2.97201,0.743,-0.68193
3,-0.22754,-0.93929,-0.22575,-4.08143,0.2341,-0.83461
4,-0.2207,-0.93815,-0.22388,-3.17557,-0.04071,-1.16031
5,-0.22266,-0.94141,-0.21948,-1.59796,-0.61069,-1.54707
6,-0.23153,-0.94255,-0.21411,-2.98219,-1.20102,-2.01527
7,-0.21012,-0.93848,-0.2168,-6.42239,-1.7201,-2.80916
8,-0.20304,-0.91659,-0.24113,-8.99746,-2.06616,-2.44275
9,-0.2124,-0.9174,-0.25602,-8.6514,-2.77863,-1.51654
10,-0.24406,-0.89128,-0.2325,0.99746,-1.87277,-2.89059
11,-0.18807,-0.94271,-0.26025,3.7659,-5.79135,-8.10178
12,-0.18823,-0.95671,-0.20597,10.65649,-5.24173,-5.35369
13,-0.18319,-0.9672,-0.20369,4.0,-7.96947,-4.60051
14,-0.16382,-0.93563,-0.23576,7.49109,-6.68702,-0.43766
15,-0.18424,-0.90063,-0.21785,21.13995,-10.86005,1.66921
16,-0.18921,-0.99764,-0.15951,29.11959,-8.49873,-0.02036
17,-0.11841,-1.03288,-0.15153,28.42748,13.10941,10.0458
18,-0.16716,-1.19841,-0.06486,30.6972,17.82188,44.05089
19,-0.30916,-1.11198,-0.14071,17.66921,3.38931,72.81425
20,-0.35881,-0.92716,-0.10563,-7.30789,-8.86514,88.64122
21,-0.4445,-0.81909,-0.00244,5.70992,-20.58015,84.89567
22,-0.56535,-0.80843,0.03166,23.59288,-31.97964,78.39186
23,-0.63696,-0.72249,0.00423,30.89059,-37.8117,70.32061
24,-0.65527,-0.75716,0.07194,41.70992,-39.95929,65.27226
25,-0.76473,-0.70793,0.14412,32.82443,-45.66921,68.89567
26,-0.82121,-0.63403,0.18286,29.75064,-46.01527,74.01527
27,-0.83228,-0.55542,0.26001,36.80407,-53.28244,80.10178
28,-0.83122,-0.4668,0.34188,41.32316,-49.92366,82.06616
29,-0.86711,-0.40096,0.43807,41.42494,-49.56743,83.41985
30,-0.87345,-0.29159,0.44588,36.72265,-47.00254,83.80662
31,-0.87606,-0.26172,0.45964,30.63613,-32.11196,81.51654
32,-0.89746,-0.15812,0.51172,8.25445,-24.51908,70.21883
33,-0.94621,-0.07267,0.49764,17.66921,-8.14249,59.06361
34,-0.90356,0.05599,0.50635,28.96692,18.51399,45.73028
35,-0.89372,-0.05184,0.51465,22.21883,14.38168,32.25445
36,-0.9283,-0.11255,0.4515,2.58524,6.9313,19.51145
37,-0.92139,0.08569,0.55111,-13.96438,2.83969,8.40712
38,-0.9244,0.1534,0.49723,-14.64631,0.84478,11.52163
39,-0.91667,0.11475,0.51034,-3.77608,-0.3257,8.6514
40,-0.93034,0.09269,0.50741,-3.68448,-1.52672,8.19338
41,-0.93042,0.10189,0.51017,-2.58524,-0.743,8.20356
