frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.21419,-0.99162,0.04915,-2.48346,0.20356,0.04071
1,-0.21615,-0.98535,0.03288,-2.40204,0.04071,0.39695
2,-0.21232,-0.98153,0.03117,-0.37659,1.3028,0.3257
3,-0.20304,-0.99618,0.05184,0.2341,1.41476,-0.40712
4,-0.20068,-0.99577,0.06185,-1.76081,-0.4173,0.99746
5,-0.21362,-0.99072,0.05192,-2.07634,-1.12977,0.99746
6,-0.22046,-0.98722,0.04167,-1.23155,-1.02799,1.11959
7,-0.21468,-0.9895,0.03825,-0.89567,0.07125,1.28244
8,-0.2168,-0.98674,0.05306,-2.33079,-1.88295,1.74046
9,-0.21753,-0.9895,0.05103,-1.67939,-0.03053,2.35115
10,-0.21305,-0.97648,0.02913,0.54962,0.77354,2.87023
11,-0.22876,-1.00252,0.07682,-2.25954,-0.71247,4.58015
12,-0.21468,-0.96875,0.0446,-0.47837,-1.02799,5.13995
13,-0.20988,-0.9895,0.04712,-1.28244,-0.45802,7.71501
14,-0.18172,-0.97746,0.07845,-2.38168,0.01018,9.70992
15,-0.24219,-0.99764,0.07357,10.67684,3.72519,17.83206
16,-0.27555,-0.96916,0.01335,27.56234,7.22646,22.49364
17,-0.36637,-1.04321,0.18652,35.97964,6.16794,40.6514
18,-0.44686,-1.03198,0.15853,27.60305,-1.10941,54.88041
19,-0.48812,-0.96094,0.13118,23.26718,-3.41985,68.0916
20,-0.55078,-0.86401,0.26131,34.30025,-5.56743,76.49873
21,-0.64673,-0.84204,0.25513,40.93639,-9.17048,84.66158
22,-0.70549,-0.74032,0.29679,44.07125,-10.49364,84.35623
23,-0.6569,-0.69637,0.32821,30.17812,-8.8855,88.73282
24,-0.73063,-0.55306,0.3173,19.9084,-5.23155,104.43766
25,-0.82113,-0.48088,0.35067,24.16285,-5.01781,98.71756
26,-0.7841,-0.46183,0.36735,22.23919,-0.37659,95.257
27,-0.83504,-0.33944,0.46305,6.9313,-10.51399,89.5369
28,-0.92236,-0.26554,0.33398,-6.36132,-0.93639,83.59288
29,-0.90999,-0.24422,0.31633,-15.27735,2.09669,62.48346
30,-0.92537,-0.19629,0.39453,-17.28244,3.257,42.44275
31,-0.94043,-0.18107,0.33423,-17.43511,6.11705,31.72519
32,-0.97241,-0.10018,0.36051,-1.35369,2.77863,16.81425
33,-0.96387,-0.07048,0.37687,-5.66921,2.94148,9.10941
34,-0.99715,-0.01733,0.36084,1.35369,2.76845,6.84987
35,-0.97941,-0.01766,0.37931,0.63104,0.85496,4.30534
36,-0.97819,-0.02962,0.38102,3.57252,3.13486,3.87786
37,-0.96688,-0.08049,0.37459,5.73028,3.04326,2.72774
38,-0.97306,-0.07235,0.37337,-0.80407,1.83206,-1.18066
39,-0.97713,-0.06396,0.35994,2.6056,2.67685,-2.82952
40,-0.98608,-0.06445,0.35555,0.73282,1.9542,-1.44529
41,-0.97941,-0.07625,0.35986,1.79135,2.1374,0.2341
42,-0.98421,-0.06974,0.3597,1.03817,1.68957,0.13232
43,-0.97705,-0.06364,0.35335,1.02799,2.08651,-0.10178
44,-0.97754,-0.06356,0.35563,0.70229,2.15776,-0.95674
