frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00968,-0.13826,0.18758,-4.83461,1.92366,-3.75573
1,-1.00277,-0.17472,0.14274,-10.52417,9.15013,-6.90076
2,-1.05412,-0.18937,0.13045,2.6056,20.80407,-20.66158
3,-1.04826,-0.21549,0.06901,25.94402,39.56234,-35.7659
4,-1.03516,-0.25057,0.0734,23.86768,45.59796,-39.98982
5,-0.99731,-0.22852,0.14266,2.42239,39.14504,-31.91858
6,-0.97339,-0.20011,0.18245,-12.84478,28.11196,-22.55471
7,-0.94743,-0.19198,0.16187,-9.79135,17.89313,-14.1374
8,-0.90902,-0.27588,0.10173,-6.02545,12.19338,0.90585
9,-0.92733,-0.94531,0.0922,-106.66667,9.56743,36.07125
10,-0.98267,-0.98527,0.07495,-270.96183,-1.51654,15.3486
11,-1.12174,-1.2688,0.08911,-298.66667,-4.28499,-104.03053
12,-1.43172,-1.22005,0.07796,-378.50382,10.83969,-200.34606
13,-1.52482,-0.86833,-0.17041,-376.96692,72.04071,-243.27735
14,-1.41406,-0.53841,-0.37882,-369.88295,144.17303,-215.43003
15,-1.23226,-0.16488,-0.49121,-344.94656,185.90331,-142.55471
16,-0.95646,0.25106,-0.6001,-264.52926,197.92366,-68.64122
17,-0.70353,0.55965,-0.58097,-188.63104,182.03562,4.86514
18,-0.54712,0.74829,-0.49097,-136.77354,145.23155,65.49618
19,-0.4585,0.86133,-0.38607,-95.54198,97.10941,118.6056
20,-0.3641,0.82137,-0.44263,-70.01527,57.08906,157.3944
21,-0.2723,0.68888,-0.40592,-43.15522,23.10433,201.02799
22,-0.23031,0.34286,-0.50814,-31.19593,0.02036,232.16285
23,-0.18254,0.0721,-0.55477,-34.07634,-9.10941,240.6514
24,0.05656,-0.22998,-0.58936,-43.26718,-22.75827,235.06361
25,0.13867,-0.42025,-0.64787,-62.91094,-45.66921,226.26972
26,0.2146,-0.73519,-0.67147,-22.34097,-50.33079,210.9313
27,0.39095,-1.00033,-0.70825,2.76845,-44.13232,168.77354
28,0.52051,-1.04036,-0.73722,1.38422,-38.68702,102.12723
29,0.3667,-0.77995,-0.68815,5.07888,-27.94911,44.38677
30,0.32275,-0.48983,-0.45223,6.01527,-32.66158,14.4631
31,0.22518,-0.18799,-0.3042,34.34097,-67.69466,15.48092
32,-0.01261,-0.23804,-0.15633,116.73282,-123.97964,47.29771
33,-0.34041,-0.36955,-0.06055,128.36641,-180.24427,113.40458
34,-0.78394,-0.63704,-0.10848,8.4173,-237.69975,168.29517
35,-1.28589,-0.46834,-0.43294,-67.00254,-319.54198,181.97455
36,-1.73934,-0.50618,-0.46745,-18.94148,-307.69466,171.36896
37,-1.77319,-0.58073,-0.36849,45.6285,-220.92621,153.76081
38,-1.56177,-0.84717,-0.35506,-38.36132,-152.28499,75.1145
39,-1.85539,0.05607,-1.43172,-66.0458,-126.84987,-22.47328
40,-0.77897,-0.54338,0.2618,61.79135,36.14249,-8.9771
41,-0.73674,-0.22534,0.74406,-126.3715,-9.3028,13.47583
42,-1.0437,0.16528,-0.0297,-25.11959,-18.75827,-13.09924
43,-1.05811,-0.28768,0.13623,85.94402,13.2112,-7.33842
44,-0.97949,-0.37101,0.3077,-28.95674,-8.71247,-3.37913
45,-0.96248,-0.07666,0.21615,-40.743,-2.41221,1.27226
46,-1.00521,-0.18506,0.23787,-4.59033,-1.02799,-3.55216
47,-0.98551,-0.18587,0.24251,-5.61832,-2.02545,-8.86514
