frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.97591,-0.16602,-0.07593,3.09415,0.12214,2.77863
1,-1.00879,-0.03792,-0.22241,33.8117,7.5827,12.18321
2,-1.02718,0.03337,-0.12695,211.10433,54.514,20.40712
3,-1.05501,-0.34627,-0.31966,348.66158,75.33842,8.66158
4,-1.11393,-0.82422,-0.23787,423.82697,97.77099,-58.68702
5,-1.19181,-1.29036,0.02368,343.61323,87.72519,-195.16539
6,-1.17936,-1.41227,0.44328,289.3028,33.41476,-328.62087
7,-0.9812,-1.5564,0.81266,256.82443,-89.88295,-391.73537
8,-0.76978,-1.05664,0.82796,-1.17048,-154.18829,-372.66158
9,-0.53491,-0.77694,0.75765,-375.48092,-129.90331,-341.8626
10,-0.27783,-0.34481,0.27384,-779.88804,9.04835,-300.91603
11,0.35856,0.82251,0.40641,-639.35878,190.1883,-184.40712
12,0.59106,0.76725,0.20524,101.93384,107.84733,-5.92366
13,0.70345,-0.09692,0.0083,794.21883,62.83969,9.43511
14,0.78475,-0.63167,0.84847,409.90331,41.54707,-39.04326
15,0.73267,-0.23429,0.09172,-717.26209,-108.16285,-58.3715
16,1.12492,1.23324,0.30762,-595.54198,-11.86768,-77.32316
17,0.94995,0.72298,-0.16536,495.04326,-31.97964,32.75318
18,0.83407,-0.57633,0.29403,918.71756,63.31807,-10.08651
19,0.96354,-0.58455,0.86979,-426.53435,-40.89567,37.01781
20,0.94751,0.57479,-0.10002,-897.6285,-39.92875,-58.95165
21,0.95638,0.94246,0.14876,-192.31552,0.12214,-29.92366
22,0.89681,0.23429,-0.2924,624.39695,-3.40967,38.62595
23,0.87109,-0.28263,0.2098,803.4402,80.44784,-24.0916
24,0.94588,-0.30892,0.29199,-148.27481,-0.96692,-2.64631
25,0.87744,-0.01603,-0.25049,-93.98473,-27.54198,-19.21628
26,0.90739,0.13045,-0.29403,41.61832,1.17048,1.2112
27,0.82251,0.02759,-0.09945,39.17557,15.54198,46.90076
28,0.6495,0.01725,-0.12256,-21.60814,6.25954,106.07634
29,0.57113,-0.11906,-0.03687,-33.5369,-20.03053,164.21374
30,0.40356,-0.2819,-0.02279,-24.99746,-52.06107,225.76081
31,0.11637,-0.54289,0.05859,8.15267,-84.98728,272.76336
32,-0.18115,-0.70996,-0.05526,-28.21374,-111.77608,314.43257
33,-0.61947,-0.87842,-0.26522,-6.34097,-138.61578,324.38677
34,-1.132,-0.97974,-0.13761,64.85496,-127.80662,307.55216
35,-1.28695,-1.14469,-0.22396,187.22646,-74.89059,262.25954
36,-1.24919,-1.10409,-0.10946,51.98982,-29.43511,238.71756
37,-1.17757,-0.82796,-0.11572,-47.6743,-26.9313,169.91349
38,-1.0507,-0.59066,-0.04972,-118.23919,-39.7659,82.1374
39,-1.03296,-0.59017,-0.13053,-145.77099,-46.97201,37.60814
40,-1.05225,-0.43563,0.01709,-183.37913,-34.71756,-7.30789
41,-1.01131,-0.18514,0.02474,-185.42494,-17.5369,-36.99746
42,-0.95768,-0.1394,0.04077,-112.71247,-0.45802,-36.81425
43,-0.97388,-0.1665,0.02181,-75.62341,2.47328,-12.62087
44,-1.0009,-0.13289,-0.00651,-61.97455,-2.62595,-1.0687
