frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00448,-0.12508,0.13395,-2.7888,1.40458,-0.14249
1,-1.01449,-0.14168,0.11995,-4.17303,0.6514,0.05089
2,-1.02075,-0.15527,0.11149,-8.78372,1.8626,-0.31552
3,-1.07902,-0.19092,0.08179,-17.94402,3.77608,-5.47583
4,-1.16536,-0.26465,0.05477,-52.47837,13.80153,-25.54707
5,-1.21631,-0.28247,0.07349,-38.32061,23.56234,-75.55216
6,-1.32812,-0.64681,0.06095,-15.53181,34.96183,-123.92875
7,-1.31706,-0.86857,-0.07284,-76.26463,61.70992,-164.743
8,-1.13062,-1.03149,-0.18042,-70.09669,69.02799,-203.31807
9,-0.7264,-1.13346,-0.48283,-46.9313,80.51908,-236.98728
10,-0.37752,-1.17285,-0.67847,-94.80916,85.29262,-270.89058
11,0.11621,-0.67651,-0.58887,-163.60305,104.40712,-296.0916
12,0.68018,-0.54395,-0.32031,-215.21628,117.24173,-260.33588
13,1.22778,0.01554,-0.07804,-192.59033,92.8855,-155.56234
14,1.17822,0.06755,-0.00236,-90.00509,19.5827,8.96692
15,-0.37101,0.11304,-0.2723,-82.88041,-90.64631,174.79898
16,-2.30575,-0.38981,-0.62647,-38.38168,-146.12723,246.17812
17,-0.80859,-0.36483,-0.4519,11.9084,0.26463,97.55725
18,-0.76945,-0.4353,-0.7701,46.34097,30.58524,-105.80153
19,-0.9812,-0.13835,-0.40658,-37.91349,29.31298,-140.96692
20,-0.71493,-0.50594,-0.57658,64.16285,18.66667,-181.7201
21,-0.08618,-0.31779,-0.65088,40.87532,-8.35623,-150.03562
22,0.43156,-0.38249,-0.56999,127.75573,-34.32061,-79.71501
23,0.75529,-0.57243,-0.96468,90.40204,-45.83206,13.35369
24,1.01807,-0.74528,-0.79541,136.62087,-36.81425,78.24936
25,1.07227,-0.84383,-1.74813,125.11959,-16.64122,82.47328
26,1.09375,-0.55233,-1.32121,-9.31298,50.83969,11.95929
27,1.16056,-0.44409,-1.14461,-141.2112,76.56997,-58.94148
28,1.27808,-0.18392,-0.66252,-177.37405,48.75318,-83.30789
29,1.34717,-0.12386,-0.68913,-138.36132,33.7201,-70.514
30,1.01978,0.09066,-0.56763,-112.35623,14.51399,37.96438
31,0.38916,-0.04533,-0.50749,-38.31043,-32.93639,149.55725
32,-1.47762,-0.08228,-0.59985,-57.12977,-99.47074,243.3486
33,-1.70369,-1.0048,-0.78304,-26.9313,-74.29008,231.09415
34,-0.72168,-0.14429,-0.44352,-22.90076,18.88041,-36.92621
35,-0.7172,-0.20516,-0.56698,69.35369,70.1374,-129.28244
36,-0.6792,-0.37052,-0.49414,27.07379,19.01272,-153.51654
37,-0.30908,-0.3055,-0.60156,18.0458,22.40204,-148.52926
38,0.19645,-0.31893,-0.75203,72.79389,-13.56743,-111.46056
39,0.62801,-0.40031,-0.76017,88.37659,-43.05344,-60.40712
40,0.85718,-0.26286,-1.11222,76.91603,-69.35369,-15.63359
41,0.82129,-0.35246,-1.26587,68.87532,-44.83461,15.89822
42,0.50448,-0.29045,-1.13224,51.78626,-15.46056,16.26463
43,0.39526,-0.35986,-0.65592,24.30534,26.95165,23.71501
44,0.27694,-0.22542,-0.47469,32.0,-7.26718,54.00509
45,0.04012,-0.35872,-0.44238,66.3715,-43.94911,98.80916
46,-0.11475,-0.39722,-0.34261,70.70738,-51.70483,137.74046
47,-0.34603,-0.66984,-0.35653,61.98473,-59.07379,174.47328
48,-0.43294,-0.39844,-0.184,-3.37914,-79.03308,191.50127
49,-0.88826,-0.62093,-0.32804,84.82443,-97.31298,200.44784
50,-1.03507,-0.33382,-0.12801,103.05344,-106.35115,208.18321
51,-1.51831,-0.44434,-0.12801,181.09924,-91.94911,223.97964
52,-1.78727,-0.89779,-0.09074,77.73028,-36.64122,233.42494
53,-1.31893,-0.44458,0.17196,3.61323,22.17812,139.69466
54,-1.13151,-0.24341,0.02189,120.43766,-46.0458,-31.64377
55,-1.07536,-0.41895,0.11214,67.66412,-68.15267,-33.52672
56,-1.02051,0.07723,0.02791,-6.47328,-36.17303,-11.28753
57,-1.02246,-0.1355,-0.20703,63.49109,5.8117,1.20102
58,-1.03361,-0.32503,0.00244,-29.56743,-14.4631,9.22137
59,-1.0446,-0.10994,0.00065,-91.95929,-26.61578,-8.15267
60,-1.13094,-0.20361,0.18424,-107.40967,-21.63868,-3.48092
