frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99512,-0.21875,0.11051,-7.53181,-1.67939,1.02799
1,-0.99626,-0.2076,0.10913,-7.01272,-1.36387,1.07888
2,-1.00586,-0.21126,0.10368,-4.6514,-0.51908,0.71247
3,-1.02034,-0.16854,0.04891,12.49873,4.94656,-0.90585
4,-1.00822,-0.23438,-0.15861,64.19338,19.43003,2.06616
5,-1.12012,-0.71151,-0.38338,141.5369,39.47074,26.65649
6,-1.32397,-1.45947,-0.00073,205.12977,92.18321,-55.35878
7,-1.45736,-1.20467,0.2618,191.01272,47.53181,-246.25954
8,-1.61979,-1.19727,0.65845,191.65394,-47.74555,-352.90585
9,-1.79468,-1.16366,0.7168,102.62595,-150.99237,-417.3944
10,-1.55013,-1.05005,0.67367,114.48346,-241.02799,-437.0687
11,-1.02946,-0.83032,0.37614,18.01527,-279.59288,-407.77608
12,-0.5319,-0.23429,0.07023,-64.35623,-237.58779,-363.65394
13,-0.18408,0.19759,-0.14168,-37.42494,-185.91349,-293.80153
14,0.27677,0.57756,-0.4366,9.47583,-135.16539,-208.15267
15,0.69019,1.33472,-0.80518,-87.41985,-43.08397,-70.77863
16,0.98348,0.2714,-0.18522,60.05089,42.6972,40.19338
17,1.07503,0.05819,-0.13924,-8.8855,3.39949,9.03817
18,0.87956,0.26383,-0.34652,-9.66921,-8.51908,-2.45293
19,0.89648,0.14689,-0.17651,-4.44784,-1.10941,9.44529
20,0.88989,0.22868,-0.22795,-10.94148,-1.80153,5.12977
21,0.90495,0.23258,-0.21549,-10.35115,4.79389,7.46056
22,0.89657,0.21631,-0.25179,-8.81425,4.95674,13.15013
23,0.82731,0.25936,-0.35425,-28.93639,10.70738,31.9084
24,0.71647,0.30688,-0.40951,-80.3257,29.8117,86.74809
25,0.54972,0.39673,-0.31112,-99.27735,49.04835,179.51145
26,0.37712,0.125,-0.15804,-58.34097,54.35114,282.14758
27,0.07324,-0.309,-0.05672,-57.87277,47.71501,368.71247
28,-0.29159,-0.78833,0.11279,-102.40204,11.85751,433.70992
29,-0.65454,-1.11646,0.05078,-216.38677,-57.16031,444.4173
30,-1.13859,-0.72257,-0.21493,-142.84987,-139.12468,343.73537
31,-1.29224,-0.96728,-0.23153,-6.95165,-140.76336,276.47837
32,-1.34717,-0.76847,-0.19206,-9.93384,-134.90076,214.64631
33,-1.26685,-0.67464,-0.20435,-6.2799,-122.23919,122.26972
34,-1.23022,-0.53076,-0.06722,4.46819,-105.59796,54.88041
35,-1.12785,-0.45133,-0.03931,10.40204,-98.95165,25.17048
36,-1.39616,-0.17879,-0.79443,98.98219,-72.25445,5.89313
37,-0.97648,-0.85864,0.10449,151.10433,19.28753,-25.28244
38,-0.93197,-0.23812,0.41382,-117.68957,-14.23919,8.75318
39,-0.85718,-0.05379,0.32568,-29.42494,-7.28753,-2.6056
40,-0.92594,-0.27238,0.14315,50.33079,1.20102,2.76845
