frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.9873,0.14941,0.32438,-4.11196,1.00763,-0.76336
1,-0.97567,0.15763,0.3256,-3.1145,1.12977,-1.80153
2,-0.97632,0.16007,0.31925,-2.17812,0.44784,-2.6056
3,-0.98055,0.15243,0.31746,-1.70992,0.36641,-3.48092
4,-0.97721,0.14762,0.32471,-2.48346,-0.17303,-3.96947
5,-0.98047,0.15088,0.32275,-2.3715,-0.78371,-5.05852
6,-0.97843,0.15568,0.32674,-0.0916,-0.85496,-5.91349
7,-0.97347,0.15544,0.32267,0.48855,-1.66921,-8.46819
8,-0.97925,0.15967,0.32251,-2.38168,-4.20356,-12.89567
9,-0.96859,0.17285,0.34163,7.14504,-5.09924,-19.17557
10,-0.96956,0.11532,0.32316,11.06361,-8.02036,-24.13232
11,-0.96313,-0.0009,0.37516,0.12214,-15.1145,-32.35623
12,-0.94954,-0.02018,0.40723,-24.0916,-18.57506,-46.72774
13,-0.93311,-0.03955,0.38281,-55.35878,-20.24427,-57.69975
14,-0.95418,-0.07365,0.39274,-55.61323,-10.58524,-52.66158
15,-0.91683,-0.23673,0.40055,-50.21883,-4.9771,-50.77863
16,-0.84359,-0.31372,0.33879,-37.16031,-6.05598,-72.42748
17,-0.79305,-0.35807,0.3715,-14.2799,-8.86514,-86.30025
18,-0.75651,-0.45793,0.41895,-11.09415,-5.44529,-91.73537
19,-0.80925,-0.49585,0.48405,-32.47837,-8.86514,-86.10687
20,-0.82715,-0.58179,0.37817,-44.31552,-13.75064,-72.27481
21,-0.71077,-0.61702,0.32381,-40.96692,-1.66921,-71.03308
22,-0.63175,-0.73014,0.34904,-27.07379,-4.02036,-75.29771
23,-0.61328,-0.77075,0.35539,-28.743,4.44784,-75.35878
24,-0.56771,-0.91073,0.28605,-58.00509,-1.3028,-69.24173
25,-0.44165,-0.9585,0.18001,-79.23664,8.95674,-64.58015
26,-0.44702,-1.00073,0.16406,-69.89313,13.73028,-57.31298
27,-0.41512,-1.04614,0.13159,-46.70738,12.93639,-46.6056
28,-0.36051,-1.08537,0.12012,-20.83461,5.87277,-35.20611
29,-0.28735,-1.00399,0.11117,-12.66158,3.6743,-19.17557
30,-0.20646,-0.95964,0.04582,-17.59796,-6.12723,-7.93893
31,-0.28255,-0.91634,0.01009,-9.57761,-14.11705,0.03053
32,-0.35059,-0.92765,0.07869,18.83969,-21.27226,-7.17557
33,-0.33976,-0.98381,0.08472,19.35878,-11.71501,-13.74046
34,-0.30591,-1.00098,0.13485,10.39186,-8.31552,-11.3486
35,-0.29354,-0.99056,0.11711,-4.45802,-5.91349,-1.45547
36,-0.31746,-0.9755,0.09969,-18.88041,-4.77354,2.66667
37,-0.32495,-0.94881,0.05941,-15.50127,1.19084,3.06361
38,-0.31576,-0.95378,0.05949,-5.61832,7.75573,1.49618
39,-0.2994,-0.95215,0.06055,-1.19084,7.84733,0.20356
40,-0.28866,-0.96379,0.07422,1.66921,4.78371,1.2112
41,-0.29069,-0.96509,0.09196,4.52926,3.5827,1.29262
42,-0.30558,-0.96851,0.09668,6.51399,4.07125,-0.39695
43,-0.3033,-0.97754,0.11076,5.96438,4.52926,-1.6285
