frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.27604,-0.94963,0.30688,4.28499,-0.4173,-1.12977
1,-0.28312,-0.95133,0.31494,1.19084,-2.64631,-0.96692
2,-0.27922,-0.94515,0.30745,0.18321,-2.35114,-1.8117
3,-0.26831,-0.94621,0.31071,1.82188,-2.40204,-1.0687
4,-0.26628,-0.93962,0.31421,1.80153,-2.66667,0.50891
5,-0.27059,-0.94263,0.32772,-4.83461,-0.66158,2.7888
6,-0.26986,-0.98503,0.36873,-19.27735,5.01781,4.14249
7,-0.25171,-1.01562,0.3492,-20.81425,26.30025,11.97964
8,-0.29533,-1.00203,0.24813,23.10433,28.9771,25.29262
9,-0.36491,-0.9493,0.3348,33.77099,12.86514,42.73791
10,-0.48153,-0.99634,0.35164,39.89822,12.31552,56.87532
11,-0.54313,-0.86589,0.38216,43.07379,13.74046,66.81934
12,-0.57381,-0.80021,0.42716,44.81425,15.03308,73.57761
13,-0.60994,-0.73828,0.45093,52.02036,17.59796,74.74809
14,-0.6512,-0.67814,0.44141,36.0916,17.20102,85.19084
15,-0.67342,-0.60262,0.45793,23.53181,19.37914,85.29262
16,-0.71672,-0.51636,0.45125,22.99237,12.62087,84.87532
17,-0.80794,-0.42952,0.43262,14.26972,10.63613,88.61069
18,-0.86385,-0.31217,0.41309,9.13995,15.31807,80.17303
19,-0.89787,-0.25114,0.40137,22.99237,24.26463,71.93893
20,-0.8571,-0.21647,0.44222,10.19847,24.46819,61.64886
21,-0.88477,-0.19873,0.43603,-2.39186,13.80153,52.42748
22,-0.91252,-0.15739,0.39201,-14.49364,7.07379,38.1883
23,-0.97575,-0.06413,0.39388,-21.09924,0.69211,26.02545
24,-0.97062,-0.03035,0.37565,-18.44275,2.33079,20.90585
25,-0.95256,-0.03215,0.38224,-17.60814,-0.43766,15.04326
26,-0.95467,-0.05225,0.39689,-11.21628,-4.8855,9.38422
27,-0.9624,-0.02645,0.42082,-7.5827,-7.08397,1.03817
28,-0.96973,-0.0284,0.41081,7.27735,-0.83461,-2.19847
29,-0.96126,-0.05981,0.41252,5.82188,-0.37659,-1.28244
30,-0.96411,-0.06885,0.41886,1.05852,0.46819,-1.22137
31,-0.96639,-0.06185,0.41406,0.04071,0.26463,0.07125
32,-0.96582,-0.05786,0.41048,-2.58524,0.08142,0.78372
33,-0.9646,-0.04777,0.41504,-2.03562,0.59033,1.60814
34,-0.96118,-0.05298,0.41121,-1.44529,0.5598,1.84224
35,-0.95793,-0.04915,0.42456,-2.57506,0.30534,1.54707
36,-0.96265,-0.03499,0.4174,-2.19847,-0.27481,0.0916
37,-0.96598,-0.03646,0.42033,0.54962,1.34351,-0.05089
38,-0.96175,-0.0555,0.41618,-0.20356,0.61069,-0.68193
39,-0.96362,-0.04704,0.41927,-1.47583,0.70229,-1.07888
