frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00041,-0.30387,-0.118,-2.54453,4.35623,-2.94148
1,-1.04167,-0.38517,-0.23039,8.04071,18.99237,-9.9542
2,-1.05013,-0.44198,-0.33903,-1.00763,39.07379,-21.26209
3,-1.01815,-0.43319,-0.33154,-1.22137,61.82188,-26.20865
4,-1.01668,-0.45028,-0.3112,-12.30534,78.72774,-23.00254
5,-0.99154,-0.45776,-0.18701,-14.56489,87.10433,-17.25191
6,-0.87077,-0.53768,-0.05762,-33.41476,81.2112,-12.86514
7,-0.78491,-0.5778,0.05876,-60.08142,44.89567,-18.42239
8,-0.76253,-0.65031,0.03133,-104.52926,9.73028,-34.0458
9,-0.8029,-0.57853,-0.14209,-126.55471,-12.29517,-63.29771
10,-0.90625,-0.62329,-0.37085,-106.94148,-22.00509,-93.9542
11,-1.02637,-0.62077,-0.57332,-111.08397,-13.25191,-126.47328
12,-1.16561,-0.58602,-0.86613,-132.73282,11.92875,-165.63868
13,-1.19629,-0.45337,-0.93628,-142.48346,58.0458,-185.97455
14,-1.04036,-0.32332,-0.94548,-119.51145,100.71247,-182.38168
15,-0.89266,-0.21151,-0.91667,-137.88295,120.24427,-152.60051
16,-0.73934,-0.06063,-0.92383,-155.45038,140.21374,-107.48092
17,-0.55119,0.03272,-0.8527,-151.14504,153.83206,-61.67939
18,-0.35254,0.10474,-0.66406,-150.96183,156.52926,-13.99491
19,-0.17163,0.20654,-0.50822,-147.45038,144.27481,27.57252
20,-0.01717,0.28263,-0.35278,-139.12468,117.96438,68.77354
21,0.08805,0.32699,-0.25985,-122.54453,88.15267,105.91349
22,0.20671,0.28304,-0.13875,-94.11705,71.94911,140.90585
23,0.28833,0.20256,-0.02832,-55.29771,63.52163,165.69975
24,0.33374,0.07137,-0.06681,-34.6972,49.90331,192.26463
25,0.44556,-0.15845,0.09937,-5.12977,27.03308,223.70483
26,0.3951,-0.45605,0.1818,32.36641,-10.53435,253.03817
27,0.11532,-0.80428,0.12793,42.1374,-55.96947,274.10687
28,-0.05396,-1.05713,0.16162,88.19338,-78.92112,273.27226
29,-0.27205,-1.26937,0.20801,92.90585,-104.15267,269.44529
30,-0.69531,-1.58813,0.13932,64.05089,-136.27481,245.77099
31,-0.87183,-1.44173,0.15389,30.42239,-157.45547,182.12723
32,-0.98348,-1.32577,0.16382,-63.12468,-188.53944,103.73537
33,-1.15845,-1.19369,-0.35132,-222.98219,-231.59288,47.86768
34,-1.12272,-0.67594,-0.35791,-249.73028,-219.257,-21.55725
35,-1.0437,-0.23161,-0.90063,-132.79389,-119.74555,-63.16539
36,-0.93636,-0.46834,-0.5463,89.73028,-49.0687,-25.27226
37,-0.80656,-0.63574,-0.64828,-22.24936,-42.90076,-8.96692
38,-0.74561,-0.4869,-0.22428,-96.6514,-20.94656,1.19084
39,-0.77344,-0.50806,-0.08325,-28.45801,-18.97201,21.09924
40,-0.78214,-0.51326,-0.0131,-33.33333,-31.96947,34.0458
41,-0.78109,-0.4812,0.00293,-41.40458,-41.10941,43.54198
42,-0.79557,-0.46533,0.01799,-8.81425,-39.85751,57.31298
43,-0.85954,-0.54012,0.05623,16.16285,-46.31043,76.25445
44,-0.97827,-0.53174,-0.05282,-48.46819,-65.51654,82.92112
45,-1.0332,-0.48828,-0.11637,-69.23155,-64.47837,77.5369
46,-1.05526,-0.26554,-0.04891,-25.92366,-57.28244,60.6514
47,-1.08952,-0.5752,-0.18359,215.82697,-28.6514,30.39186
48,-1.01261,-0.74911,-0.00285,44.33588,8.10178,-2.65649
49,-0.9519,-0.3103,0.17521,-80.75318,14.43257,-9.58779
50,-0.9471,-0.20825,0.17847,-45.40458,10.72774,-8.46819
51,-0.97087,-0.20215,0.09595,-12.78372,4.30534,-7.54199
