frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.96232,-0.60954,-0.12264,-66.63613,-9.5369,-6.57506
1,-1.06657,-0.96794,-0.15161,-245.90331,-7.29771,-37.23155
2,-1.13517,-0.95028,-0.17,-372.51908,22.91094,-100.42748
3,-1.24105,-0.90983,-0.43514,-299.93893,68.01018,-182.30025
4,-1.33553,-0.97957,-0.67782,-218.77863,117.16031,-253.03817
5,-1.22526,-0.76815,-0.72868,-255.03308,179.31807,-266.51399
6,-0.83032,-0.0992,-0.62956,-261.63868,212.62087,-200.34606
7,-0.53475,0.0262,-0.59839,-173.8626,196.96692,-103.06361
8,-0.32552,0.13029,-0.56429,-166.07634,165.05852,-32.01018
9,-0.07275,0.32105,-0.43188,-142.97201,127.00254,31.6743
10,0.07519,0.49585,-0.48934,-126.41221,74.53435,77.08906
11,0.10522,0.43701,-0.57365,-76.34606,36.69211,106.14758
12,0.16634,0.38477,-0.63013,-25.64885,22.34097,116.20356
13,0.28068,0.29102,-0.63078,6.11705,19.07379,119.26718
14,0.33773,0.19963,-0.60254,-4.92621,16.96692,121.93384
15,0.37939,0.1132,-0.58911,-1.05852,10.91094,124.90585
16,0.44816,-0.00277,-0.53467,1.44529,4.46819,128.28499
17,0.49463,-0.22453,-0.58138,15.9084,-7.39949,129.59796
18,0.51595,-0.39811,-0.60889,7.82697,-13.78117,115.26718
19,0.54199,-0.51733,-0.65218,-4.24427,-16.13232,88.44784
20,0.56144,-0.58293,-0.65536,2.48346,-17.05852,56.13232
21,0.52547,-0.52034,-0.66504,-24.17303,-18.58524,27.98982
22,0.48975,-0.36296,-0.61125,-22.32061,-18.07634,8.35623
23,0.3667,-0.23698,-0.53255,-9.37405,-26.75827,8.0
24,0.27962,-0.17464,-0.44328,28.42748,-49.02799,9.83206
25,0.23136,-0.14282,-0.44995,18.36132,-91.40967,22.59542
26,0.06836,-0.18896,-0.52352,8.72265,-139.40967,54.99237
27,-0.21265,-0.39551,-0.66927,-12.94657,-178.06616,79.92875
28,-0.44613,-0.43807,-0.80819,-28.34606,-187.61323,77.38422
29,-0.61084,-0.43685,-0.8256,10.00509,-179.74555,67.4402
30,-0.76807,-0.47575,-0.73136,13.54707,-170.55471,68.82443
31,-0.94409,-0.36654,-0.73486,3.61323,-165.49618,59.47074
32,-1.04655,-0.24764,-0.66691,56.52926,-135.92875,58.94148
33,-1.05924,-0.39103,-0.61304,57.13995,-115.57252,63.85751
34,-1.11751,-0.24145,-0.50505,25.40458,-94.42239,51.70483
35,-1.05103,-0.18921,-0.39884,76.60051,-64.72265,33.33333
36,-1.03784,-0.32869,-0.28052,121.63868,-44.72265,14.59542
37,-1.00822,-0.28866,-0.12882,96.89567,-34.50382,-2.58524
38,-1.02262,-0.27075,-0.2758,110.36132,-15.64377,0.4173
39,-0.98625,-0.40894,-0.0236,19.56234,-0.743,5.9542
40,-0.98527,-0.24845,0.05355,-50.42239,-2.81934,-1.45547
41,-0.9825,-0.17212,0.01978,-30.12723,-1.38422,-5.97455
42,-1.00285,-0.13216,-0.00521,-10.56489,-0.03053,-2.06616
