frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99382,-0.19458,0.13908,91.63359,2.1883,18.63613
1,-0.98503,-0.13281,0.17131,96.85496,2.76845,20.75318
2,-1.02043,-0.11353,0.21875,116.19338,1.46565,23.38931
3,-1.02157,-0.08781,0.25179,163.82697,-2.68702,21.07888
4,-0.99911,-0.243,0.27808,131.18575,-0.8855,11.47074
5,-0.99666,-0.1958,0.29582,75.35878,-2.55471,4.96692
6,-0.98657,-0.17936,0.30168,60.70229,-6.24936,-4.30534
7,-0.99902,-0.19759,0.31494,75.16539,-10.98219,-9.16031
8,-0.97355,-0.23494,0.3527,81.43511,-13.89313,-22.11705
9,-0.9869,-0.24512,0.4056,79.27735,-20.84478,-29.97455
10,-1.02262,-0.28841,0.4869,71.06361,-33.18066,-41.47583
11,-0.9978,-0.2609,0.5389,41.69975,-44.96692,-47.64377
12,-0.96281,-0.33765,0.66398,37.03817,-63.03308,-57.90331
13,-0.95125,-0.37549,0.82812,27.77608,-79.66412,-67.21629
14,-0.98022,-0.41211,0.84554,15.35878,-102.82952,-76.8855
15,-0.96606,-0.36418,0.86271,-14.71756,-115.36896,-77.70992
16,-0.89795,-0.3951,0.91398,-22.67685,-130.22901,-76.31552
17,-0.8715,-0.57853,1.19401,-26.56489,-162.19847,-89.55725
18,-0.90552,-0.60547,1.39355,-51.0229,-231.07379,-115.12468
19,-0.83081,-0.61458,1.44312,-90.08651,-304.22392,-140.743
20,-0.56698,-0.59009,0.99715,-79.3486,-349.94402,-144.37659
21,-0.33089,-0.29932,0.60579,-156.99746,-344.82443,-147.57252
22,-0.15088,-0.00155,-0.39006,-143.91858,-333.11959,-147.41985
23,0.0922,1.45345,-1.82414,-217.83206,-144.04071,-59.03308
24,0.76603,-0.507,-0.24886,81.27226,104.81425,103.21629
25,1.14958,-1.15715,0.66398,18.68702,31.78626,24.28499
26,0.8689,-0.46964,-0.2959,-52.31552,-45.82188,-56.0
27,0.75155,-0.04606,-0.4432,-26.91094,-20.743,-19.80662
28,0.75529,-0.37508,-0.14201,8.14249,8.92621,19.19593
29,0.82544,-0.4506,-0.18595,-8.80407,12.3257,11.69466
30,0.84587,-0.36019,-0.27604,-8.6514,21.92366,4.92621
31,0.83179,-0.42334,-0.236,11.03308,32.28499,10.81934
32,0.83081,-0.38631,-0.12419,1.77099,36.18321,17.57761
33,0.79826,-0.3606,-0.12451,11.22646,39.12468,25.97455
34,0.77555,-0.38078,-0.08854,21.05852,53.20102,40.90585
35,0.73934,-0.50008,0.0223,34.61578,66.45293,52.52926
36,0.73283,-0.59302,0.15324,37.31298,70.01527,54.15776
37,0.69995,-0.67725,0.12785,22.72774,68.8855,55.7659
38,0.6342,-0.67928,0.31348,32.94656,69.00763,56.743
39,0.59017,-0.68368,0.39217,16.04071,74.72773,54.21883
40,0.5048,-0.77189,0.39152,37.16031,67.21629,52.35623
41,0.47583,-0.75521,0.54175,20.53944,69.13995,47.86768
42,0.43563,-0.80851,0.50081,26.84987,67.87786,42.2799
43,0.35807,-0.78654,0.6416,30.83969,63.36896,43.13486
44,0.29264,-0.76945,0.60799,11.83715,65.04835,43.26718
45,0.15731,-0.79647,0.63127,28.66158,62.44275,50.15776
46,0.09888,-0.77205,0.71509,-8.56997,71.28753,50.48346
47,-0.01164,-0.81169,0.61784,-12.18321,70.06616,54.19847
48,-0.08325,-0.75366,0.65063,-12.28499,76.40712,59.95929
49,-0.18734,-0.80876,0.68156,-16.50891,79.257,70.16794
50,-0.30697,-0.79012,0.64884,-24.53944,76.14249,79.40967
51,-0.40666,-0.81763,0.64844,-52.50891,73.73028,83.16539
52,-0.4978,-0.816,0.54647,-60.24427,61.66921,89.91349
53,-0.59139,-0.8361,0.42904,-120.28499,51.93893,97.11959
54,-0.66667,-0.74658,0.32536,-151.23664,34.81934,107.01272
55,-0.78345,-0.68433,0.20223,-102.57506,8.44784,104.89567
56,-0.87858,-0.62345,0.12231,-40.63104,-8.01018,103.55216
57,-0.92293,-0.5835,0.1158,-30.45293,-10.23919,95.75573
58,-0.9751,-0.54801,0.11312,-45.37405,-14.96183,85.28244
59,-0.98503,-0.47656,0.10498,-58.94148,-20.44784,66.52417
60,-0.98698,-0.4388,0.10962,-52.81425,-26.05598,45.19084
61,-0.98706,-0.4043,0.09269,-65.98473,-29.57761,29.54707
62,-0.98535,-0.30542,0.15951,-66.34097,-30.3715,16.81425
63,-0.98844,-0.2404,0.00277,-36.43766,-32.50891,6.88041
64,-1.05176,-0.33765,-0.08171,35.68448,-3.51145,9.07888
65,-1.00269,-0.35905,0.17122,-19.17557,9.07888,0.3257
66,-0.96077,-0.20605,0.17098,-34.31043,3.49109,-4.40712
