frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99471,-0.18286,-0.1049,5.6285,4.24427,3.21628
1,-1.00928,-0.13013,-0.2369,33.32316,17.73028,3.37914
2,-1.04451,-0.05786,-0.52791,97.13995,48.39695,5.78117
3,-1.25732,-0.37451,-0.70133,282.38168,114.03562,-25.75064
4,-1.36548,-1.26636,-0.49251,498.21883,185.89313,-196.81425
5,-1.31917,-1.71696,0.08138,367.13486,139.19593,-370.51399
6,-1.22909,-1.41667,0.4873,112.59033,45.56743,-427.41985
7,-0.86247,-0.93221,0.59896,-136.25445,-1.8626,-411.74555
8,-0.44051,-0.6106,0.49007,-350.77863,11.78626,-367.65394
9,-0.04118,-0.21086,0.316,-498.66667,59.93893,-316.73282
10,0.2474,0.45646,0.28703,-429.97455,100.53944,-262.57506
11,0.55876,1.24894,0.21257,-132.05089,78.95165,-129.91349
12,0.71029,0.97054,-0.04036,173.27226,28.87532,68.48855
13,0.69043,0.12142,-0.06714,592.14249,67.1145,106.3715
14,0.88704,-0.65942,0.44564,605.67939,83.15522,3.59288
15,0.85514,-0.75488,0.573,-253.41476,-61.64886,-7.20611
16,0.65666,0.05615,-0.11784,-613.37405,-110.53435,-115.74555
17,0.80851,1.1014,0.08724,-504.04071,-3.5827,-105.46565
18,0.88387,1.28776,0.03695,112.34606,-43.32824,24.4173
19,0.84985,0.10506,-0.34554,573.48601,-12.31552,83.35878
20,0.83813,-0.51571,0.06958,773.87277,39.17557,-19.06361
21,0.85962,-0.60661,0.45451,-26.44275,-18.98219,-9.28244
22,0.76204,-0.11979,-0.24357,-563.91858,-74.1374,-35.7659
23,0.82389,0.73999,-0.20768,-608.33588,10.11705,-48.66158
24,0.92228,0.8724,0.17806,-186.97201,4.96692,-24.98728
25,0.79045,0.54622,-0.29321,175.00254,-25.00763,37.23155
26,0.81331,0.27856,-0.27401,195.12468,-1.56743,61.87277
27,0.80339,0.09847,-0.28084,233.38422,14.81934,45.98473
28,0.79858,-0.0022,-0.21981,164.46819,16.11196,42.62595
29,0.76725,-0.12769,-0.19963,143.94911,3.09415,48.43766
30,0.72371,-0.21436,-0.14722,83.00254,-12.3257,55.65394
31,0.61784,-0.1818,-0.12622,28.82443,-31.93893,76.68193
32,0.46289,-0.05176,-0.05404,32.20356,-66.75827,129.22137
33,0.16935,-0.25798,-0.11768,31.55216,-111.53181,210.34097
34,-0.0411,-0.4139,-0.12777,54.33079,-158.38168,274.44275
35,-0.35286,-0.92334,-0.4458,37.91349,-177.0687,310.55471
36,-0.83179,-0.94906,-0.45418,0.40712,-186.77863,294.16794
37,-1.13216,-0.83325,-0.55005,52.22392,-154.74809,270.08651
38,-1.49048,-0.85116,-0.34977,97.37405,-120.99746,262.91094
39,-1.39152,-0.91203,-0.22648,55.82697,-75.05344,189.43511
40,-1.11149,-0.60205,-0.18945,-24.21374,-47.21628,88.50891
41,-1.01115,-0.52873,-0.14079,-58.35114,-46.2799,31.1145
42,-1.0481,-0.38924,-0.22168,-109.76081,-36.39695,-2.1374
43,-1.03361,-0.19279,-0.14738,-72.58015,-0.08143,-19.15522
44,-0.99471,-0.14258,0.0236,-48.62087,14.24936,-25.02799
