frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99585,-0.08586,0.30566,2.41221,1.44529,0.50891
1,-0.99504,-0.09473,0.3042,0.34606,1.08906,1.20102
2,-0.99211,-0.09774,0.30705,-1.29262,0.67176,1.47583
3,-0.99325,-0.09009,0.30648,-3.46056,-0.02036,1.94402
4,-0.98763,-0.08927,0.31787,-6.9313,-0.45802,1.9542
5,-0.99268,-0.06364,0.3116,-9.8117,-1.2112,0.44784
6,-0.99585,-0.06681,0.32015,-3.5827,-0.42748,-1.11959
7,-0.98617,-0.09342,0.32829,0.28499,-0.5598,-4.11196
8,-0.98258,-0.11637,0.32479,8.46819,0.11196,-10.48346
9,-0.95622,-0.20768,0.3195,21.17048,-0.13232,-20.99746
10,-0.88411,-0.35034,0.28841,27.10433,-3.74555,-41.25191
11,-0.87516,-0.16496,0.13062,-3.71501,-4.45802,-70.61578
12,-0.80542,-0.36914,0.3776,35.49109,9.50636,-75.13486
13,-0.73926,-0.21118,0.31893,-18.06616,-4.0,-92.99746
14,-0.84969,-0.41968,0.28215,-26.44275,2.94148,-81.33333
15,-0.90885,-0.34627,0.34644,-56.44784,13.63868,-82.48346
16,-0.89559,-0.64136,0.28036,-36.86514,17.36387,-86.3715
17,-0.79248,-0.49292,0.2832,-30.26972,14.67684,-89.99491
18,-0.69792,-0.74772,0.20955,-20.14249,7.60305,-70.19847
19,-0.81787,-0.90837,0.29915,-20.64122,0.40712,-57.58779
20,-0.70752,-0.87109,0.22729,-22.55471,-6.92112,-45.49618
21,-0.78385,-0.8505,0.14632,-32.96692,-6.55471,-34.38168
22,-0.75651,-0.91227,0.12215,-8.14249,-4.54962,-22.3715
23,-0.60921,-0.83691,0.10107,-18.44275,1.11959,-12.9771
24,-0.61483,-0.87752,0.06006,-11.97964,2.99237,-5.6285
25,-0.5415,-0.79842,0.09375,11.0229,2.70738,3.14504
26,-0.60677,-0.91968,0.14071,17.2112,4.40712,9.54707
27,-0.63599,-0.85897,0.22005,20.58015,5.3028,20.91603
28,-0.71899,-0.94564,0.24748,18.6056,1.04835,31.79644
29,-0.75773,-0.8029,0.23242,17.11959,-1.10942,45.55725
30,-0.83154,-0.77222,0.26408,19.75573,-3.23664,63.77608
31,-0.87069,-0.64217,0.27067,24.84478,-5.74046,78.58524
32,-0.89795,-0.677,0.24512,30.02545,-7.21629,85.34351
33,-0.78988,-0.47347,0.27303,26.20865,-4.51908,94.30025
34,-0.75212,-0.37899,0.31445,25.59796,-8.15267,101.80153
35,-0.74764,-0.29972,0.26042,43.77608,-13.07888,101.24173
36,-0.7832,-0.33382,0.23787,40.72265,-0.4173,90.44275
37,-0.81022,-0.33138,0.32218,12.40712,10.63613,61.74046
38,-0.96248,-0.18335,0.34424,-23.16539,6.17812,36.46819
39,-0.98006,-0.09139,0.32902,-23.88804,8.37659,24.29517
40,-0.96956,-0.139,0.31681,-29.92366,6.75827,21.3944
41,-0.98454,-0.15869,0.33382,-27.26718,3.18575,9.77099
42,-0.9847,-0.11206,0.33333,-19.68448,-1.63868,-7.57252
43,-1.00024,-0.03711,0.33341,-15.79644,-0.83461,-9.2112
44,-0.98145,-0.07357,0.30607,-18.83969,-3.41985,-6.16794
45,-0.99097,-0.10197,0.31836,-5.83206,0.08143,-3.18575
46,-0.97835,-0.1403,0.32511,-7.69466,-0.94656,-3.32824
47,-0.99105,-0.1237,0.32764,-8.82443,-1.28244,-3.54198
48,-0.97892,-0.11206,0.33105,-5.80153,-0.60051,-3.71501
