frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99976,-0.10148,0.02873,12.67176,4.0916,3.59288
1,-0.97957,-0.11442,0.01066,15.05344,7.83715,16.0
2,-0.99292,-0.02783,-0.06779,26.32061,16.58015,41.61832
3,-1.09342,-0.28158,-0.07243,90.35115,31.26718,67.33842
4,-1.10628,-0.76701,-0.06576,159.04326,33.2112,-1.56743
5,-1.14974,-1.28166,0.40999,87.17557,8.10178,-129.2112
6,-1.5634,-1.12817,0.55876,-17.51654,-47.38931,-294.94148
7,-1.87419,-1.20907,0.67822,-1.13995,-122.03562,-387.47074
8,-1.68213,-1.04313,0.68734,-84.93639,-188.91603,-401.15013
9,-1.11442,-0.86491,0.46688,-63.13486,-224.24428,-381.00763
10,-0.60197,-0.65503,0.26318,-55.87786,-230.88041,-339.51145
11,-0.25553,-0.39372,0.07593,-41.13995,-201.00763,-284.81425
12,-0.12362,-0.31283,-0.09448,77.24173,-179.87786,-213.91349
13,0.05526,-0.41935,-0.30933,24.5598,-147.12468,-139.33842
14,0.47022,0.22607,-1.1477,-96.14249,-74.67684,-72.42748
15,0.70809,-0.21501,-0.59139,0.6514,-20.40712,24.96692
16,0.69564,-0.66675,-0.53971,23.08397,2.08651,26.88041
17,0.72184,-0.42928,-0.47323,-20.20356,5.97455,-11.40967
18,0.71419,-0.36149,-0.45158,-17.44529,-4.33588,-10.52417
19,0.69507,-0.3151,-0.49609,-10.15776,-6.6056,-2.24936
20,0.65015,-0.3396,-0.48674,9.35369,-1.99491,4.78371
21,0.72192,-0.44206,-0.47656,9.8626,5.18066,11.7659
22,0.72786,-0.48804,-0.49333,4.39695,0.0916,3.17557
23,0.69043,-0.40633,-0.48592,-7.26718,-8.03053,-2.64631
24,0.68905,-0.42464,-0.50065,-3.96947,-5.6285,-0.33588
25,0.69271,-0.38688,-0.49357,-3.31807,-10.19847,-1.02799
26,0.64445,-0.40967,-0.50472,-2.0458,-8.5598,-1.68957
27,0.64608,-0.38623,-0.50911,-0.34606,-1.19084,-1.42494
28,0.67928,-0.4091,-0.51758,3.31807,0.20356,2.1883
29,0.67114,-0.43929,-0.53158,-0.44784,-2.98219,2.20865
30,0.59871,-0.3881,-0.54639,-2.6972,3.54199,-0.86514
31,0.47746,-0.35645,-0.71615,7.61323,33.89313,9.77099
32,0.22786,-0.22038,-0.68245,-57.57761,88.96692,79.96947
33,0.01196,-0.08805,-0.34009,-57.31298,127.39949,181.8117
34,-0.16268,-0.47982,-0.12378,35.74555,143.82697,271.3486
35,-0.27734,-0.96484,0.16138,-3.3486,167.29771,335.46056
36,-0.25822,-0.8562,0.24674,-113.88295,108.12214,382.44275
37,-0.88241,-1.18774,-0.07959,27.22646,13.43511,349.74046
38,-0.9943,-1.14209,0.05135,96.26463,6.83969,298.94148
39,-1.17497,-0.89258,0.05664,39.40967,-2.31043,282.90076
40,-1.40503,-0.76099,0.03556,85.79135,-6.54453,258.73791
41,-1.33748,-0.74406,0.01375,117.01781,-10.21883,168.24427
42,-1.11263,-0.59611,0.01839,85.05852,-18.63613,48.07125
43,-0.92489,-0.48901,0.05786,32.27481,-14.83969,1.61832
44,-0.8833,-0.45532,0.02718,21.17048,-15.36896,6.29008
45,-0.97388,-0.42839,0.02531,-1.64886,-16.64122,6.01527
46,-1.04785,-0.31429,-0.11149,-57.93384,-21.91349,-13.52672
47,-1.05436,0.04321,-0.18351,-98.48346,-1.03817,-10.36132
48,-1.03483,-0.14478,0.06576,-72.94656,-4.25445,-10.40204
