frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99756,-0.39673,-0.12996,70.49364,31.41985,-31.20611
1,-1.04557,-0.48804,-0.16903,122.20865,59.57252,-67.57252
2,-1.0516,-0.6394,-0.2041,146.57506,85.70992,-115.27735
3,-1.01774,-0.78426,-0.18034,140.27481,103.96947,-150.48346
4,-0.87061,-0.92733,-0.13411,107.29771,116.51908,-173.26209
5,-0.67619,-1.05851,-0.03849,51.9084,121.73028,-183.49109
6,-0.51815,-1.18587,-0.02409,-16.12214,119.93893,-191.57252
7,-0.35205,-1.21069,-0.01595,-63.41985,119.15522,-202.57506
8,-0.17594,-1.12166,-0.1001,-91.4402,122.10687,-218.56489
9,0.11393,-0.88688,-0.13232,-105.33333,120.70229,-218.58524
10,0.31665,-0.65397,-0.07812,-109.43511,113.37405,-198.55471
11,0.36711,-0.53923,-0.49984,-101.37405,110.09669,-190.35115
12,0.6543,-0.5367,0.01733,-123.77608,142.66667,-146.7888
13,0.65609,-0.40462,0.19499,-197.02799,96.9771,-169.08906
14,0.67562,0.00488,0.46281,-156.99746,76.2341,-135.52163
15,0.68563,0.31673,0.28068,-98.84987,43.52163,-102.50382
16,0.76864,0.31771,0.375,-59.40967,23.1145,-52.25445
17,0.81226,0.36214,0.31266,-23.06361,13.68957,-22.77863
18,0.81372,0.28874,0.30591,0.22392,16.14249,3.28753
19,0.80981,0.29468,0.33854,28.69211,26.62595,16.73282
20,0.77645,0.20728,0.49381,58.50382,51.05344,36.27481
21,0.71167,0.1534,0.69751,111.79644,88.64122,63.30789
22,0.62899,0.1084,1.06567,140.89567,114.49364,111.74555
23,0.55046,-0.10881,1.51912,215.37913,128.47837,185.24173
24,0.26839,-0.43424,1.99381,286.99237,114.25954,282.71756
25,-0.43766,-0.68831,2.52743,365.8626,28.19338,409.7201
26,-1.5988,-0.56665,3.1237,498.3715,-58.79898,580.63104
27,-3.96151,-0.74593,3.37769,638.96183,-89.02799,779.95929
28,-2.4384,-3.09717,1.54753,93.24173,-52.31552,749.79135
29,-0.41325,-0.59416,0.44914,-131.30789,-112.4173,243.80662
30,-0.61857,-1.03003,0.65519,-32.46819,-125.48601,170.31043
31,-0.42961,-1.0826,0.63013,8.21374,-83.40967,119.20611
32,-0.2819,-1.05526,0.2273,-2.19847,-46.63613,75.7659
33,-0.09131,-1.06746,0.47778,3.86768,-19.21628,46.09669
34,0.01245,-0.98185,0.62085,-13.64885,1.82188,29.23155
35,0.04069,-0.87207,0.60693,-12.44784,18.31043,17.19084
36,0.04281,-0.86401,0.73022,-11.29771,22.9313,7.04326
37,0.05452,-0.81909,0.73161,-15.79644,21.75064,-1.26209
38,0.06177,-0.7675,0.73169,-12.45802,22.514,-3.3486
39,0.05786,-0.77368,0.73877,-7.95929,21.28244,-4.61069
40,0.06112,-0.76099,0.72982,-10.21883,18.25954,-4.67176
41,0.05257,-0.74064,0.70329,-10.38168,15.53181,-0.29517
42,-0.02401,-0.70256,0.69295,-19.91858,10.10687,4.8855
43,-0.0769,-0.7181,0.57332,-36.39695,3.50127,14.70738
44,-0.10238,-0.7085,0.50814,-40.24427,8.44784,25.63868
45,-0.20011,-0.71493,0.4943,-49.99491,13.83206,38.35114
46,-0.29956,-0.70964,0.40649,-69.13995,20.6514,53.28244
47,-0.38949,-0.72607,0.43449,-49.63868,35.33842,71.96947
48,-0.44108,-0.79085,0.49715,-48.45802,51.33842,88.48855
49,-0.51912,-0.80924,0.48283,-50.09669,52.11196,102.66667
50,-0.64437,-0.82438,0.45451,-40.6514,59.08397,116.84478
51,-0.79102,-0.7644,0.27653,-60.0916,76.743,121.66921
52,-0.96468,-0.76562,0.27384,54.36132,86.75827,120.12214
53,-1.05135,-0.85547,0.39705,144.20356,111.61323,88.10178
54,-0.98812,-0.75472,0.44507,128.92621,127.77608,57.07888
55,-0.92855,-0.62834,0.43612,101.94402,119.257,42.68702
56,-0.8925,-0.58244,0.40592,95.92875,98.55471,59.54198
57,-0.87915,-0.56868,0.34538,97.04835,77.87277,62.44275
58,-0.88363,-0.56258,0.29224,96.91603,58.23919,54.40204
59,-0.88167,-0.53312,0.21257,83.86768,40.75318,45.67939
60,-0.87183,-0.51725,0.16569,74.21883,25.17048,32.743
