frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.91504,-0.27767,0.14266,-11.24682,-9.92366,34.52417
1,-0.99943,-0.2806,0.11117,-8.60051,-20.0916,34.66667
2,-1.1097,-0.31079,-0.0459,39.87786,-11.21628,7.18575
3,-1.0957,-0.40365,-0.12118,51.88804,12.22392,-15.21628
4,-1.17432,-0.41943,-0.12744,8.04071,18.29008,-33.26209
5,-1.38525,-0.76416,-0.13997,17.52672,35.5827,-87.00254
6,-1.47917,-1.10392,-0.19466,-10.43257,65.36387,-158.16794
7,-1.36206,-1.5328,-0.31274,-68.54962,91.48092,-233.82188
8,-0.6862,-1.3995,-0.55957,-88.40712,108.29517,-306.02544
9,0.00578,-0.90308,-0.37598,-174.16794,112.15267,-333.486
10,0.60042,-0.22998,-0.14616,-209.02799,120.42748,-290.29008
11,1.15861,0.02612,-0.06852,-128.53944,97.04835,-151.55216
12,0.75537,-0.09286,0.00065,-76.40712,28.66158,48.72265
13,-1.46102,0.22925,-0.3798,-75.22646,-69.66921,211.21628
14,-2.04704,-0.66496,-0.48291,33.0687,-37.66921,208.84478
15,-0.73429,-0.37183,-0.59644,0.68193,22.44275,-17.54707
16,-1.10799,-0.24561,-0.28263,-11.30789,33.70992,-150.68702
17,-0.68758,-0.5223,-0.37077,41.70992,1.48601,-187.37913
18,-0.06519,-0.46655,-0.58105,19.92875,-34.72774,-140.89567
19,0.4484,-0.53092,-0.75065,84.89567,-49.08906,-69.19084
20,0.65828,-0.56437,-0.74341,33.82188,-39.63359,1.51654
21,0.78271,-0.99194,-1.07438,97.00763,-45.32316,80.47837
22,1.07935,-0.70679,-1.50724,53.23155,-22.3715,78.89059
23,1.2102,-0.80949,-1.54199,22.00509,19.01272,-18.02545
24,1.14347,-0.43441,-1.07308,-147.53181,69.66921,-117.13995
25,1.36768,-0.17798,-0.64364,-165.27226,79.33842,-138.25954
26,1.52197,0.1521,-0.48796,-166.15776,59.3486,-90.33079
27,1.18091,0.35164,-0.40641,-95.59288,3.08397,65.50636
28,-0.34644,0.15837,-0.33512,-52.34606,-86.7888,215.61323
29,-2.37052,-0.44409,-0.99552,-45.77099,-145.69975,270.53435
30,-1.066,-0.60881,-0.3584,14.52417,-23.85751,89.55725
31,-0.53174,-0.27922,-0.60604,14.94148,58.41221,-103.47074
32,-0.38574,-0.09172,-0.31958,-7.59288,24.60051,-117.28244
33,-0.16414,-0.05005,-0.30135,60.96692,-21.22137,-118.19847
34,-0.03508,-0.11475,-0.39079,76.71247,-55.4402,-74.95165
35,0.06689,-0.05143,-0.40072,122.55471,-92.90585,5.80153
36,-0.09912,-0.50065,-0.43937,184.67176,-120.20356,113.79135
37,-0.37541,-0.86353,-0.64909,139.00254,-124.07125,194.22901
38,-0.70386,-0.74154,-0.37565,133.02799,-125.31298,235.6743
39,-1.0804,-1.27295,-0.59204,153.67939,-96.06107,251.98982
40,-1.15259,-0.65015,-0.23348,50.59542,-121.52672,229.35369
41,-1.62915,-0.72648,-0.06885,158.0458,-107.07379,236.19338
42,-1.75407,-1.25342,0.07406,22.07634,-75.65394,196.51908
43,-1.21924,-0.27604,0.06136,-12.01018,-24.73282,51.98982
44,-1.12964,-0.19653,-0.35376,188.44784,-3.1145,-51.26718
45,-0.94491,-0.26733,-0.0009,108.25445,10.83969,-18.80916
46,-0.92863,-0.31226,0.20394,48.4173,1.47583,-14.29008
47,-1.02881,-0.13721,0.13745,-16.743,1.89313,-9.28244
48,-1.03418,0.04289,0.07381,-24.64122,6.39186,-5.52672
49,-1.01733,-0.04126,0.1167,8.64122,2.91094,-7.95929
50,-1.02775,-0.12712,0.16618,29.09924,-2.17812,-18.48346
