frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.02539,-0.21623,0.13452,-2.36132,0.56997,-3.32824
1,-1.00798,-0.29395,0.0861,20.67176,10.7888,-15.72519
2,-1.03564,-0.44189,0.00472,83.83715,25.60814,-57.49618
3,-1.14412,-0.65088,0.0223,178.31043,36.52926,-118.23919
4,-1.12207,-0.87329,0.2229,240.82443,25.74046,-195.89822
5,-1.11792,-1.00521,0.45426,243.93893,-12.54962,-253.80153
6,-0.9375,-1.08976,0.33602,164.34606,-51.61323,-299.69466
7,-0.66089,-0.86882,0.49821,56.2341,-67.43003,-306.33079
8,-0.41463,-0.76742,0.47217,-39.10433,-48.62087,-281.55725
9,-0.13721,-0.64054,0.60645,-76.80407,-16.63104,-248.40712
10,0.06795,-0.47884,0.58195,-70.42239,4.16285,-211.39949
11,0.21102,-0.42253,0.63354,-77.73028,19.60305,-174.67684
12,0.39038,-0.45101,0.62313,-55.88804,28.50891,-148.83461
13,0.53182,-0.43368,0.54712,-81.16031,46.19847,-147.20611
14,0.53784,-0.2806,0.53548,-85.89313,62.88041,-152.66158
15,0.60408,-0.06779,0.67521,-63.57252,89.03817,-139.92875
16,0.7548,0.07837,0.88167,-90.63613,66.90076,-118.08651
17,0.82031,0.18148,0.76587,-84.60051,39.0229,-86.65649
18,0.81624,0.47949,0.80062,-12.56997,23.93893,-34.08651
19,0.76636,0.48055,0.84717,30.23919,15.88804,26.52417
20,0.70435,0.45508,1.10262,93.64886,19.32824,62.34097
21,0.59367,0.75179,1.2395,208.9771,16.93639,99.59287
22,0.14437,1.27327,1.72681,281.31298,36.3257,144.73282
23,-0.53052,1.57446,2.19596,376.31552,65.56743,268.11196
24,-1.88061,2.4895,3.14502,427.97964,116.95674,461.25191
25,-5.72648,3.06828,3.70907,463.08397,168.03053,703.43003
26,-6.25911,-1.38387,2.64811,179.32824,240.25445,802.0458
27,-2.95125,-0.6709,1.21468,-179.87786,101.3944,594.15776
28,-2.35441,-0.44482,0.88656,-274.25954,-160.50891,435.12468
29,-1.73698,-1.68522,0.24202,-67.69466,-215.20611,231.66412
30,-0.73356,-1.49178,0.14038,-37.7201,-112.35623,144.92621
31,-0.45174,-1.48592,0.70028,-0.02036,-12.89567,39.75573
32,-0.33048,-1.18327,0.66854,3.50127,39.70483,-52.5598
33,-0.41683,-0.64665,0.85189,-31.18575,69.96438,-81.70992
34,-0.44279,-0.51221,0.92456,-47.5827,89.27226,-82.10687
35,-0.3772,-0.49772,0.88534,-12.81425,103.95929,-69.92366
36,-0.34432,-0.59814,0.83301,-17.93384,119.98982,-69.89313
37,-0.43376,-0.68701,0.64307,-50.99237,140.22392,-75.86768
38,-0.34245,-0.63273,0.88786,-117.67939,156.45802,-58.79898
39,-0.37834,-0.67928,0.77531,-111.43003,143.18575,-41.17048
40,-0.38118,-0.80387,0.56161,-110.47328,123.7659,-21.42494
41,-0.39982,-0.82617,0.40519,-127.27735,113.35369,-12.80407
42,-0.26969,-0.73877,0.20369,-75.97964,113.20102,26.76845
43,-0.32788,-0.86377,0.15096,42.48346,110.9313,22.56489
44,-0.33968,-0.9458,0.22095,61.19084,97.45547,38.54453
45,-0.31909,-0.87459,0.24007,32.53944,85.99491,54.87023
46,-0.40601,-0.93953,0.24666,53.8117,68.67176,73.9542
47,-0.50098,-0.93343,0.29533,60.60051,52.59033,83.32824
48,-0.58472,-0.87769,0.264,40.91603,41.07888,89.55725
49,-0.72363,-0.96444,0.21167,38.90076,30.05598,99.50127
50,-0.72689,-0.95133,0.20435,36.743,23.93893,89.44529
51,-0.72559,-0.95068,0.15495,32.51908,29.41476,73.31298
52,-0.68001,-0.78133,0.13745,84.16285,36.06107,60.12214
53,-0.66105,-0.70386,0.18123,138.30025,44.36641,38.88041
54,-0.8029,-0.58317,0.18213,76.81425,31.04326,47.56234
55,-1.05672,-0.60791,0.02108,44.8855,19.13486,56.38677
56,-1.05347,-0.56478,0.05029,-16.90585,21.45547,29.6285
