frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.01025,-0.16032,0.03483,-4.89567,2.31043,-2.34097
1,-1.02759,-0.17651,0.02271,-7.05344,3.4402,-2.45293
2,-1.08724,-0.21891,-0.12687,-4.58015,4.05089,-10.33079
3,-1.16829,-0.29093,-0.19539,52.98728,15.20611,-44.77354
4,-1.27913,-0.80322,-0.15291,85.55725,68.9771,-100.86514
5,-1.31844,-0.89616,-0.22998,-8.71247,123.26718,-151.19593
6,-1.30322,-1.07967,-0.31991,-70.23919,159.0229,-194.64631
7,-1.14705,-1.0529,-0.36434,-172.14249,169.80153,-219.93893
8,-0.87972,-0.58081,-0.44255,-221.64885,209.56743,-210.0458
9,-0.48682,-0.43962,-0.42383,-140.79389,222.48346,-197.15013
10,-0.21541,-0.26701,-0.38208,-109.78117,211.73537,-174.99237
11,0.08106,-0.09261,-0.37183,-93.32316,193.77099,-151.05343
12,0.22917,-0.07357,-0.48039,-56.24427,156.62087,-133.04835
13,0.49154,0.1591,-0.28524,0.36641,138.7888,-134.74809
14,0.75513,0.42212,-0.05379,25.52672,110.12723,-131.14504
15,0.87069,0.54744,-0.07023,-6.01527,59.30789,-90.95165
16,0.86361,0.39665,-0.25944,-30.94148,9.46565,-36.02036
17,0.90373,0.44027,-0.07593,-37.44529,-3.94911,-12.99746
18,0.94466,0.55054,-0.03353,-60.39695,-35.73537,-2.03562
19,0.93115,0.56999,-0.12467,-25.77099,-72.71247,23.85751
20,0.83716,0.50887,-0.29272,-23.43003,-91.0229,42.76845
21,0.71729,0.34595,-0.60938,9.92366,-106.08651,61.9542
22,0.55428,0.18319,-0.72892,-10.64631,-100.93639,70.30025
23,0.56217,0.20256,-0.70614,-31.63359,-98.58524,69.50636
24,0.45622,0.18465,-0.76148,-20.68193,-108.89567,75.83715
25,0.27816,0.06991,-0.84139,-19.18575,-118.98219,83.1145
26,0.08846,0.09798,-0.84961,-39.1145,-122.80916,74.26972
27,-0.29248,0.06283,-1.01628,-46.59542,-115.33842,58.52417
28,-0.24894,-0.05306,-0.96533,6.67684,-50.9313,38.4631
29,0.04818,0.014,-0.75317,17.07888,20.26463,-15.73537
30,0.11418,0.2644,-0.7749,-39.37913,-0.38677,-19.71501
31,0.11287,0.23592,-0.86589,2.89058,1.35369,-3.86768
32,0.15259,0.14437,-0.89217,4.45802,-0.51908,-3.46056
33,0.15373,0.16105,-0.89754,-6.82952,-1.55725,-3.35878
34,0.14559,0.15153,-0.89868,4.30534,0.02036,-5.38422
35,0.10335,0.15259,-0.92456,-0.76336,3.72519,-4.28499
36,0.06836,0.14185,-0.86906,4.82443,13.75064,-9.94402
37,-0.00439,0.10986,-0.81047,21.7201,35.40967,-19.16539
38,-0.02889,0.13224,-0.70768,46.43257,50.26972,-35.79644
39,-0.06982,0.02352,-0.6071,58.17812,42.40204,-51.88804
40,0.05453,0.13566,-0.50806,55.39949,17.10942,-50.67684
41,0.04508,0.02979,-0.44369,75.52163,-22.86005,-28.87532
42,0.14608,0.04826,-0.60506,96.51908,-74.75827,8.99746
43,-0.05485,-0.28385,-0.60221,137.67939,-118.16794,57.10941
44,-0.13835,-0.33374,-0.8479,116.71247,-135.64377,105.82188
45,-0.39876,-0.67879,-0.75358,159.70483,-137.08906,145.28244
46,-0.56901,-0.67236,-0.75472,57.75064,-138.16794,167.6743
47,-0.81608,-0.60685,-0.59196,72.3257,-155.53181,169.41476
48,-1.05339,-0.55176,-0.49349,92.28499,-153.97455,180.47837
49,-1.35262,-0.46305,-0.35392,64.53944,-143.0229,187.75572
50,-1.47038,-0.55306,-0.25854,69.7201,-101.90331,149.40458
51,-1.2382,-0.48543,-0.12288,55.94911,-42.7888,68.91603
52,-1.05542,-0.2793,-0.1123,77.67939,-34.70738,-7.74555
53,-1.00277,-0.30762,-0.14006,64.42748,-45.42494,-27.43003
54,-1.10034,-0.08643,-0.22461,8.35623,-23.64377,-9.63868
55,-1.00952,-0.03662,-0.13306,-28.3257,20.44784,4.06107
56,-1.00041,-0.08236,0.11328,-49.20102,7.27735,-12.03053
57,-1.00431,-0.08724,0.13558,-42.14758,-0.21374,-19.57252
58,-0.99316,-0.05542,0.04533,-36.33588,-3.70483,-6.72774
59,-1.0293,-0.11271,0.01538,-1.0687,0.80407,-0.44784
60,-1.03353,-0.14412,0.03353,-7.62341,7.69466,-1.7201
