frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00024,-0.26945,-0.0931,-8.93639,8.10178,-3.46056
1,-1.00887,-0.26798,-0.18978,-30.25954,9.45547,-11.30789
2,-1.19108,-0.35124,-0.34546,41.3028,50.64631,-48.31552
3,-1.58439,-1.30135,-0.22949,227.27735,105.3944,-170.11705
4,-1.45801,-1.5529,-0.19434,63.96947,159.82697,-346.88041
5,-0.80509,-1.14185,-0.01188,-20.16285,134.82952,-419.14504
6,-0.53035,-0.57959,0.24162,-124.8855,95.16539,-426.07634
7,-0.20784,-0.38078,0.13997,-88.16285,35.65394,-378.43257
8,0.09245,-0.12679,-0.02368,-15.17557,-24.51908,-291.15522
9,0.28638,0.00334,-0.24544,7.56234,-63.74555,-175.01272
10,-0.07853,-0.27612,-1.3938,2.42239,-81.51654,-53.70992
11,0.79769,-0.09334,-0.77482,6.67684,36.89567,12.6514
12,0.74862,-0.3658,-0.48926,-32.80407,42.41221,39.94911
13,0.95703,-0.39347,0.02979,26.39186,10.70738,1.79135
14,0.81299,-0.25301,0.35205,53.33333,-71.59288,-34.9313
15,0.44849,-0.19238,-1.29256,13.8626,4.59033,-13.38422
16,0.61654,-0.36995,-0.64754,-46.14758,38.81934,17.15013
17,0.9327,-0.37109,0.0223,5.18066,27.10433,10.24936
18,0.82544,-0.26644,-0.06925,25.02799,-60.67176,-22.32061
19,0.22892,-0.43156,-1.70329,20.04071,-17.31298,-12.31552
20,0.65438,-0.43018,-0.51685,-5.93384,22.20865,12.51908
21,0.74919,-0.38224,-0.41219,-35.50127,34.89059,3.91858
22,0.81868,-0.24772,-0.15332,-21.43511,4.50891,6.24936
23,0.93164,-0.27393,0.55225,83.17557,-65.75064,-7.19593
24,0.58895,-0.62207,-1.0564,43.64377,-21.27226,-9.85242
25,0.72835,-0.40747,-0.50016,13.6285,-7.23664,-5.84224
26,0.68107,-0.38566,-0.48869,-4.69211,-6.63613,-14.42239
27,0.66829,-0.38623,-0.52441,-15.54198,-2.50382,-11.54198
28,0.66854,-0.33586,-0.50846,-6.03562,1.97455,-8.86514
29,0.67033,-0.36027,-0.53337,-6.50382,-0.11196,-5.35369
30,0.66602,-0.32414,-0.51318,-3.13486,-1.92366,-0.17303
31,0.64323,-0.33268,-0.51424,6.00509,-0.86514,7.66412
32,0.59627,-0.27254,-0.43929,22.97201,-4.0,21.43511
33,0.43815,-0.24251,-0.45614,31.1145,-19.0229,56.6514
34,0.24642,-0.2395,-0.507,19.43003,-27.13486,130.44275
35,0.09969,-0.32853,-0.41178,11.91857,-23.68448,198.76845
36,0.02344,-0.54818,-0.35327,-16.5598,-42.36132,245.83206
37,-0.18148,-0.65698,-0.52539,-24.27481,-84.24427,274.21883
38,-0.31323,-0.54403,-0.39437,-57.3944,-110.55471,282.15776
39,-1.08057,-0.59603,-0.43368,34.06616,-161.02799,284.6514
40,-1.42603,-0.63672,-0.35921,104.66158,-148.46819,265.60814
41,-1.56234,-0.60132,-0.28597,135.85751,-110.12723,211.49109
42,-1.23812,-0.58309,-0.13216,97.85242,-53.04835,99.93893
43,-0.97567,-0.27409,0.02205,77.42494,-36.77354,33.31298
44,-0.92985,-0.46069,-0.07357,62.17812,-36.43766,39.5827
45,-1.00675,-0.39421,-0.00456,-1.42494,-31.24682,28.37659
46,-1.02702,-0.39062,-0.00838,-33.33333,-32.90585,-9.84224
47,-1.07129,0.17814,-0.33146,-37.6285,-15.56234,-28.85496
48,-1.03556,-0.18774,-0.09294,18.33079,12.92621,0.27481
49,-1.01497,-0.19596,0.073,-72.06107,3.51145,-13.5369
50,-0.98446,-0.13029,0.1263,-67.6743,-2.95165,-9.66921
51,-1.00041,-0.02002,0.09025,-37.10941,-5.49618,1.10942
52,-1.00309,-0.04655,0.01278,8.78372,-4.06107,1.98473
