frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.96639,0.07902,0.39282,19.3486,-2.15776,-2.32061
1,-0.96134,0.02938,0.38534,1.0687,-1.44529,-1.96438
2,-0.96842,0.08358,0.37524,-10.63613,0.2341,1.00763
3,-0.95443,0.09408,0.38835,-17.83206,0.48855,4.29517
4,-0.96639,0.07861,0.31844,-19.13486,-3.22646,2.31043
5,-0.98608,0.17375,0.36719,-51.43003,9.64886,9.43511
6,-0.94295,0.12655,0.5188,-37.37405,2.82952,15.40967
7,-0.95597,0.12752,0.50618,-0.66158,-6.38168,-4.9771
8,-0.96053,0.07902,0.41561,37.70992,-9.96438,-8.04071
9,-0.94507,-0.00244,0.38314,29.22137,-7.46056,-8.69211
10,-0.95312,-0.07039,0.37915,24.28499,-11.23664,-3.82697
11,-0.93009,0.03141,0.40145,-3.92875,-10.81934,-5.0687
12,-0.95768,0.07959,0.48275,6.42239,-6.12723,3.28753
13,-0.88289,0.06006,0.5363,2.53435,-4.45802,16.85496
14,-0.8741,0.07568,0.52466,18.7888,-7.45038,19.53181
15,-0.875,0.02694,0.51562,23.08397,-0.22392,17.24173
16,-0.72388,-0.05534,0.46427,-7.6743,-4.59033,11.88804
17,-0.80225,0.31958,0.45093,-57.57761,2.74809,-1.85242
18,-0.79639,0.12826,0.27808,-28.28499,15.62341,-12.27481
19,-0.82568,-0.03223,0.33781,-7.64377,20.3257,-64.94657
20,-0.90942,0.3352,0.34953,-12.03053,1.73028,-84.52926
21,-0.81681,0.12842,0.29443,10.89059,8.59033,-71.69466
22,-0.98999,0.09538,0.48999,47.79644,20.49873,-79.27735
23,-1.13371,-0.00806,0.33504,72.3257,15.78626,-79.03308
24,-1.03426,-0.36125,0.46045,5.97455,11.00254,-32.17303
25,-1.00488,-0.15861,0.48641,-51.24682,10.98219,-7.20611
26,-1.10449,-0.08732,0.46623,-7.18575,-5.31298,-10.73791
27,-1.16146,-0.2382,0.43612,0.36641,-5.6285,4.2341
28,-1.19181,-0.21436,0.43937,-10.14758,0.02036,3.94911
29,-1.09896,-0.19653,0.42839,-3.28753,0.56997,8.18321
30,-1.05566,-0.1932,0.40902,-10.29008,3.31807,3.52163
31,-0.98901,-0.14054,0.4034,2.50382,1.19084,1.61832
32,-0.95565,-0.19954,0.39323,-4.30534,12.11196,-7.73537
33,-0.85099,-0.18823,0.36344,11.83715,7.08397,-12.67176
34,-0.92904,-0.27498,0.40226,-2.54453,-1.66921,-6.14758
35,-1.0389,-0.20695,0.38778,-11.07379,-10.49364,-7.61323
36,-1.12671,-0.25423,0.39925,0.31552,-3.7659,-6.22901
37,-1.1792,-0.18587,0.45329,-12.13232,5.52672,-11.46056
38,-1.18311,-0.22021,0.49756,10.86005,0.13232,-13.80153
39,-1.19059,-0.27482,0.48967,7.01272,-11.88804,-12.62087
40,-1.13078,-0.11442,0.48218,3.87786,-13.84224,-3.30789
41,-1.0918,-0.21248,0.42383,15.63359,-12.5598,11.40967
42,-1.02694,-0.14722,0.42537,-0.12214,-6.70738,20.91603
43,-0.98014,-0.03581,0.38534,-0.94656,-8.72265,20.0916
44,-0.83993,-0.08341,0.4187,-15.7659,-4.51908,24.743
45,-0.6617,0.02026,0.32585,-30.74809,-4.15267,52.04071
46,-0.77238,-0.10352,0.42326,3.78626,15.05343,75.61323
47,-0.94084,-0.35571,0.3811,14.01527,17.27226,39.47074
48,-0.76188,0.10335,0.38883,51.18575,28.50891,-1.31298
49,-0.84285,-0.30241,0.46232,61.22137,24.53944,20.67176
50,-0.77214,-0.09806,0.47233,32.15267,6.21883,8.91603
51,-0.90902,-0.19743,0.37069,10.2799,-5.84224,14.73791
52,-0.93628,-0.05754,0.39201,-31.89822,-6.79898,19.29771
53,-0.9799,-0.01497,0.3741,-52.93639,-0.95674,20.47837
54,-0.96663,0.05249,0.37614,-57.26209,0.02036,21.15013
55,-0.94914,0.15641,0.46045,-63.59288,2.34097,-1.55725
56,-0.97786,0.35181,0.52808,3.19593,-3.84733,-1.01781
57,-0.96021,-0.01742,0.30135,3.00254,6.31043,6.15776
58,-0.95264,0.0096,0.41512,6.74809,11.00254,12.17303
