frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.9786,-0.34456,0.21379,-28.98728,6.87023,0.70229
1,-0.98967,-0.43831,0.2063,-52.03053,9.04835,-7.3486
2,-1.02246,-0.5765,0.13908,-34.15776,15.65394,-31.93893
3,-1.06063,-0.81567,0.0262,-14.11705,16.20356,-65.33333
4,-1.17057,-0.92415,0.03979,-47.7659,32.25445,-90.67684
5,-1.22607,-1.03467,-0.00545,-71.98982,47.17557,-122.02545
6,-1.29769,-1.07837,-0.07243,-159.53181,64.19338,-135.73537
7,-1.34505,-1.14445,-0.23665,-252.08142,99.14504,-141.79135
8,-1.23763,-0.60938,-0.44849,-273.58779,163.80662,-135.74555
9,-0.96517,-0.1945,-0.22689,-164.63104,176.87532,-92.76336
10,-0.64526,0.09074,-0.00146,-130.02545,149.80153,-0.70229
11,-0.24276,-0.06372,0.09367,-75.13486,79.93893,30.64631
12,-0.10466,-0.13493,-0.19604,-5.19084,39.65394,0.60051
13,-0.00724,-0.28328,-0.66121,-21.23155,6.00509,4.35623
14,-0.04989,-0.54386,-0.97933,-2.66667,-3.05344,-7.37913
15,-0.07544,-0.63436,-0.9353,-25.00763,6.82952,-18.16794
16,-0.07145,-0.69694,-0.83952,-15.66412,18.14758,-46.88041
17,-0.07275,-0.63534,-0.69491,-17.98473,16.56997,-77.26209
18,-0.12679,-0.60954,-0.67895,-44.99746,0.66158,-106.15776
19,-0.17928,-0.39958,-0.71419,-69.26209,-12.71247,-136.44784
20,-0.26318,-0.11336,-0.66789,-105.12977,-11.79644,-148.64122
21,-0.29842,0.23307,-0.67529,-95.28753,-13.82188,-152.73282
22,-0.32267,0.49422,-0.73112,-83.73537,-25.58779,-119.51145
23,-0.32292,0.61873,-0.85815,-42.32061,-26.35115,-86.41221
24,-0.33146,0.64575,-0.79264,-20.24427,-10.17812,-62.0458
25,-0.30249,0.64201,-0.80371,-16.54962,1.42494,-40.69211
26,-0.23031,0.37793,-0.70036,-7.66412,-14.56489,-9.68957
27,-0.26351,0.23503,-0.64461,-26.39186,-18.02545,-10.66667
28,-0.22339,0.21362,-0.71672,12.19338,-13.74046,-24.0
29,-0.27645,0.19434,-0.69588,-5.12977,-20.75318,-25.32316
30,-0.34399,0.17603,-0.73576,5.96438,-27.81679,-32.95674
31,-0.41341,0.15552,-0.70174,28.62086,-22.55471,-41.01781
32,-0.39233,0.09432,-0.57316,92.51908,-20.66158,-49.38422
33,-0.54419,-0.07397,-0.6639,104.56997,-48.30534,-43.37913
34,-0.493,-0.19165,-0.60059,129.63868,-57.50636,-40.34606
35,-0.64958,-0.22567,-0.56437,119.61323,-71.66412,-12.26463
36,-0.67676,-0.40356,-0.57487,168.04071,-77.23155,23.74555
37,-0.79224,-0.5175,-0.46989,182.89059,-69.34351,56.12214
38,-0.91846,-0.70646,-0.46175,184.50891,-65.59796,99.00254
39,-1.00529,-0.62435,-0.27116,239.21628,-37.97456,103.36896
40,-1.0354,-0.78532,0.00326,326.15776,5.75064,109.12977
41,-1.05143,-0.98088,0.18254,290.6056,28.8855,99.33842
42,-0.95207,-0.79639,0.27726,204.04071,31.03308,79.01272
43,-0.90129,-0.62158,0.30859,160.22392,22.16794,68.53944
44,-0.98193,-0.55452,0.31185,156.16285,22.42239,51.20611
45,-0.99414,-0.4423,0.26782,138.47328,17.10942,21.52672
46,-0.98991,-0.27498,0.28857,101.44529,1.79135,9.7201
47,-0.99048,-0.19906,0.27409,59.08397,-9.41476,2.91094
48,-1.01302,-0.2404,0.15177,26.40204,-4.3257,-8.38677
49,-0.98421,-0.20011,0.25618,9.8626,-0.64122,-8.46819
50,-0.98291,-0.13818,0.30656,1.11959,0.5598,-5.20102
51,-0.9908,-0.14478,0.25684,2.98219,1.33333,-3.28753
52,-0.99504,-0.16357,0.26929,5.18066,1.11959,-2.25954
53,-0.98592,-0.16447,0.27091,-0.53944,0.66158,-1.51654
54,-0.99056,-0.14266,0.27889,-2.38168,1.17048,-0.92621
