frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.05591,-0.40243,0.31925,-19.79644,15.60305,-8.25445
1,-1.14396,-0.79891,0.14119,-99.65394,54.75827,-27.56234
2,-1.44434,-0.97046,-0.09106,-150.3715,115.70483,-112.22392
3,-1.54712,-1.33171,-0.32161,-65.32315,167.83715,-255.20611
4,-1.49756,-1.36287,-0.24902,-106.97201,193.80153,-337.18066
5,-1.08236,-1.16081,-0.24772,-69.80153,209.28244,-378.73791
6,-0.54281,-0.89868,-0.0953,-15.05344,175.80662,-374.36132
7,-0.00521,-0.48006,0.10596,130.40204,99.66412,-336.37659
8,0.24129,-0.47648,0.1578,174.02545,1.91349,-293.7201
9,0.41756,-0.14689,0.12614,147.65394,-49.58779,-240.68193
10,0.51481,0.08284,-0.02856,147.33842,-82.3715,-180.39695
11,0.58911,0.28784,-0.34115,53.00763,-56.34606,-73.75064
12,0.59627,0.50724,-0.58667,47.66412,4.18321,55.40967
13,0.4908,-0.16715,-0.27026,59.68448,101.59796,214.96183
14,0.07926,-1.38061,0.58342,69.81171,135.68448,239.80662
15,0.46761,-1.21672,0.94198,160.85496,-78.6056,-80.25445
16,0.8029,-0.60116,-0.0022,114.76845,-195.49109,-142.99237
17,0.85303,0.00887,-0.65422,1.01781,-158.22901,-98.33079
18,0.8195,0.22005,-0.79338,21.46565,28.26463,14.14758
19,0.67114,-0.44002,-0.24333,-18.87023,198.89059,155.22646
20,0.35701,-1.23153,1.05192,-26.9313,191.15522,168.07125
21,0.81144,-1.02148,1.10238,73.08906,-121.3944,-91.80662
22,0.98527,-0.59701,0.16398,37.79135,-204.64122,-122.10687
23,0.93628,-0.1757,-0.57837,6.65649,-174.94148,-94.30025
24,0.70988,0.07096,-1.02808,-2.45293,-74.21883,-36.73282
25,0.55859,-0.00968,-0.68636,4.47837,152.04071,78.31043
26,0.27157,-0.57463,0.44759,34.09669,251.41985,106.84987
27,0.49756,-0.95142,0.88582,26.43257,90.53435,31.78626
28,0.74202,-0.40194,0.26489,-22.83969,-53.08906,-21.57761
29,0.60262,-0.37744,0.00789,-20.80407,-7.65394,1.24173
30,0.45858,-0.36841,0.03963,-65.42494,36.39695,38.34097
31,0.33187,-0.37712,0.09538,-156.71247,56.07125,98.64631
32,0.18237,-0.41545,0.16382,-237.10941,47.64377,182.91094
33,0.1141,-0.41227,0.21134,-196.85496,24.51908,259.40967
34,-0.23918,-0.87118,0.2028,-45.36387,2.40204,316.62087
35,-0.52653,-1.23804,0.059,-46.4631,-52.87532,338.38168
36,-0.97909,-0.96265,-0.073,-55.59288,-128.58015,298.59542
37,-1.30566,-1.03263,-0.15747,80.6514,-127.26718,241.77099
38,-1.4458,-0.90283,-0.08944,79.87786,-94.16794,218.1883
39,-1.40666,-0.66121,0.12703,107.09415,-77.75064,161.40458
40,-1.23796,-0.65902,0.20833,130.22901,-51.07379,91.04326
41,-1.10148,-0.54492,0.18107,86.92112,-63.9084,31.7659
42,-1.09904,-0.486,0.07609,183.24682,-31.37913,-27.10433
43,-0.9834,-0.35588,0.36963,14.56489,-5.08906,-14.38168
