frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.99642,-0.1779,-0.01774,10.1374,3.32824,-1.23155
1,-1.0175,-0.12948,-0.04419,14.23919,10.84987,4.07125
2,-1.01701,-0.06787,-0.04386,91.70483,36.52926,11.9084
3,-1.10246,-0.22559,-0.36393,172.58015,59.43003,1.15013
4,-1.15951,-0.60791,-0.67611,222.10687,92.80407,-51.98982
5,-1.23006,-1.12402,-0.66227,167.49109,136.26463,-135.89822
6,-1.38232,-1.1967,-0.66349,64.38677,175.54198,-223.86768
7,-1.2439,-1.13005,-0.31193,26.66667,220.3257,-268.30534
8,-0.85466,-0.80623,-0.00407,-50.15776,202.7888,-241.85242
9,-0.42131,-0.69051,0.19491,-40.5598,151.84733,-184.80407
10,-0.19889,-0.88297,0.31787,70.6972,95.68448,-165.66921
11,0.1215,-1.02661,0.44946,146.9313,24.45802,-172.69211
12,0.25382,-0.99585,0.4917,139.4402,-67.46056,-164.44784
13,0.16284,-0.98031,0.28003,111.00254,-154.67684,-140.52926
14,-0.04403,-1.02116,0.01335,90.30025,-220.07125,-131.40967
15,-0.14624,-0.91512,-0.29142,51.59288,-253.16031,-130.45293
16,-0.27832,-0.65243,-0.60986,-37.7201,-245.61832,-135.18575
17,-0.45207,-0.26676,-0.94507,-58.20865,-203.55216,-154.81934
18,-0.39323,-0.11898,-0.91325,18.30025,-154.55471,-172.42748
19,-0.19002,0.00301,-0.94564,24.81425,-102.92112,-160.47837
20,-0.19881,0.31226,-1.2216,-61.68957,-91.54198,-124.59033
21,-0.01864,0.2749,-1.25293,-19.72519,-58.82952,-65.54707
22,0.07804,0.14421,-1.052,-13.50636,-30.82952,-12.30534
23,0.0752,0.06047,-0.90812,-11.91857,-15.91857,14.53435
24,0.02425,-0.00293,-0.68717,24.26463,-8.0,26.09669
25,-0.12223,-0.02222,-0.48527,41.56743,-9.54707,35.7659
26,-0.19368,-0.01847,-0.49683,58.08651,-34.4631,47.57252
27,-0.15405,-0.15234,-0.42049,71.69466,-56.86514,75.81679
28,-0.32943,-0.29704,-0.5035,81.27226,-87.57252,115.28753
29,-0.55998,-0.42521,-0.61711,105.41476,-95.17557,145.56743
30,-0.65348,-0.5931,-0.60628,139.63359,-88.24427,173.73028
31,-0.97502,-0.70573,-0.44605,167.49109,-80.10178,206.95165
32,-1.14917,-0.85425,-0.2924,308.79389,-49.65903,192.8855
33,-1.13403,-0.75195,0.0555,313.28244,6.9313,151.21628
34,-1.20386,-0.68205,0.15894,265.18066,32.87532,167.19593
35,-1.22607,-0.65422,0.23421,329.51654,45.45547,184.47837
36,-1.11727,-0.8265,0.18262,241.00763,49.44529,135.68448
37,-1.08984,-0.52393,0.17228,30.42239,22.29008,69.31298
38,-1.01676,-0.47078,0.13997,-9.2112,1.54707,24.90585
39,-0.93807,-0.37663,0.12817,-5.69975,-6.0458,1.18066
40,-0.92106,-0.34196,0.12305,12.58015,-8.49873,-11.97964
41,-0.99854,-0.28662,0.1014,-9.77099,-18.31043,-19.6743
42,-1.02572,-0.27051,0.07397,-41.47583,-27.66412,-29.20102
43,-1.10596,0.06185,-0.28508,-134.03562,-15.94911,-30.51399
44,-1.02262,0.06445,-0.02791,-71.84733,7.31807,-3.52163
45,-1.03377,-0.17733,0.11255,-51.48092,-1.66921,-4.63104
46,-0.93424,-0.18555,0.14543,-10.22901,3.38931,-6.66667
47,-0.96444,-0.21061,0.11865,8.38677,2.32061,-0.4173
48,-1.01717,-0.18481,0.03646,-5.0687,-2.80916,-1.68957
49,-1.02816,-0.11466,-0.03402,-10.52417,-1.74046,-4.31552
