frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.98771,-0.27686,0.12687,-4.27481,-0.37659,-1.23155
1,-1.04875,-0.47843,0.01929,-34.07634,0.90585,-16.45802
2,-1.21224,-0.85254,-0.31551,-80.76336,24.29517,-63.55216
3,-1.39445,-0.93245,-0.66585,-123.83715,68.35623,-132.12214
4,-1.50236,-1.10938,-0.69189,-130.66667,133.64885,-172.50891
5,-1.33089,-1.12891,-0.65145,-117.83206,191.51145,-198.89058
6,-0.99561,-1.06462,-0.61637,-125.92366,226.32061,-192.26463
7,-0.58488,-1.00977,-0.56266,-173.79135,219.75572,-161.98473
8,-0.23047,-0.72095,-0.42944,-198.00509,188.03053,-108.9771
9,-0.22184,-0.7395,-0.4082,-175.87786,152.73282,-56.43766
10,-0.0848,-0.24674,-0.28719,-139.13486,127.43003,-41.87277
11,0.03166,0.14681,-0.04321,-104.18321,126.30025,-15.01272
12,0.24186,0.19588,0.20369,-25.17048,118.0458,3.20611
13,0.55062,0.00236,0.22054,80.25445,64.64122,-3.75572
14,0.64583,-0.11979,0.14974,117.16031,-16.8855,-15.43003
15,0.41235,-0.40047,-0.03711,196.69211,-107.10433,-25.09924
16,0.12134,-0.84172,-0.12647,212.62087,-197.79135,-54.07634
17,-0.22884,-0.82943,-0.34741,39.28753,-285.03817,-94.96183
18,-0.63558,-0.63542,-0.82373,-37.75064,-333.28244,-146.61578
19,-0.93221,0.18734,-1.83919,-65.08906,-225.73028,-172.62087
20,-0.8938,0.33594,-1.46566,10.33079,-70.83969,-124.0916
21,-0.75147,0.49113,-1.21191,-10.61578,-3.05344,-6.31043
22,-0.71533,0.29842,-0.85173,38.84987,9.9542,115.39949
23,-0.71012,0.17244,-0.72233,10.87023,18.08651,198.70738
24,-0.78182,-0.0262,-0.67554,4.40712,12.44784,259.05343
25,-0.56934,-0.25277,-0.75781,-126.89059,-4.81425,292.21374
26,-0.71842,0.41968,-0.67147,-162.77863,-91.33842,298.80916
27,-0.99463,0.00252,-1.00073,-48.60051,-111.68448,259.59288
28,-0.71021,-0.39486,-1.14673,96.2341,-75.12468,131.84733
29,-0.47624,-0.22697,-1.3409,69.66921,-14.33079,28.18321
30,-0.45597,0.10189,-1.49023,31.95929,35.40967,-12.22392
31,-0.47437,0.26652,-1.6215,15.79644,84.10178,-19.26718
32,-0.62313,0.20231,-1.66878,-14.00509,141.57761,-23.48092
33,-0.66716,0.13184,-1.40918,0.37659,203.68448,-45.79135
34,-0.63387,0.21159,-0.75187,46.35114,256.84478,-82.24936
35,-0.19157,0.39176,0.15715,77.27226,287.9084,-115.08397
36,8e-05,0.46606,0.00374,45.05852,224.35623,-111.79644
37,0.19141,0.83968,0.455,60.67176,132.80407,-121.20102
38,0.52043,0.99333,0.23088,-15.37913,25.92366,-78.73791
39,0.5507,0.6805,-0.31104,-21.87277,-19.14504,-16.90585
40,0.60335,0.51099,-0.48454,11.96947,-37.19084,14.25954
41,0.49715,0.47852,-0.48438,8.31552,-38.88041,28.37659
42,0.34936,0.38086,-0.33293,49.89313,-39.63359,40.40712
43,0.25244,0.20988,-0.28475,90.70738,-47.03308,51.57252
44,0.23299,0.06152,-0.23047,138.72774,-60.37659,66.29008
45,0.12793,-0.11995,-0.20809,166.6972,-80.18321,98.94148
46,-0.08431,-0.28638,-0.06234,205.15013,-101.28244,164.743
47,-0.43408,-0.72184,-0.08797,251.20611,-138.08651,248.45802
48,-0.88485,-1.17122,-0.25488,212.75318,-172.24427,307.94911
49,-1.5284,-1.14152,0.09969,167.16539,-193.60814,339.16539
50,-1.88184,-1.35946,-0.29085,85.20102,-193.64885,306.26972
51,-1.88363,-1.14567,-0.01855,23.50127,-164.29517,222.11705
52,-2.01449,-1.27596,-1.60612,202.4631,-131.80662,95.52163
53,-1.02783,-1.10295,0.03296,0.90585,29.24173,-46.47328
54,-0.8457,-0.03621,0.56437,-163.31807,7.22646,-25.74046
55,-0.72656,-0.08162,0.3995,-33.50636,-0.85496,-14.02545
56,-0.82544,-0.21989,0.34432,-17.03817,-0.47837,16.17303
57,-1.04338,-0.30973,0.24121,-27.57252,-7.19593,27.97964
58,-1.15894,-0.25041,-0.11174,-12.75318,-3.16539,2.61578
59,-1.03068,-0.18717,0.08708,-18.26972,-1.75064,-6.6056
