frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00065,-0.15894,-0.02694,-4.77354,-0.69211,-1.20102
1,-1.01139,-0.21403,-0.20028,-6.42239,-1.00763,-7.06361
2,-1.18197,-0.71061,-0.35107,58.1374,33.65903,-43.27735
3,-1.36833,-0.84123,-0.39372,-17.93384,96.67176,-95.51145
4,-1.5424,-0.97111,-0.39298,58.56489,146.0458,-181.59796
5,-1.44743,-1.01229,-0.33472,56.2341,161.7201,-257.47583
6,-1.1368,-0.86678,-0.20288,49.8626,161.40458,-303.40967
7,-0.61605,-0.64827,-0.03654,57.12977,123.83715,-324.10178
8,-0.28507,-0.58472,0.00854,39.7659,69.35369,-295.38931
9,0.0507,-0.43685,0.24666,25.57761,16.15267,-227.79644
10,0.31901,-0.42244,0.37492,47.74555,-55.07379,-159.16539
11,0.2985,-0.48527,0.21883,56.18321,-153.83206,-109.78117
12,0.67643,0.19157,-1.70622,55.23664,-41.63868,-89.36387
13,0.42952,-0.26473,-0.24601,-33.36387,53.04835,-19.4402
14,0.74911,-0.45785,-0.03923,-41.7201,74.80916,2.14758
15,1.00163,-0.57129,0.76766,23.64377,24.13232,17.20102
16,0.86711,-0.74699,0.55509,57.23155,-86.6056,-1.83206
17,0.83219,-0.11499,-2.31331,92.99746,-74.54453,-18.24936
18,0.39315,-0.538,-0.28369,-82.70738,53.0687,8.62087
19,0.75757,-0.67236,-0.09285,-10.57506,71.55216,15.80662
20,0.99699,-0.64152,0.84993,3.00254,25.2112,5.80153
21,0.83496,-0.62679,0.58618,28.79389,-90.00509,-14.05598
22,0.50277,-1.10067,-1.36564,55.04326,-40.5598,-28.18321
23,0.51204,-0.50846,-0.31283,-69.56743,51.07379,5.02799
24,0.69401,-0.67179,-0.11418,-9.04835,59.98982,15.59288
25,0.94572,-0.63623,0.70386,-15.27735,43.48092,10.22901
26,0.89355,-0.61239,0.7784,32.10178,-62.96183,-6.75827
27,1.17513,-0.56632,-0.52848,86.42239,-95.82697,-3.79644
28,0.58512,-0.5057,0.09131,-60.92621,21.17048,-14.24936
29,0.5835,-0.43799,-0.11035,-27.5827,-26.35115,28.81425
30,0.49504,-0.55135,-0.34416,-3.4402,-14.33079,51.51145
31,0.39298,-0.45369,-0.17098,-19.83715,-6.20865,72.98728
32,0.30298,-0.49886,-0.19718,-13.69975,-13.3028,119.20611
33,0.18034,-0.53312,-0.1084,29.77099,-18.16794,160.53944
34,0.01514,-0.71712,-0.07373,23.62341,-31.95929,208.18321
35,-0.21785,-0.80021,-0.1381,5.63868,-57.94402,232.68193
36,-0.54468,-0.84302,-0.0354,-51.3486,-65.91349,238.92112
37,-0.86792,-0.88835,-0.35384,-39.69466,-71.59288,201.63868
38,-1.06071,-0.8632,-0.3798,-138.05598,-91.05343,171.15522
39,-1.20068,-0.52563,-0.38078,-79.64377,-109.486,168.54962
40,-1.2784,-0.5319,-0.37785,3.10433,-94.99237,160.9771
41,-1.23031,-0.39608,-0.19206,21.87277,-59.5827,127.21629
42,-1.10425,-0.29264,-0.14445,83.06361,-25.70992,71.37913
43,-1.03345,-0.31356,-0.0564,117.24173,-12.29517,26.58524
44,-1.00757,-0.38086,-0.02417,70.05598,-9.64885,28.03053
45,-0.98836,-0.28263,0.01693,16.52926,-15.43003,26.49364
46,-1.00285,-0.22583,0.03597,5.26209,-20.73282,10.03562
47,-0.99967,-0.1722,0.07218,27.14504,-27.79644,-4.94657
48,-1.03857,-0.08179,0.00724,20.76336,-26.74809,-18.32061
49,-1.08097,0.08667,-0.19279,37.41476,12.18321,-4.21374
50,-1.00716,-0.04899,-0.0092,16.29517,10.57506,1.47583
51,-1.02775,-0.10238,0.09229,-9.77099,0.69211,-5.47583
52,-1.01009,-0.11076,0.10384,-16.45802,2.75827,-0.84478
