frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.97144,0.11605,0.35978,-2.70738,-1.6285,-0.28499
1,-0.97257,0.06795,0.35531,-4.98728,-1.94402,-1.70992
2,-0.97477,0.03638,0.36849,-0.27481,-6.48346,-2.4631
3,-0.97339,-0.1779,0.43978,-14.64631,-13.82188,-7.65394
4,-0.85726,-0.16366,0.46574,-50.92112,-17.96438,-25.27226
5,-0.83,-0.038,0.17293,-86.52417,-4.87532,-71.73537
6,-0.85343,0.54842,0.2841,-24.26463,36.62087,-132.12214
7,-1.72607,-0.05591,1.00033,100.9771,0.9771,-52.52926
8,-1.76449,-0.13094,0.85026,19.05344,1.75064,57.96438
9,-1.09082,-0.46151,0.2727,101.83206,31.00254,60.71247
10,0.11727,-1.34945,0.10197,80.56997,0.90585,-114.96183
11,-0.26172,-0.03296,0.1709,-96.16285,-19.15522,-208.26463
12,-0.7509,-0.02165,0.17936,-60.03053,-36.29517,-202.74809
13,-2.35702,-0.85685,1.08667,-9.26209,-20.69211,-93.57761
14,-1.37964,-0.13249,0.43571,-6.26972,40.6514,125.98473
15,-0.49235,0.14762,0.44466,35.75573,-17.13995,208.29517
16,0.36743,-0.59261,-0.25741,-112.78371,-8.40712,208.20356
17,0.19352,-0.08805,0.14038,-23.69466,-11.98982,110.6056
18,-2.65446,-0.66162,1.51693,80.83461,-31.85751,6.35114
19,-2.66724,-0.11353,0.94857,-10.3715,-6.94148,38.17812
20,-1.08708,-0.23844,0.5376,90.30025,47.64377,13.90331
21,-0.02612,-1.06144,-0.02694,115.01272,3.5827,-223.1145
22,-0.23096,0.09749,-0.13558,-4.6514,-6.06616,-220.92621
23,-0.63591,-0.06624,0.30241,0.85496,-31.64377,-177.18066
24,-2.31844,-0.70972,1.04761,-62.43257,2.05598,-42.79898
25,-1.36149,0.06584,0.71313,-21.96438,7.5827,132.01018
26,-0.42041,0.00887,0.07747,34.03562,-7.01272,207.38931
27,0.28296,-0.8396,-0.07739,-120.22392,-18.62595,204.30534
28,-0.18994,0.01619,0.16951,-108.76336,-16.71247,70.07634
29,-2.30754,-0.44458,1.25895,36.04071,-36.743,-38.31043
30,-2.14315,-0.05225,0.736,-17.63868,2.55471,-6.7888
31,-1.18302,0.00089,0.44035,47.50127,16.35623,45.66921
32,-0.43726,0.08968,0.20369,71.30789,19.95929,-15.38931
33,-0.28516,-0.37842,0.05819,33.09924,0.79389,-17.52672
34,-0.486,0.01839,0.73356,-133.60814,-2.4631,32.34606
35,-2.21493,0.26937,0.64144,-74.4631,-33.96438,18.35114
36,-0.90706,0.61003,0.12459,38.56489,29.79135,-35.98982
37,-0.77035,-0.41423,0.51302,131.26718,29.28244,25.35369
38,-0.8693,-0.31291,0.41382,-6.55471,-2.40204,26.96183
39,-1.05046,0.14128,0.30282,-42.64631,12.66158,8.8855
40,-0.94792,-0.0647,0.43978,26.56489,5.61832,7.38931
41,-0.9943,-0.07113,0.34066,-10.50382,4.68193,9.93384
42,-0.96549,0.05225,0.37923,-26.05598,2.6056,7.74555
43,-0.97624,-0.00407,0.37541,-0.60051,-0.70229,2.55471
44,-0.98047,0.07389,0.35897,-17.5369,0.16285,3.85751
45,-0.97005,0.13241,0.37801,1.54707,2.72774,1.16031
46,-0.98665,0.07886,0.34611,8.04071,3.43003,0.85496
47,-0.96891,0.08927,0.37313,-3.50127,2.22901,0.70229
48,-0.96924,0.09627,0.35506,2.23919,1.37405,-0.66158
49,-0.9786,0.05713,0.35628,0.6514,1.89313,1.03817
50,-0.98153,0.09058,0.36532,-11.97964,1.51654,-0.743
