frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.01652,-0.59245,-0.04468,-19.46056,11.60305,-21.7201
1,-1.14339,-0.7395,-0.22144,-39.54198,37.75064,-73.10941
2,-1.20378,-0.94775,-0.38623,-21.42494,84.30534,-142.77863
3,-1.17562,-1.12093,-0.44271,-41.26209,128.63104,-197.27226
4,-0.98348,-1.06885,-0.49552,-95.84733,165.77099,-221.55725
5,-0.76904,-1.12101,-0.47428,-129.5369,186.2799,-232.93639
6,-0.51424,-0.9786,-0.51245,-195.94911,198.19847,-231.51145
7,-0.18091,-0.74634,-0.40251,-232.62087,207.62341,-226.4631
8,0.11776,-0.28288,-0.2015,-232.19338,204.15267,-203.07379
9,0.37891,0.00749,-0.0516,-215.88804,182.34097,-163.51145
10,0.5651,0.2159,0.09163,-160.38677,152.90585,-123.81679
11,0.64412,0.40438,0.16121,-100.21374,115.54198,-95.80662
12,0.74976,0.67513,0.33073,-46.77863,79.41985,-61.19084
13,0.85124,0.82577,0.50659,30.23919,20.08142,-4.91603
14,0.84342,0.87036,0.43636,94.20865,-66.19847,55.257
15,0.63949,0.66716,0.15031,104.72265,-163.12468,121.3028
16,0.20435,-0.04321,-0.56795,116.83461,-228.51908,164.84478
17,-0.08976,-0.42415,-0.89372,19.29771,-226.15776,144.5598
18,-0.4672,-0.85042,-1.3571,-41.24173,-131.14504,36.73282
19,-0.01099,-0.19694,-1.50928,-45.77099,74.12723,-66.75827
20,0.22282,-0.20272,-1.15706,-22.33079,184.50891,-117.33333
21,0.5826,0.3134,-0.46183,-61.83206,205.32316,-137.6285
22,0.68026,0.58447,-0.00659,-73.57761,175.87786,-117.3944
23,0.78532,0.9541,0.40137,-63.15522,123.18575,-77.64885
24,0.79289,0.9056,0.40771,-17.59796,58.55471,-15.88804
25,0.92603,0.90885,0.55721,26.50382,-40.17303,38.70738
26,0.78931,0.77637,0.15478,66.58524,-138.10687,93.31298
27,0.58089,0.39949,-0.34399,40.06107,-217.51654,120.743
28,0.17952,0.04305,-0.88127,45.35369,-247.93893,123.71501
29,-0.31177,-0.44271,-1.07438,25.00763,-180.91603,114.44275
30,-0.29574,-0.37598,-1.42969,-39.46056,-20.56997,7.257
31,0.08423,-0.32259,-1.25342,9.09924,134.14758,-72.70229
32,0.37834,-0.06397,-0.89966,-37.08906,186.76845,-114.72773
33,0.58464,0.36491,-0.38306,-56.54962,194.01527,-126.05598
34,0.68498,0.56567,-0.04126,-68.80407,162.9313,-107.40967
35,0.75968,0.75651,0.23706,-68.07125,126.02545,-84.26463
36,0.82878,0.93717,0.42904,-20.96692,80.08142,-42.39186
37,0.81812,0.98633,0.4891,10.64631,-2.1883,8.75318
38,0.80111,0.92586,0.40348,52.95674,-82.87023,66.61578
39,0.68815,0.76831,0.17367,74.48346,-151.80662,120.37659
40,0.38607,0.31437,-0.39657,79.00254,-216.50891,159.62341
41,-0.01579,-0.14242,-0.76921,97.3944,-230.99237,164.24427
42,-0.47428,-0.55168,-0.87256,43.04326,-161.99491,124.77354
43,0.08504,-0.31893,-1.0852,12.35623,-60.70229,35.93893
44,0.32137,-0.23828,-0.99349,47.09415,-22.10687,9.70992
45,0.22949,-0.20793,-0.98975,2.42239,-34.58524,7.87786
46,0.1547,-0.1342,-0.86654,-2.95165,-33.58779,3.7659
47,0.09066,-0.14087,-0.7745,7.1145,-26.21883,2.58524
48,0.04777,-0.146,-0.75041,28.01018,-24.79389,4.38677
49,0.06657,-0.1862,-0.67342,42.91094,-31.79644,12.36641
50,0.05094,-0.1547,-0.65885,48.06107,-47.257,28.27481
51,-0.07088,-0.23169,-0.7487,45.83206,-67.46056,56.58015
52,-0.20695,-0.49487,-0.83333,30.84987,-77.70992,71.03308
53,-0.35059,-0.5144,-0.90479,26.36132,-70.16794,63.84733
54,-0.41943,-0.52108,-0.7478,62.61578,-59.15522,52.04071
55,-0.43791,-0.56494,-0.69588,82.10687,-54.01527,52.81425
56,-0.3894,-0.64925,-0.61507,81.58779,-61.78117,59.3486
57,-0.54777,-0.66732,-0.6674,52.38677,-80.93639,62.07634
58,-0.6005,-0.64592,-0.48812,59.70483,-75.82697,65.15013
59,-0.68571,-0.66154,-0.41683,98.74809,-78.81934,66.66667
