frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-1.00619,-0.13363,0.18392,2.57506,2.2799,-1.6285
1,-0.99935,-0.14005,0.15462,9.41476,3.4402,-2.0458
2,-0.98958,-0.32284,0.04989,51.32824,7.75573,-25.70992
3,-1.0769,-0.80379,0.10099,85.00763,15.43003,-61.03817
4,-0.92847,-1.03654,0.45573,71.60305,2.50382,-113.46565
5,-0.88892,-1.30916,1.03638,0.93639,-52.20356,-166.75827
6,-1.09953,-1.16423,1.56999,-25.7201,-151.73537,-238.7888
7,-1.28092,-1.15666,1.70378,0.89567,-269.36387,-275.80662
8,-1.10091,-0.78589,1.33276,-32.40712,-336.743,-231.38931
9,-0.89608,-0.62354,0.8007,-55.68448,-332.90585,-178.4631
10,-0.65365,-0.74967,0.38257,-18.73791,-285.74046,-140.34606
11,-0.32633,-0.54923,0.00806,-33.40458,-209.79135,-103.18575
12,-0.0446,-0.41235,-0.15356,-37.7201,-132.01018,-63.62341
13,0.29907,-0.44189,-0.17521,-15.45038,-68.47837,-39.39949
14,0.53044,-0.51359,-0.15495,-11.4402,-29.66921,-22.61578
15,0.62118,-0.61882,-0.17424,-6.09669,-11.97964,-12.91603
16,0.68351,-0.62305,-0.15796,-4.96692,-0.20356,-5.70992
17,0.74259,-0.65535,-0.07772,-4.64122,5.3028,-3.97964
18,0.74422,-0.63745,-0.10319,-12.53944,1.22137,-1.49618
19,0.74268,-0.64534,-0.08407,-2.96183,1.46565,-2.12723
20,0.71932,-0.63452,-0.08236,-4.43766,-0.38677,-2.88041
21,0.72347,-0.63379,-0.1106,-6.3715,0.59033,-0.42748
22,0.73576,-0.6276,-0.12573,-12.0,3.22646,1.47583
23,0.7321,-0.65243,-0.11914,-3.21629,4.62087,1.11959
24,0.72437,-0.64006,-0.10718,-4.94656,5.10941,0.35623
25,0.67049,-0.60815,-0.13615,-5.57761,8.58015,0.37659
26,0.60897,-0.53752,-0.17179,-4.94656,21.3944,6.88041
27,0.57227,-0.5542,-0.13468,3.92875,38.66667,16.85496
28,0.49731,-0.57414,-0.09302,3.70483,57.89313,29.47583
29,0.48503,-0.54004,-0.01058,7.08397,81.66921,44.08142
30,0.44076,-0.66854,0.16195,28.66158,96.18321,53.8117
31,0.51497,-0.71077,0.32593,30.81934,106.76845,62.80916
32,0.32218,-0.75741,0.33236,25.486,98.65649,68.61069
33,0.08895,-0.66927,0.4043,44.20356,111.20611,83.5827
34,-0.02677,-0.67017,0.51123,29.65903,134.54453,109.02799
35,-0.22949,-0.82715,0.63989,35.10433,144.05089,138.88041
36,-0.43026,-0.83895,0.68009,-9.42494,149.56743,159.68448
37,-0.64274,-0.98381,0.70923,-22.12723,138.88041,176.52926
38,-0.76644,-0.87435,0.65397,-33.22137,119.41985,195.53181
39,-0.97811,-0.9755,0.57186,-31.18575,92.77354,196.12214
40,-1.08512,-0.82829,0.39844,-41.78117,64.49873,172.60051
41,-1.0861,-0.72241,0.34009,8.36641,46.01527,133.03817
42,-0.98128,-0.64689,0.27694,20.96692,29.76081,87.5827
43,-0.98608,-0.49512,0.26473,9.5369,8.62087,44.0
44,-0.94718,-0.34359,0.23193,34.4631,2.4631,16.90585
45,-0.941,-0.29264,0.23088,55.57252,5.0687,8.21374
46,-0.97689,-0.33732,0.19214,48.13232,3.6743,5.5369
