frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.986,-0.20557,0.16243,-0.59033,-0.10178,0.17303
1,-0.99032,-0.20345,0.16016,0.08142,-0.37659,-0.51908
2,-0.99658,-0.20443,0.16235,-0.18321,-0.67176,-1.00763
3,-0.99829,-0.19425,0.163,0.25445,-0.37659,-1.40458
4,-0.99137,-0.20003,0.15983,2.21883,-1.11959,-1.29262
5,-0.99699,-0.21004,0.1604,2.05598,-1.52672,-0.93639
6,-0.99268,-0.19946,0.15706,2.10687,-1.35369,-2.4631
7,-1.00553,-0.1731,0.163,5.69975,-0.40712,-1.99491
8,-0.97331,-0.14103,0.15584,16.29517,0.29517,0.67176
9,-0.92472,-0.13729,0.15641,24.31552,-2.00509,3.29771
10,-0.89168,-0.13468,0.18001,30.77863,-1.87277,5.96438
11,-1.0411,-0.11629,0.25301,38.83969,2.51399,14.30025
12,-1.15373,-0.13623,0.25602,43.39949,3.45038,25.68957
13,-1.00285,-0.18148,0.21802,46.36132,0.60051,28.0
14,-0.98519,-0.14111,0.21908,31.10433,-1.2112,26.80916
15,-0.98568,0.00887,0.24121,25.2112,8.12214,33.08906
16,-1.04175,0.14803,0.26237,61.85242,13.13995,39.98982
17,-1.08732,0.25334,0.2854,87.35878,19.68448,55.31807
18,-1.20134,0.29346,0.32259,96.99746,28.42748,84.89567
19,-1.21021,0.29753,0.24658,80.8855,30.72774,107.28753
20,-1.22469,0.39054,0.12695,60.13232,36.25445,119.20611
21,-1.1936,0.51986,0.04411,90.17812,57.15013,138.4631
22,-1.14982,0.32992,0.08504,145.73028,75.37913,168.26463
23,-0.77214,0.00317,0.06698,125.18066,85.16031,165.54707
24,-0.53483,-0.08944,0.11019,123.63359,63.86768,100.33588
25,-0.42635,-0.11914,0.00749,125.51654,32.79389,37.91349
26,-0.32992,-0.09725,0.06527,86.75827,-3.01272,-19.41985
27,-0.54655,-0.03353,0.12533,28.99746,-45.20102,-59.12468
28,-0.83065,0.01164,0.29012,-29.3944,-74.40204,-80.46819
29,-1.55811,0.11287,0.51733,0.68193,-138.14758,-120.71247
30,-2.69653,-0.08765,1.02075,51.40967,-245.41476,-149.50636
31,-4.25073,-0.3973,1.27897,-27.43003,-378.92112,-171.57252
32,-5.38908,-0.04541,0.93343,-155.91858,-541.18066,-264.54962
33,-4.26636,0.87411,0.07593,-254.9313,-470.03562,-277.31298
34,-2.50065,0.6097,0.21086,-155.87786,-342.09669,-225.37405
35,-1.3995,0.46541,0.07625,-110.95165,-273.98473,-179.88804
36,-0.31673,0.08423,-0.02612,-47.04326,-175.92875,-122.79898
37,0.12183,-0.17171,0.06966,-63.46056,-89.97455,-48.98728
38,0.31193,-0.37598,0.20215,-35.14504,-29.32315,14.72774
39,0.25326,-0.78825,0.23812,-4.84478,7.93893,50.58524
40,0.236,-0.86759,0.50106,-31.49109,36.11196,57.40458
41,0.11719,-0.98136,0.43327,-8.19338,44.95674,66.24936
42,0.10433,-0.88509,0.42383,11.17557,53.55725,72.21374
43,0.05184,-0.84326,0.51847,-4.91603,62.86005,86.29008
44,-0.03003,-1.08708,0.4799,52.83461,50.65649,82.88041
45,0.02905,-1.01261,0.57275,30.86005,57.76081,68.43766
46,0.02246,-0.95988,0.51733,-12.08143,58.82952,64.35623
47,0.05469,-0.95955,0.51807,16.49873,53.82188,71.65394
48,-0.05029,-0.90942,0.40381,-25.48601,50.07634,70.41221
49,-0.12052,-0.9432,0.41618,-90.68702,69.60814,85.64885
50,-0.31689,-0.80697,0.54199,12.08143,54.16794,110.11705
51,-0.4974,-1.07275,0.4659,77.80153,32.20356,128.19338
52,-0.53662,-1.00586,0.44173,-5.32316,20.69211,116.01018
53,-0.48999,-0.88826,0.43164,-33.78117,7.53181,98.64631
54,-0.54647,-0.85002,0.36393,-28.79389,-6.25954,81.52672
55,-0.64217,-0.78491,0.33813,-36.54962,-1.5369,68.07125
56,-0.72746,-0.65243,0.32926,-17.3944,11.36896,57.98473
57,-0.80672,-0.61312,0.32292,24.11196,15.93893,52.49873
58,-0.85978,-0.57267,0.31169,32.0,14.95165,45.75064
59,-0.90275,-0.48812,0.29069,3.32824,15.19593,39.10433
60,-0.92285,-0.41349,0.26831,-6.96183,20.16285,41.08906
61,-0.91333,-0.41089,0.21859,-11.27735,21.61832,43.73537
62,-0.98657,-0.39616,0.15194,-38.16794,17.13995,35.69466
63,-1.02979,-0.36637,0.17578,-68.95674,13.17048,25.79135
64,-0.99227,-0.20923,0.2041,-80.33588,8.43766,13.85242
65,-0.96753,-0.11149,0.212,-24.76336,3.0229,-2.90076
66,-0.96647,-0.20996,0.18791,13.19084,1.58779,-8.26463
67,-0.99203,-0.16325,0.14095,3.13486,10.74809,-4.91603
68,-1.00236,-0.24121,0.16366,12.91603,6.87023,0.37659
69,-0.97876,-0.25765,0.17244,-3.09415,3.53181,2.81934
