frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.97396,0.09766,0.35718,3.0229,-2.29008,-2.42239
1,-0.97485,0.08472,0.35522,13.36387,-5.65903,-4.50891
2,-0.98201,0.06673,0.33577,0.59033,-5.69975,-2.6056
3,-0.96061,0.15145,0.32975,-24.59033,-4.70229,0.36641
4,-0.98071,0.23682,0.29354,-42.17812,1.6285,-1.42494
5,-1.01904,0.12142,0.38224,-62.83969,11.37913,5.63868
6,-0.91382,-0.07324,0.63428,-48.86514,10.3715,4.72265
7,-0.96289,0.12524,0.52124,34.63613,-6.02545,-10.40204
8,-0.97274,0.06014,0.29346,60.68193,2.66667,-16.19338
9,-0.97127,-0.08439,0.32918,64.50891,6.03562,-28.63104
10,-0.93538,-0.27995,0.41691,41.87277,-4.98728,-44.73282
11,-0.74626,-0.4873,0.50749,8.60051,-24.27481,-78.95165
12,-1.45296,-0.32821,0.4117,-39.54199,-10.38168,-137.28244
13,-1.04085,0.06217,0.41333,5.89313,-9.99491,-188.82443
14,-1.01676,-0.42887,0.29891,39.39949,-52.29516,-109.37405
15,-0.84106,-0.08895,0.43685,-84.83461,-18.43257,-26.74809
16,-0.69157,0.05705,0.17586,-34.81934,-4.87532,33.09924
17,-0.88851,-0.00415,0.13501,36.58015,26.03562,132.52926
18,-1.16683,0.25716,0.50187,-30.56489,31.62341,241.08906
19,-1.26579,-0.28247,0.69279,7.97964,-15.24682,146.97201
20,-1.15039,-0.20239,0.27018,57.67939,-20.07125,48.06107
21,-0.76929,-0.39551,0.76432,-24.39695,1.69975,40.9771
22,-1.03377,-0.13135,0.34424,41.67939,-2.32061,-14.19847
23,-0.95719,0.24357,0.46517,-12.66158,2.99237,-11.27735
24,-0.97249,-0.02409,0.36108,44.34606,4.92621,-5.11959
25,-0.97673,-0.12321,0.52702,26.33079,4.2341,-8.95674
26,-0.87858,-0.21037,0.39347,46.84987,6.75827,-50.49364
27,-0.89347,-0.26302,0.51831,-12.87532,13.78117,-73.8626
28,-1.36353,-0.32707,0.34725,-50.9313,32.33588,-85.25191
29,-0.85531,0.14063,0.33716,-71.20611,16.37659,-155.77608
30,-1.02116,0.03027,0.48608,38.02545,-36.47837,-104.71247
31,-1.04346,-0.28223,0.32992,-37.20102,-39.63359,-59.75573
32,-0.88086,-0.05998,0.20858,-67.257,-21.60814,7.31807
33,-0.84139,0.01294,0.23177,-18.35114,-16.78371,58.00509
34,-1.01489,-0.10596,0.36678,-7.08397,5.34351,111.70483
35,-1.04476,-0.03516,0.32918,-33.65903,8.36641,134.36132
36,-1.54061,-0.67944,0.50456,91.79644,-12.0,92.34606
37,-0.64624,0.23706,0.36011,17.31298,6.02545,6.22901
38,-0.95573,-0.46908,0.36678,81.12977,8.12214,48.15267
39,-0.95475,0.05957,0.44466,-85.77099,4.72265,50.40204
40,-0.92546,0.20581,0.41756,7.78626,1.92366,23.36896
41,-0.98763,-0.07658,0.36401,37.61832,-3.21629,-3.48092
42,-0.97233,0.10018,0.41854,-15.22646,-0.37659,0.83461
43,-0.95532,0.08228,0.39697,-11.54198,-0.86514,5.18066
44,-0.98307,0.13143,0.38892,-15.14504,-2.00509,2.56489
45,-0.96273,0.125,0.39372,-8.71247,0.743,1.12977
46,-0.96493,0.13753,0.38525,-2.61578,-0.44784,-0.72265
47,-0.96745,0.0944,0.39372,4.04071,-0.17303,-2.54453
48,-0.96899,0.0909,0.40365,1.26209,-2.71756,-2.97201
49,-0.96964,0.12004,0.37655,4.0,-1.00763,-3.35878
50,-0.96281,0.08171,0.3999,2.55471,2.0458,-2.33079
51,-0.96859,0.07438,0.39526,5.79135,2.0458,-2.14758
