frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.98853,-0.1311,0.35913,2.64631,2.50382,-6.2799
1,-1.07121,-0.27148,0.33716,-16.83461,6.01527,-10.75827
2,-1.20028,-0.5887,0.33748,-88.61069,30.15776,-43.23664
3,-1.48193,-0.67977,0.3147,-219.86768,92.96692,-134.40204
4,-1.32088,-0.85807,-0.00374,-235.79644,142.55471,-231.88804
5,-1.06453,-0.9917,-0.24609,-276.78371,162.73791,-269.36387
6,-0.62061,-0.8693,-0.45296,-305.15013,198.32061,-280.87532
7,-0.27995,-0.32601,-0.38973,-309.07888,233.74046,-244.86514
8,0.10539,0.05436,-0.32845,-228.69211,225.64885,-205.10941
9,0.47241,0.22144,-0.46818,-201.2112,161.3944,-152.6514
10,0.73934,0.53784,-0.43392,-133.31298,87.50127,-87.40967
11,0.9598,0.78467,-0.36873,-110.21883,-10.19847,-10.3715
12,0.80444,0.72681,-0.3759,-47.92875,-139.56234,72.11196
13,-0.12988,0.50537,-0.43522,14.90076,-246.86005,156.35623
14,-1.57804,0.1884,-0.63875,126.76845,-268.12214,206.05598
15,-0.57699,-0.60409,-0.88607,213.51654,-90.99237,111.21628
16,-0.07902,-0.09871,-0.68888,-2.6972,21.8626,-28.44784
17,0.02165,0.08797,-0.75781,-25.96438,20.39695,-6.80916
18,-0.03426,0.01465,-0.82283,-0.80407,-1.41476,-4.3257
19,0.0092,-0.03174,-0.80566,-12.6514,-3.91858,-3.51145
20,0.02832,0.05444,-0.75334,-25.28244,-5.18066,-1.32315
21,-0.02303,0.06136,-0.70866,7.82697,-20.66158,-1.60814
22,-0.12256,0.07088,-0.66154,20.18321,-25.45547,-2.53435
23,-0.11377,0.00098,-0.54216,80.743,-37.45547,-20.89567
24,-0.20394,-0.09871,-0.39811,148.87532,-58.39186,-22.29008
25,-0.33968,-0.15291,-0.33993,121.52672,-97.41476,5.10941
26,-0.52987,-0.25358,-0.32495,96.46819,-137.19084,45.99491
27,-0.94914,-0.30225,-0.15332,87.69466,-154.50382,116.6514
28,-1.23478,-0.48112,-0.26261,126.21883,-174.45293,172.96692
29,-1.50366,-0.61637,-0.27702,148.9771,-166.76845,155.93893
30,-1.61914,-0.7723,-0.18953,146.67684,-134.64631,95.47074
31,-1.40462,-0.64404,-0.16626,113.28244,-98.25954,68.40712
32,-1.16488,-0.60262,0.00594,145.78117,-61.88295,41.33333
33,-1.03231,-0.59505,0.20321,148.10178,-34.84987,17.37405
34,-0.98755,-0.43506,0.29769,109.12977,-8.59033,-4.70229
35,-0.97323,-0.40568,0.37061,101.70992,0.15267,-15.9084
36,-0.93791,-0.36906,0.3304,51.30789,-17.78117,-3.64377
37,-0.97046,-0.26188,0.35075,5.3944,-34.0458,2.30025
38,-1.05428,-0.0861,0.21484,-20.47837,-15.75573,3.26718
