frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.97461,0.07235,0.37183,-0.44784,0.3257,-0.78371
1,-0.97493,0.06519,0.3728,-0.60051,0.56997,-0.50891
2,-0.97664,0.07454,0.3728,-2.14758,0.50891,-0.95674
3,-0.97681,0.09692,0.38086,-2.41221,0.27481,-2.48346
4,-0.97314,0.10758,0.37419,4.02036,1.88295,-4.86514
5,-0.97966,0.06055,0.3702,8.92621,3.06361,-5.90331
6,-0.98031,0.0498,0.36898,7.29771,2.68702,-5.9542
7,-0.98104,0.05566,0.37004,10.19847,3.66412,-4.743
8,-0.97998,0.03646,0.35295,11.88804,4.06107,-3.84733
9,-0.97795,0.04281,0.36157,7.52163,1.63868,-2.29008
10,-0.98258,0.06372,0.34383,6.61578,1.94402,-0.48855
11,-0.9834,0.05737,0.35889,6.75827,1.51654,-0.21374
12,-0.97656,0.03353,0.36296,1.31298,0.58015,0.98728
13,-0.98055,0.04582,0.36035,-3.80662,-0.04071,0.90585
14,-0.97518,0.07845,0.34953,-11.08397,-1.51654,0.94656
15,-0.9812,0.09603,0.36702,-14.36132,-3.47074,-0.60051
16,-0.97762,0.08765,0.36792,-7.07379,-0.62086,-3.48092
17,-0.97477,0.05094,0.34871,-10.62595,-1.49618,-6.48346
18,-0.96761,0.03361,0.37321,-9.10941,-4.10178,-12.40712
19,-0.97152,-0.01286,0.38615,-7.41985,-2.80916,-26.20865
20,-0.92155,-0.00374,0.3964,-4.82443,-1.92366,-34.92112
21,-0.8405,-0.22567,0.35197,-5.07888,-2.53435,-53.5369
22,-0.82723,-0.15487,0.34497,-19.98982,-11.93893,-79.72519
23,-0.75382,-0.21029,0.42196,-9.16031,-13.74046,-92.89567
24,-0.80216,-0.3488,0.45589,-34.64631,-18.3715,-83.53181
25,-0.73983,-0.31746,0.38306,-58.92112,-20.81425,-83.13486
26,-0.71745,-0.40088,0.35506,-18.79898,-18.54453,-85.68957
27,-0.79207,-0.58521,0.34709,-18.91094,-18.80916,-86.36132
28,-0.78369,-0.65308,0.34074,-57.59796,-13.11959,-85.19084
29,-0.68986,-0.70492,0.39583,-45.20102,4.67176,-91.0229
30,-0.72957,-0.83813,0.39079,-45.85242,-1.60814,-90.90076
31,-0.64461,-0.91626,0.28271,-49.80153,9.03817,-81.34351
32,-0.49268,-0.98372,0.25106,-48.67176,17.05852,-73.79135
33,-0.33537,-1.00382,0.28044,-52.92621,25.5369,-59.36896
34,-0.46916,-1.14779,0.19759,-30.34097,15.93893,-38.70738
35,-0.55306,-1.24105,0.29476,-10.55471,-0.10178,-8.84478
36,-0.57007,-1.21427,0.31193,35.63359,-27.65394,28.45802
37,-0.54004,-1.10555,0.27336,59.18575,-26.3715,57.43511
38,-0.51733,-1.04386,0.30884,51.16539,-4.95674,74.01527
39,-0.61426,-0.88501,0.33423,43.3486,9.67939,82.63613
40,-0.68449,-0.81047,0.39852,51.22646,15.88804,100.91603
41,-0.85449,-0.66406,0.3645,53.38422,18.53435,114.19847
42,-0.95337,-0.54875,0.38827,48.89567,28.30534,124.06107
43,-0.77848,-0.33748,0.30884,32.38677,34.97201,125.24173
44,-0.65243,-0.19604,0.30314,39.68448,40.21374,130.24936
45,-0.58846,-0.17716,0.30965,33.67939,28.69211,135.53181
46,-0.47876,-0.17871,0.35742,36.37659,22.82952,118.2799
47,-1.05208,-0.29085,0.33228,-5.66921,7.86768,77.96438
48,-1.02979,-0.31763,0.30965,-49.3028,3.61323,-6.16794
49,-0.94979,0.53654,0.46029,-53.65903,-6.41221,-15.04326
50,-0.99552,-0.05941,0.27303,53.70992,7.33842,9.24173
51,-1.01229,-0.0625,0.32658,-35.13486,-0.51908,9.05852
52,-0.979,0.2478,0.36947,-20.08142,1.35369,-5.97455
53,-0.98324,0.0105,0.30656,38.71756,5.33333,-3.17557
54,-1.00016,-0.02173,0.29167,-15.95929,-0.80407,1.82188
55,-0.98397,0.15438,0.3623,-10.6056,1.20102,-2.1883
56,-0.98796,0.03939,0.31128,16.68193,3.257,-3.06361
57,-0.98722,0.04582,0.31283,-3.4402,2.09669,0.27481
58,-0.99447,0.04867,0.33276,2.88041,2.22901,-1.52672
59,-0.993,0.03483,0.31144,2.24936,1.87277,-2.22901
60,-0.99137,0.08236,0.31812,-1.25191,2.23919,-0.69211
61,-0.9939,0.05355,0.30412,6.39186,2.79898,1.41476
62,-0.99382,0.04264,0.30395,-0.89567,1.19084,2.36132
63,-0.98462,0.05526,0.30794,0.21374,0.49873,1.03817
64,-0.99373,0.06706,0.31592,-1.34351,-0.75318,1.34351
65,-0.98869,0.04248,0.31722,0.96692,-0.15267,2.6972
66,-0.99089,0.05037,0.31746,-5.68957,-0.9771,4.20356
67,-0.98592,0.05973,0.31714,-9.15013,-1.46565,4.72265
68,-0.99048,0.08944,0.3195,-11.53181,-2.59542,5.01781
69,-0.98787,0.08545,0.33732,-13.12977,-4.07125,3.96947
70,-1.07072,-0.11564,0.30208,-11.65394,-38.20865,15.64377
