frame,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,-0.97388,0.08097,0.37142,-3.06361,-1.31298,-1.55725
1,-0.96769,0.07926,0.36979,-2.12723,-1.3028,0.20356
2,-0.96932,0.08382,0.37972,-3.82697,-1.99491,0.48855
3,-0.96777,0.06437,0.37956,1.64885,-3.19593,-1.67939
4,-0.96606,0.04574,0.38387,2.4631,-3.68448,-0.40712
5,-0.97616,0.05241,0.36458,-7.61323,-4.47837,4.75318
6,-0.97778,0.01823,0.30819,-42.514,8.34606,18.72774
7,-0.97168,0.0791,0.48405,-62.11705,3.45038,21.00763
8,-0.94238,0.0249,0.49829,-21.10941,-4.29517,11.20611
9,-0.94678,0.17131,0.44727,22.1883,-12.58015,-0.50891
10,-0.97477,0.16488,0.37354,44.71247,-10.03562,-1.49618
11,-0.95874,0.00643,0.41634,43.27735,-5.34351,2.52417
12,-0.93294,0.00797,0.39665,30.38168,-10.61578,4.54962
13,-0.91789,0.14616,0.45101,34.1883,-12.45802,-6.64631
14,-0.89844,0.07056,0.45101,32.87532,-7.45038,11.18575
15,-0.8116,-0.12972,0.45386,-1.52672,-9.92366,23.36896
16,-0.611,-0.22078,0.48291,-53.47583,-9.28244,4.17303
17,-0.5363,-0.04704,0.54541,-96.93639,9.82188,-34.6972
18,-0.97632,0.64803,0.42196,-1.45547,-4.10178,-93.45547
19,-0.868,0.19157,0.40511,94.89059,3.68448,-82.26972
20,-0.86043,-0.06893,0.36084,21.22137,2.06616,-60.82443
21,-0.92269,0.03792,0.37248,7.06361,0.73282,-71.62341
22,-0.92676,-0.04948,0.37972,54.90076,2.22901,-61.46565
23,-1.16374,-0.14982,0.48405,10.91094,8.33588,-23.36896
24,-1.16309,-0.04216,0.47103,1.13995,11.01272,-15.45038
25,-1.18026,-0.17936,0.51782,-8.67176,12.61069,-0.16285
26,-1.13729,-0.1359,0.55762,-2.55471,6.31043,-1.24173
27,-1.16357,-0.11125,0.52295,-14.22901,4.38677,8.29517
28,-1.01188,-0.09896,0.48039,-2.82952,8.24428,10.63613
29,-1.02482,-0.22493,0.5057,13.00763,7.78626,4.4173
30,-1.0249,-0.14559,0.49089,-3.77608,2.09669,5.11959
31,-1.06755,-0.05957,0.41903,-0.84478,-4.79389,5.97455
32,-1.0376,-0.21143,0.41504,3.55216,0.13232,0.2341
33,-0.98812,-0.1167,0.44377,-10.59542,1.79135,-2.53435
34,-1.03955,-0.02694,0.50212,-5.25191,-3.51145,-2.63613
35,-1.06909,-0.11808,0.49634,1.75064,-8.86514,-8.60051
36,-1.07642,-0.13818,0.53955,-10.67684,-11.72519,-5.94402
37,-0.99072,-0.15251,0.5542,-31.06361,-6.65649,0.98728
38,-0.98144,-0.0179,0.55371,-12.03053,-0.81425,7.60305
39,-1.08797,-0.15918,0.55444,17.44529,-10.55471,14.38168
40,-1.08903,-0.07943,0.39331,-9.7201,-13.49618,18.51399
41,-1.03605,0.02474,0.34725,-22.98219,-6.87023,25.36387
42,-0.98657,0.02165,0.37736,-22.77863,4.67176,20.9771
43,-0.99837,0.10164,0.46012,-33.11959,8.75318,30.63613
44,-0.7994,0.3859,0.43376,-7.51145,14.73791,34.41221
45,-0.7854,-0.28687,0.55355,27.91858,3.23664,50.10687
46,-0.63647,-0.51685,0.49658,-22.76845,-10.63613,27.93893
47,-0.85213,0.17668,0.23731,-1.36387,-0.8855,23.91858
48,-0.85775,-0.21566,0.40698,-22.59542,23.26718,32.69211
49,-0.86743,0.04891,0.45142,-0.4173,2.58524,9.93384
50,-0.87231,-0.03084,0.51294,-2.77863,17.85242,11.64377
51,-0.98649,0.17171,0.42497,3.16539,5.19084,3.80662
52,-0.92521,-0.05452,0.48714,-5.7201,13.94402,10.4631
53,-0.94686,-0.08854,0.45313,-36.17303,5.64886,13.22137
54,-0.92912,0.29427,0.35986,-27.03308,3.47074,-2.23919
55,-0.97054,0.08301,0.39624,20.26463,9.5369,-5.18066
