frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,0.0,0.8948545861297541,0.3380281690140836,0.4947368421052623,0.0,1.0,0.48068669527897,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
1,0.0,0.8948545861297541,0.3380281690140836,0.0,0.0,1.0,0.5793991416309014,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,1.0,0.4999999999999963
2,0.0,0.8948545861297541,0.3380281690140836,0.252631578947367,0.0,1.0,0.7854077253218886,0.8592814371257489,0.48888888888888715,1.0,1.0,0.32835820895522133,1.0,0.4999999999999963
3,0.0,0.8948545861297541,0.3380281690140836,0.252631578947367,0.0,1.0,0.7854077253218886,0.931137724550898,0.48888888888888715,1.0,0.0,0.32835820895522133,0.0,1.0
4,0.0,0.8948545861297541,0.3380281690140836,0.4947368421052623,0.0,1.0,0.7854077253218886,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
5,0.0,0.8948545861297541,0.3380281690140836,0.252631578947367,0.0,1.0,0.7854077253218886,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,1.0,0.4999999999999963
6,0.0,0.8948545861297541,0.0,0.252631578947367,0.0,1.0,0.7854077253218886,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
7,0.0,0.8948545861297541,0.3380281690140836,0.0,1.0,1.0,0.6824034334763942,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,1.0
8,0.0,0.8411633109619693,1.0,0.4947368421052623,0.0,1.0,0.5793991416309014,0.931137724550898,0.48888888888888715,1.0,1.0,0.32835820895522133,1.0,0.4999999999999963
9,0.0,0.8411633109619693,1.0,0.4947368421052623,1.0,1.0,0.5793991416309014,0.8592814371257489,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
10,0.0,0.8948545861297541,1.0,0.4947368421052623,1.0,1.0,0.7854077253218886,0.8592814371257489,0.0,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
11,0.0,0.8411633109619693,1.0,0.0,1.0,1.0,0.6824034334763942,0.931137724550898,0.0,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
12,0.0,0.8411633109619693,1.0,0.4947368421052623,0.0,1.0,0.5793991416309014,0.7934131736526943,0.48888888888888715,1.0,1.0,0.0,0.0,0.4999999999999963
13,0.0,0.8411633109619693,1.0,0.252631578947367,0.0,1.0,0.6824034334763942,0.7934131736526943,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,1.0
14,0.0,0.8411633109619693,1.0,0.4947368421052623,0.0,1.0,0.6824034334763942,0.7245508982035923,1.0,1.0,0.0,0.0,0.0,1.0
15,0.0,0.8948545861297541,1.0,0.4947368421052623,0.0,1.0,0.48068669527897,0.7934131736526943,1.0,1.0,1.0,0.0,1.0,0.4999999999999963
16,0.0,0.8948545861297541,1.0,0.4947368421052623,0.0,1.0,0.3776824034334772,0.7934131736526943,1.0,1.0,1.0,0.0,0.0,1.0
17,0.0,0.9463087248322151,1.0,0.4947368421052623,0.0,1.0,0.3776824034334772,1.0,0.48888888888888715,1.0,1.0,0.0,0.0,0.4999999999999963
18,1.0,0.8948545861297541,1.0,0.4947368421052623,0.0,1.0,0.3776824034334772,1.0,1.0,1.0,1.0,0.0,1.0,0.4999999999999963
19,1.0,0.9463087248322151,1.0,0.4947368421052623,0.0,0.9270516717325232,0.3776824034334772,0.8053892215568866,1.0,1.0,1.0,0.0,1.0,1.0
20,1.0,0.9463087248322151,1.0,0.252631578947367,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,1.0,1.0,0.0,0.0,0.0,1.0
21,1.0,0.9463087248322151,1.0,0.7473684210526294,0.0,0.16717325227963553,0.6137339055793986,0.8053892215568866,1.0,1.0,1.0,0.0,0.0,0.4999999999999963
22,1.0,0.0,1.0,1.0,0.0,0.11246200607902769,0.6137339055793986,0.8053892215568866,1.0,1.0,1.0,0.32835820895522133,1.0,1.0
23,1.0,0.9463087248322151,1.0,1.0,0.0,0.0,0.6137339055793986,0.8053892215568866,1.0,1.0,1.0,0.0,1.0,1.0
24,0.19047619047620257,1.0,1.0,0.7473684210526294,0.0,0.659574468085106,0.6137339055793986,0.8053892215568866,1.0,1.0,1.0,0.0,1.0,1.0
25,1.0,0.9463087248322151,1.0,0.7473684210526294,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,1.0,0.0,1.0,0.32835820895522133,0.0,1.0
26,1.0,0.9463087248322151,1.0,0.0,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,1.0,0.0,1.0,0.32835820895522133,0.0,1.0
27,0.0,0.8948545861297541,1.0,0.0,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,1.0,0.0,1.0,0.32835820895522133,0.0,0.6458333333333302
28,1.0,0.8948545861297541,0.6619718309859164,0.7473684210526294,0.0,0.9270516717325232,0.6137339055793986,0.0,1.0,0.0,1.0,0.6716417910447734,0.0,0.4999999999999963
29,0.0,0.8411633109619693,0.6619718309859164,0.4947368421052623,0.0,0.9270516717325232,0.0,0.11077844311377276,1.0,0.0,1.0,0.32835820895522133,0.0,0.6458333333333302
30,0.0,0.8411633109619693,0.6619718309859164,0.7473684210526294,1.0,0.9270516717325232,0.09012875536480716,0.17065868263473064,1.0,1.0,1.0,1.0,0.0,0.4999999999999963
31,0.0,0.8411633109619693,0.6619718309859164,0.4947368421052623,0.0,0.9270516717325232,0.6137339055793986,0.4071856287425148,1.0,1.0,1.0,1.0,0.0,0.4999999999999963
32,0.0,0.8411633109619693,0.3380281690140836,0.4947368421052623,0.0,1.0,0.6137339055793986,0.8053892215568866,1.0,1.0,0.0,0.6716417910447734,0.0,0.4999999999999963
33,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,1.0,0.6137339055793986,0.8053892215568866,0.48888888888888715,1.0,1.0,1.0,0.0,1.0
34,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,0.48888888888888715,1.0,1.0,0.6716417910447734,0.0,0.4999999999999963
35,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,0.48888888888888715,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
36,0.0,0.8948545861297541,0.3380281690140836,0.0,0.0,0.9270516717325232,0.6137339055793986,0.8053892215568866,1.0,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
37,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,0.9270516717325232,0.7854077253218886,0.8053892215568866,0.0,1.0,1.0,0.6716417910447734,0.0,0.4999999999999963
38,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,0.9270516717325232,0.8927038626609443,0.931137724550898,0.0,1.0,1.0,0.6716417910447734,0.0,0.4999999999999963
39,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,1.0,0.7854077253218886,0.931137724550898,0.0,0.0,1.0,0.6716417910447734,0.0,0.4999999999999963
40,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,1.0,1.0,0.931137724550898,0.0,0.0,1.0,0.6716417910447734,0.0,0.0
41,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,1.0,1.0,0.931137724550898,0.0,0.0,1.0,0.32835820895522133,0.0,0.4999999999999963
42,0.0,0.8411633109619693,0.0,0.0,0.0,1.0,0.7854077253218886,0.931137724550898,0.0,1.0,1.0,0.32835820895522133,0.0,1.0
43,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,0.9270516717325232,0.48068669527897,0.931137724550898,0.0,0.0,1.0,0.0,0.0,0.4999999999999963
44,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,0.9270516717325232,0.48068669527897,0.931137724550898,0.0,1.0,1.0,0.32835820895522133,0.0,0.4999999999999963
45,0.0,0.8411633109619693,0.3380281690140836,0.0,0.0,1.0,0.48068669527897,0.931137724550898,0.0,0.0,1.0,0.0,1.0,0.4999999999999963
