frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,1.0,1.0,0.9447004608294934,1.0,1.0,1.0,0.8771712158808931,0.7645687645687645,1.0,1.0,1.0,1.0,0.9433497536945812,0.9024390243902431
1,1.0,1.0,0.9447004608294934,1.0,1.0,1.0,0.8771712158808931,0.7377622377622377,0.9669876203576343,0.9496717724288839,0.9495967741935484,1.0,0.9433497536945812,0.9024390243902431
2,1.0,1.0,0.9447004608294934,0.9656716417910447,1.0,1.0,0.8771712158808931,0.7377622377622377,0.9669876203576343,0.9496717724288839,1.0,1.0,0.8842364532019706,1.0
3,1.0,1.0,0.9447004608294934,1.0,1.0,1.0,0.8771712158808931,0.7645687645687645,0.9367262723521319,0.9496717724288839,1.0,0.9380053908355793,0.8842364532019706,0.9024390243902431
4,1.0,1.0,0.9447004608294934,0.9656716417910447,1.0,1.0,0.9069478908188586,0.7377622377622377,0.9669876203576343,0.9496717724288839,1.0,1.0,0.9433497536945812,0.9024390243902431
5,0.9587813620071683,0.9584086799276672,0.9447004608294934,0.9656716417910447,1.0,1.0,0.9069478908188586,0.7097902097902099,0.9669876203576343,0.9496717724288839,1.0,1.0,0.9433497536945812,0.9024390243902431
6,0.9587813620071683,0.9584086799276672,0.9447004608294934,0.9656716417910447,1.0,0.9615384615384615,0.9069478908188586,0.5034965034965032,0.9669876203576343,0.9496717724288839,0.9495967741935484,0.9380053908355793,0.9433497536945812,0.9024390243902431
7,1.0,0.9584086799276672,0.9447004608294934,0.9656716417910447,1.0,0.9615384615384615,0.9379652605459057,0.7097902097902099,0.9669876203576343,0.9496717724288839,1.0,0.9380053908355793,0.8842364532019706,0.9024390243902431
8,0.9587813620071683,0.9584086799276672,0.8940092165898615,0.9656716417910447,0.9387186629526456,1.0,0.9379652605459057,0.7377622377622377,0.9367262723521319,0.9496717724288839,0.9495967741935484,0.9380053908355793,0.8842364532019706,0.9024390243902431
9,0.9193548387096775,0.9584086799276672,0.9447004608294934,0.9656716417910447,0.8746518105849574,0.9615384615384615,0.9069478908188586,0.7645687645687645,0.9367262723521319,0.8971553610503284,1.0,1.0,0.8842364532019706,0.9024390243902431
