frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,0.32812499999999734,0.8295165394402031,0.7499999999999989,1.0,1.0,0.925675675675676,0.9278688524590156,1.0,0.0,0.0,1.0,0.4999999999999958,1.0,0.48936170212766167
1,0.32812499999999734,0.8295165394402031,1.0,1.0,1.0,0.925675675675676,0.9278688524590156,0.9453681710213775,1.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
2,0.32812499999999734,0.8295165394402031,1.0,1.0,1.0,0.925675675675676,0.9278688524590156,0.8931116389548694,1.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
3,0.0,0.8295165394402031,1.0,1.0,0.9335347432024172,0.925675675675676,1.0,0.8931116389548694,1.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
4,0.32812499999999734,0.8295165394402031,1.0,1.0,1.0,0.925675675675676,1.0,0.8931116389548694,0.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
5,0.0,0.8295165394402031,1.0,1.0,0.9335347432024172,0.925675675675676,1.0,0.9453681710213775,1.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
6,0.32812499999999734,0.8295165394402031,1.0,1.0,1.0,0.925675675675676,1.0,0.9453681710213775,0.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.0
7,0.0,0.8295165394402031,1.0,1.0,0.9335347432024172,0.925675675675676,0.9278688524590156,0.9453681710213775,0.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
8,0.32812499999999734,0.8295165394402031,1.0,0.9153846153846158,0.9335347432024172,0.925675675675676,0.9278688524590156,1.0,0.0,0.0,1.0,0.0,0.5111111111111089,0.48936170212766167
9,0.32812499999999734,0.8295165394402031,1.0,0.9153846153846158,0.9335347432024172,0.925675675675676,0.8524590163934417,0.7458432304038003,0.0,0.0,1.0,0.4999999999999958,0.5111111111111089,0.48936170212766167
10,0.32812499999999734,0.8295165394402031,1.0,0.8346153846153845,0.9335347432024172,0.925675675675676,0.7114754098360648,0.7434679334916867,1.0,0.0,1.0,0.4999999999999958,1.0,0.0
11,0.32812499999999734,0.8854961832061061,1.0,0.7538461538461548,0.6797583081570999,1.0,0.6426229508196722,0.5059382422802852,1.0,0.0,1.0,0.4999999999999958,1.0,0.0
