frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,1.0,1.0,0.9411764705882353,0.8301435406698563,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,1.0,0,0.9270516717325232
1,0.48888888888888715,0.0,0.48936170212766167,1.0,1.0,1.0,0.9411764705882353,0.8301435406698563,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,1.0,0,0.9270516717325232
2,0.48888888888888715,1.0,0.48936170212766167,1.0,1.0,1.0,0.9411764705882353,0.8301435406698563,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,0.9270516717325232
3,0.48888888888888715,1.0,0.48936170212766167,1.0,1.0,0.5106382978723384,0.9411764705882353,0.8301435406698563,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,1.0,0,0.9270516717325232
4,0.48888888888888715,1.0,1.0,0.48936170212766167,0.0,1.0,0.9411764705882353,0.8301435406698563,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,1.0,0,0.9270516717325232
5,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,0.0,0.5106382978723384,0.9411764705882353,0.8301435406698563,1.0,0.0,0,1.0,0.48936170212766167,1.0,1.0,1.0,0,0.9270516717325232
6,0.0,1.0,0.48936170212766167,0.48936170212766167,0.0,0.5106382978723384,0.9411764705882353,0.7727272727272729,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8026315789473685,0,1.0
7,0.48888888888888715,1.0,0.48936170212766167,1.0,0.0,0.5106382978723384,1.0,0.650717703349282,0.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,0.8601823708206684
8,0.0,1.0,0.48936170212766167,0.48936170212766167,0.0,0.5106382978723384,1.0,0.8301435406698563,0.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8026315789473685,0,0.8601823708206684
9,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,0.0,0.5106382978723384,0.8847058823529407,0.7727272727272729,0.0,0.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,0.8601823708206684
10,0.48888888888888715,0.0,1.0,0.48936170212766167,0.0,0.5106382978723384,0.828235294117647,0.650717703349282,0.0,0.0,0,0.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,0.8601823708206684
11,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,1.0,0.5106382978723384,0.7741176470588234,0.650717703349282,0.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,0.8601823708206684
12,0.48888888888888715,1.0,0.48936170212766167,1.0,1.0,0.5106382978723384,0.7176470588235295,0.650717703349282,0.0,1.0,0,0.0,0.0,0.0,1.0,0.8991228070175435,0,0.8601823708206684
13,0.48888888888888715,1.0,0.48936170212766167,1.0,1.0,0.5106382978723384,0.7176470588235295,0.650717703349282,0.0,0.0,0,1.0,0.0,0.0,1.0,0.8991228070175435,0,1.0
14,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,1.0,0.5106382978723384,0.5599999999999997,0.650717703349282,1.0,0.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,1.0
15,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,1.0,0.0,0.4117647058823529,0.650717703349282,0.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,1.0
16,0.48888888888888715,1.0,0.48936170212766167,0.48936170212766167,1.0,0.5106382978723384,0.3152941176470588,0.650717703349282,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,1.0
17,0.48888888888888715,0.0,0.48936170212766167,0.48936170212766167,0.0,0.5106382978723384,0.4611764705882355,0.650717703349282,0.0,0.0,0,0.0,0.48936170212766167,0.0,1.0,1.0,0,0.9270516717325232
18,0.48888888888888715,0.0,0.48936170212766167,0.48936170212766167,0.0,0.0,0.5105882352941172,0.17464114832535896,0.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,1.0
19,0.48888888888888715,1.0,1.0,0.48936170212766167,0.0,0.5106382978723384,0.6117647058823524,0.650717703349282,1.0,1.0,0,1.0,0.48936170212766167,0.0,1.0,0.8026315789473685,0,0.8601823708206684
20,0.48888888888888715,0.0,1.0,1.0,0.0,0.5106382978723384,0.6117647058823524,0.08612440191387546,0.0,0.0,0,1.0,0.48936170212766167,0.0,1.0,0.8991228070175435,0,1.0
21,0.0,0.0,1.0,0.48936170212766167,0.0,0.0,0.3623529411764704,0.650717703349282,0.0,1.0,0,1.0,0.0,0.0,1.0,1.0,0,1.0
22,0.48888888888888715,0.0,1.0,0.48936170212766167,1.0,0.0,0.3152941176470588,0.650717703349282,0.0,1.0,0,0.0,0.0,1.0,1.0,0.8991228070175435,0,0.9270516717325232
