frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,312,320,288,272,280,344,360,360,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,240,288,288,360,424,288,360,416,152,152,160,160
1,312,320,288,272,280,344,360,360,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,248,288,288,360,424,288,360,416,152,152,160,160
2,312,320,288,272,280,344,360,360,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,248,288,288,360,424,288,360,416,152,152,160,160
3,312,320,288,272,280,344,360,360,296,304,304,336,336,336,312,320,296,328,160,200,200,248,296,200,240,288,288,360,424,288,360,416,152,152,160,160
4,312,320,288,272,280,344,360,360,296,304,304,336,336,336,312,320,296,328,160,200,200,248,296,200,240,288,288,360,416,288,360,416,152,152,160,160
5,312,312,288,272,280,344,360,360,296,304,304,336,336,336,304,320,296,328,160,200,200,248,296,200,240,288,288,360,424,288,360,416,152,152,160,160
6,312,320,288,272,280,344,360,360,296,304,304,336,336,336,304,320,296,328,160,200,200,248,296,200,248,288,288,360,424,288,360,424,152,152,160,160
7,312,320,288,272,280,344,360,360,304,304,304,336,336,336,304,320,296,328,160,200,200,248,296,200,240,288,288,360,424,288,360,416,152,152,160,160
8,312,320,288,272,280,344,360,360,296,304,304,336,336,336,304,320,296,328,160,200,200,248,296,200,240,280,288,360,416,288,360,416,152,152,160,160
9,312,320,288,272,280,344,360,368,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,232,264,288,360,416,288,360,416,152,152,160,160
10,312,320,288,272,280,344,360,368,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,232,248,288,360,424,288,360,416,152,152,160,160
11,320,320,288,272,280,344,368,376,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,240,240,288,360,424,288,360,416,152,152,160,160
12,312,320,288,272,280,344,368,376,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,240,224,288,360,424,288,360,416,152,152,160,160
13,312,320,288,272,280,344,376,376,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,200,240,208,288,360,424,288,360,416,152,152,160,160
14,312,320,288,272,280,352,376,368,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,192,232,192,288,360,424,288,360,416,152,152,160,160
15,312,320,288,272,280,344,376,368,296,304,304,336,336,336,312,320,296,336,160,200,200,248,296,192,224,184,288,360,424,288,360,416,152,152,160,160
16,312,320,288,272,280,344,376,368,296,304,304,336,336,336,312,320,304,336,160,200,200,248,296,192,224,176,288,360,424,288,360,416,152,152,160,160
17,312,320,288,272,280,344,376,368,296,304,304,336,336,328,312,320,304,336,160,200,200,248,296,192,216,176,288,360,424,288,360,416,152,152,160,160
18,312,320,288,272,280,344,376,368,304,304,304,336,336,336,312,320,304,336,160,192,200,248,288,192,216,176,288,360,424,288,360,416,152,152,160,160
19,312,320,288,272,280,344,376,368,296,304,304,336,336,336,312,320,304,336,160,192,200,248,296,192,216,168,288,360,424,288,360,416,152,152,160,160
20,320,320,288,272,280,344,368,360,304,304,304,336,336,336,312,328,304,336,160,192,200,248,296,192,208,168,288,360,424,288,360,416,152,152,160,160
21,320,320,288,272,280,344,368,360,304,304,304,336,336,336,312,328,304,336,160,192,200,248,296,192,208,176,288,360,424,288,360,416,152,152,160,160
