frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_x_14,rgb_x_15,rgb_x_16,rgb_x_17,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13,rgb_y_14,rgb_y_15,rgb_y_16,rgb_y_17
0,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
1,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
2,288,288,256,248,248,328,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
3,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
4,288,288,256,248,256,328,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
5,288,288,264,248,256,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
6,288,288,256,248,248,328,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
7,288,288,256,248,256,328,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
8,288,296,256,248,256,328,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
9,288,288,256,248,256,328,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
10,288,296,256,248,256,328,336,328,272,280,288,312,312,312,280,296,272,304,144,184,184,232,272,184,232,272,288,352,416,288,352,416,136,136,144,144
11,288,296,256,248,256,328,336,320,272,280,288,312,312,312,280,296,272,304,144,184,184,224,256,184,224,248,288,360,416,288,352,416,136,136,144,144
12,288,288,256,240,256,320,336,320,272,280,288,312,312,312,280,296,272,304,144,184,184,224,224,184,232,216,288,352,416,288,352,416,136,136,144,144
13,288,296,264,240,264,320,336,312,272,280,288,312,312,312,280,296,272,304,144,176,176,208,176,176,216,176,280,352,416,280,352,416,136,136,144,144
14,288,288,264,240,264,320,328,312,272,280,288,312,312,312,280,296,272,304,136,176,176,192,152,176,192,152,280,352,416,280,352,416,136,136,136,144
15,288,288,264,240,264,320,328,304,272,280,288,312,312,312,280,296,272,304,144,176,176,168,128,176,160,120,280,352,416,280,352,416,136,136,144,144
16,288,288,264,240,264,320,328,304,272,280,288,312,312,312,280,296,272,304,136,176,176,160,120,176,152,120,280,352,416,280,352,416,136,136,144,144
17,288,288,264,240,264,312,328,304,272,280,288,312,312,304,280,296,272,304,136,176,176,160,120,176,152,120,280,352,416,280,352,416,136,136,144,144
18,288,288,264,240,264,312,320,304,272,280,288,312,312,312,280,296,272,304,136,176,176,152,120,176,144,112,280,352,416,280,352,416,136,136,144,144
19,288,288,264,240,264,312,320,304,272,280,288,312,312,312,280,296,272,304,136,168,176,152,112,168,136,96,280,352,416,280,352,416,136,136,144,144
20,288,288,264,240,264,312,312,304,272,280,288,312,312,312,280,296,272,304,136,168,168,144,104,168,128,80,280,352,416,280,352,416,136,136,144,136
21,288,288,264,240,256,312,312,304,272,280,288,312,312,312,280,296,272,304,136,168,168,144,96,176,120,72,280,352,416,280,352,416,136,136,144,136
22,288,288,264,240,256,312,304,304,272,280,288,312,312,312,280,288,272,304,136,168,168,144,104,168,128,88,280,352,416,280,352,416,136,136,136,136
23,288,288,264,240,248,312,304,304,272,280,288,312,312,312,280,288,272,296,136,168,168,144,104,168,128,88,280,352,416,280,352,416,136,136,144,144
24,288,288,264,240,248,312,312,304,272,280,288,312,312,312,280,288,264,296,136,176,168,144,104,176,128,96,280,352,416,280,352,416,136,136,144,144
25,280,288,264,240,248,312,312,304,272,280,288,312,312,312,280,288,272,304,136,176,168,152,104,176,136,88,280,360,416,280,352,416,136,136,144,144
26,280,288,264,240,248,312,312,304,272,280,288,312,312,312,272,288,264,304,136,176,176,152,104,176,136,96,280,352,416,280,352,416,136,136,144,136
27,280,288,264,232,248,312,320,312,272,280,288,312,312,312,280,288,272,304,136,176,176,160,112,176,144,104,280,352,416,280,352,416,136,136,144,144
28,280,288,264,224,240,312,328,312,272,280,288,312,312,312,280,288,272,304,136,176,176,168,128,176,152,112,280,352,416,280,352,416,136,136,144,144
29,280,288,264,224,240,312,336,320,272,280,288,312,312,304,272,288,272,304,136,176,176,184,144,176,176,128,280,360,416,280,352,416,136,136,144,144
30,280,288,256,224,240,312,344,320,272,280,288,312,312,304,280,288,272,304,136,176,176,200,160,176,200,152,280,352,416,280,352,416,136,136,136,144
31,280,288,256,224,240,312,344,320,272,280,288,312,312,312,280,288,272,304,136,176,176,208,184,176,216,176,280,360,416,280,352,416,136,136,144,144
32,280,288,256,224,240,320,352,320,272,280,288,312,312,312,280,288,272,304,136,176,176,216,208,176,224,192,280,360,416,280,352,416,136,136,144,144
33,288,288,256,240,240,320,344,328,272,280,288,312,312,312,280,288,272,304,136,184,184,216,232,184,224,232,288,352,416,288,352,416,136,136,144,144
34,288,288,256,248,248,320,336,328,272,280,288,312,312,304,280,296,272,304,136,184,184,216,248,184,224,248,288,352,416,288,352,416,136,136,144,144
35,288,288,256,248,248,320,336,328,272,280,288,312,312,312,280,296,272,304,144,184,184,224,256,184,224,264,288,352,416,280,352,416,136,136,144,144
36,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,272,184,232,272,288,352,416,280,352,416,136,136,144,144
37,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,272,288,360,416,288,352,416,136,136,144,144
38,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,352,416,288,352,416,136,136,144,144
39,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,360,416,288,352,416,136,136,144,144
40,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,352,416,288,352,416,136,136,144,144
41,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,352,416,280,352,416,136,136,144,144
42,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,352,416,280,352,416,136,136,144,144
43,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,352,416,280,352,416,136,136,144,144
44,288,288,256,248,248,320,336,336,272,280,288,312,312,312,280,296,272,304,144,184,184,232,280,184,232,280,288,352,416,288,352,416,136,136,144,144
