frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,304,304,272,264,264,328,336,336,288,288,288,320,312,312,160,200,216,264,304,216,256,296,304,360,432,296,360,432
1,304,304,272,264,264,328,336,336,288,288,288,320,312,312,160,200,216,264,304,216,256,296,304,360,432,304,360,424
2,304,304,272,264,264,328,336,336,288,288,296,320,312,312,160,200,216,264,304,216,256,296,304,360,432,304,360,432
3,304,304,272,264,264,328,336,336,288,288,288,320,312,312,160,200,216,264,304,216,256,296,304,360,432,304,360,424
4,304,304,272,264,264,328,336,336,288,288,296,320,320,312,160,200,216,264,304,216,256,296,296,360,432,296,360,432
5,304,304,272,264,264,328,336,336,288,288,296,320,312,312,160,200,216,264,304,216,256,296,304,360,432,304,360,432
6,304,304,272,264,264,328,336,336,288,288,296,320,312,312,160,200,216,264,296,216,256,296,304,360,432,304,360,432
7,304,304,272,264,264,328,336,336,288,288,288,320,312,312,160,200,216,264,296,216,256,296,296,360,432,296,360,432
8,304,304,272,264,264,328,336,344,288,288,288,320,312,312,160,200,216,264,304,216,256,288,304,360,432,304,360,432
9,304,304,272,264,264,328,336,344,288,288,296,312,312,312,160,200,216,264,296,216,256,272,304,360,432,296,360,432
10,304,304,272,264,264,328,336,344,288,288,288,320,312,312,160,200,216,264,296,216,256,248,296,360,432,296,360,432
11,304,304,272,264,264,328,336,336,288,288,296,320,312,312,160,200,216,264,296,216,248,224,296,360,432,296,360,432
12,304,304,272,264,264,328,320,304,288,288,288,320,312,312,152,200,216,256,296,216,232,256,296,360,432,296,360,432
13,296,296,272,264,264,328,312,296,288,288,296,320,312,312,160,200,216,264,296,208,248,168,296,360,432,296,360,432
14,296,296,280,272,272,320,296,272,288,296,296,320,320,312,152,200,216,264,296,200,176,152,296,360,432,296,360,432
15,296,296,280,296,272,320,272,272,288,296,296,320,320,312,152,200,216,176,296,200,264,304,304,360,432,296,360,432
16,296,296,280,272,272,320,296,264,288,296,296,320,320,312,152,200,216,264,296,200,184,160,296,360,432,296,360,432
17,296,296,280,272,272,320,296,272,288,288,296,320,312,312,152,200,216,264,296,200,192,160,304,360,432,296,360,432
18,296,296,280,272,272,320,304,280,288,288,296,320,312,312,152,200,216,264,296,200,192,168,304,360,432,296,360,432
19,296,296,320,304,288,272,272,272,320,320,296,288,288,312,160,200,200,184,176,216,264,304,296,360,432,296,360,432
20,296,296,320,312,304,272,272,272,320,312,296,288,288,312,152,200,200,240,256,216,264,296,296,360,432,296,360,432
21,296,296,272,272,264,320,304,288,288,288,296,320,312,312,160,200,216,264,296,200,184,168,304,360,432,296,360,424
22,296,296,272,272,264,328,328,312,288,288,296,320,312,312,152,200,216,256,296,200,208,184,296,360,432,296,360,432
23,296,296,272,264,264,320,336,312,288,288,296,320,312,312,152,200,216,264,296,208,224,192,296,360,432,296,360,432
24,296,296,272,264,264,320,344,328,288,288,296,320,312,312,152,200,216,264,296,208,232,208,296,360,432,296,360,424
25,296,296,272,264,264,320,344,336,288,288,296,320,312,312,152,200,216,264,296,208,248,232,296,360,432,296,360,424
26,296,296,272,264,264,328,344,352,288,288,288,312,312,312,152,200,216,264,296,216,248,272,296,360,432,296,360,424
27,296,296,272,264,264,328,344,352,288,288,288,312,312,312,152,200,216,256,296,216,248,288,296,360,432,296,360,432
28,296,296,272,264,264,328,336,344,288,288,296,312,312,312,152,200,216,256,296,216,256,296,296,360,432,296,360,432
29,296,296,272,264,264,328,336,336,288,288,288,312,312,312,152,200,216,256,296,216,256,296,296,360,432,296,360,424
30,304,304,272,264,264,328,336,336,288,288,288,320,312,312,152,200,216,264,296,216,264,296,296,360,432,296,360,432
31,304,304,272,264,264,328,336,336,288,288,288,312,312,312,152,200,216,256,296,216,264,296,296,360,432,296,360,424
32,304,304,272,264,264,328,336,336,288,288,296,312,312,312,152,200,216,264,296,216,256,296,296,360,432,296,360,432
33,304,304,272,264,264,328,336,336,288,288,296,320,312,312,152,200,216,264,296,216,264,296,296,360,432,296,360,432
34,304,304,272,264,264,328,336,336,288,288,288,320,312,312,152,200,216,264,296,216,264,296,296,360,432,296,360,432
35,304,304,272,264,264,328,336,336,288,288,296,312,312,312,152,200,216,264,296,216,256,296,296,360,432,296,360,424
36,304,304,272,264,264,328,336,336,288,288,288,320,312,312,152,200,216,264,304,216,264,296,304,360,432,304,360,424
