frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,280,280,256,248,248,312,320,320,272,272,272,296,296,304,152,200,216,264,312,216,256,296,296,360,408,296,352,424
1,280,280,256,248,248,312,320,320,272,272,272,296,304,304,152,200,224,272,312,216,256,304,304,360,416,304,360,424
2,280,280,256,248,248,312,320,320,272,272,272,296,296,304,152,200,216,264,304,216,256,296,304,360,416,296,360,424
3,280,280,256,248,248,312,320,320,272,272,272,296,296,304,152,200,224,264,312,216,256,296,304,360,416,304,360,424
4,280,280,256,248,248,312,320,320,272,272,280,296,296,304,152,200,224,264,304,216,264,304,304,360,416,304,360,424
5,288,280,256,248,248,312,320,320,272,272,280,296,296,304,152,200,224,264,312,216,256,280,304,360,416,296,360,424
6,288,280,256,248,248,312,320,320,272,272,272,296,296,304,152,200,216,264,304,216,256,272,304,360,408,304,360,424
7,288,280,256,248,248,312,320,320,272,272,272,296,296,304,152,200,216,264,272,216,256,272,304,360,408,304,360,424
8,288,280,256,248,248,312,320,320,272,272,272,296,296,304,152,200,216,264,280,216,256,304,304,360,408,304,360,424
9,288,280,256,248,248,312,320,312,272,272,272,296,296,304,152,200,216,248,272,216,264,304,304,360,408,296,352,416
10,280,288,256,248,256,312,320,312,272,272,272,304,296,296,152,200,216,264,312,216,264,304,296,360,408,304,360,424
11,280,288,256,248,256,312,320,312,272,272,272,304,296,296,152,200,216,264,304,216,264,304,296,360,408,296,352,416
12,280,280,256,256,264,312,320,312,272,272,280,296,296,296,160,200,224,272,304,216,264,304,296,360,416,296,360,424
13,280,280,256,256,264,312,312,304,272,272,272,296,296,296,160,208,224,272,304,224,272,312,296,360,408,304,360,424
14,280,280,256,256,264,312,312,304,272,280,280,296,296,296,168,208,224,272,304,224,272,312,304,360,416,304,360,416
15,280,280,256,256,272,312,312,296,272,280,280,304,296,304,176,224,232,280,312,232,280,312,304,360,416,304,360,416
16,280,280,256,256,272,312,312,296,272,280,280,304,296,304,184,232,240,288,312,240,280,320,312,360,416,312,360,416
17,272,280,256,256,272,312,312,296,272,272,280,304,296,296,200,240,256,296,320,248,288,320,312,360,408,312,360,416
18,272,280,256,256,272,312,312,296,272,280,280,304,296,296,208,256,256,304,320,256,296,320,320,360,416,320,360,424
19,272,280,256,256,272,312,320,296,272,280,280,304,296,304,224,264,272,304,328,264,296,320,328,352,416,328,360,424
20,272,280,256,264,280,312,320,296,272,280,272,304,288,296,232,272,280,312,328,272,304,328,336,344,408,336,352,424
21,272,280,256,264,280,312,320,296,272,280,280,304,288,296,240,280,288,320,328,288,312,328,336,344,416,336,352,416
22,272,280,256,256,280,312,320,296,272,280,280,296,296,296,240,280,288,320,328,288,312,328,336,352,416,336,352,416
23,280,288,256,256,280,312,320,296,272,248,280,304,296,296,240,280,288,320,328,288,312,336,336,344,416,336,352,416
24,280,288,264,256,280,312,328,296,272,280,280,304,296,296,240,280,288,312,328,280,312,336,336,352,416,336,352,416
25,280,288,264,256,272,312,320,296,272,280,272,304,296,296,232,272,280,312,328,280,312,336,336,352,408,336,352,416
26,280,288,264,256,272,312,320,296,272,280,272,304,296,296,224,272,280,312,328,280,312,336,336,352,408,336,360,424
27,280,288,264,256,272,312,320,296,272,256,280,304,296,296,224,264,272,312,336,272,312,336,336,344,416,336,360,424
28,280,288,264,256,272,312,320,296,272,280,272,304,328,296,224,264,272,312,328,272,312,336,336,352,400,336,344,416
29,280,288,264,256,272,312,320,296,272,280,272,304,328,296,224,264,272,304,328,272,304,328,336,360,408,328,352,416
30,288,288,264,256,272,312,320,296,272,280,272,296,320,296,216,264,272,312,328,272,312,336,336,360,400,336,352,416
31,288,288,264,256,272,312,320,296,272,280,272,296,320,304,216,256,272,304,328,272,312,336,336,352,400,336,352,432
32,288,288,264,264,272,312,320,296,272,280,272,304,320,296,216,256,272,312,328,272,304,336,336,352,408,336,352,416
33,288,288,264,264,272,312,320,296,272,280,272,304,320,304,216,256,272,304,328,272,304,336,328,352,400,328,352,432
34,288,288,264,264,272,312,320,296,272,272,272,304,296,296,216,256,272,312,328,272,304,336,336,360,408,336,360,416
35,288,288,264,264,272,312,320,296,272,272,272,304,296,296,216,256,272,312,328,272,304,336,328,360,400,336,360,432
36,288,288,264,264,272,312,320,296,272,272,280,304,296,296,216,256,272,304,328,272,304,336,336,360,416,336,360,424
37,288,288,264,264,272,312,320,296,272,280,272,304,296,296,216,256,272,312,328,272,304,336,336,352,408,336,360,416
38,288,288,264,264,272,312,320,296,272,280,272,304,296,296,216,256,272,312,328,272,312,336,328,360,400,336,360,432
39,288,288,272,264,272,312,320,296,272,272,272,304,320,304,216,256,272,304,328,272,312,336,336,360,408,336,352,432
40,296,288,264,264,272,312,320,296,272,280,272,304,320,304,216,256,272,304,328,272,312,336,328,360,400,336,352,432
41,296,288,272,264,280,312,320,296,272,272,272,304,296,304,216,256,272,304,328,272,312,336,336,360,400,336,360,432
42,288,288,264,264,280,312,320,296,272,280,272,304,296,296,216,256,272,304,328,272,312,336,336,360,400,336,360,424
43,288,288,272,264,272,312,320,296,280,272,272,304,296,296,216,256,272,312,328,272,312,336,328,360,408,336,360,416
