frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,296,296,272,264,264,328,328,336,280,288,288,312,312,304,160,200,216,256,296,216,256,296,296,360,416,296,360,416
1,296,296,272,264,264,328,328,336,280,288,288,312,312,304,152,200,216,264,304,216,256,296,296,360,416,296,360,416
2,296,296,272,264,264,320,328,336,280,288,296,312,312,304,160,200,216,256,296,216,256,296,296,360,416,296,360,416
3,296,296,272,264,264,320,328,336,280,288,296,312,312,304,160,200,216,256,296,216,256,296,296,360,416,296,360,416
4,296,296,272,264,264,328,328,336,280,288,296,312,312,304,160,200,216,264,304,216,256,296,296,360,416,296,360,416
5,296,296,272,264,264,328,328,336,288,288,296,312,312,304,160,200,216,264,304,216,264,296,296,360,416,296,360,416
6,296,296,272,264,264,320,328,336,288,288,296,312,312,304,152,200,216,264,304,216,256,296,296,360,416,296,360,416
7,296,296,272,264,264,328,336,344,280,288,296,312,312,304,152,200,216,264,304,216,256,296,296,352,416,296,352,416
8,296,296,272,264,264,320,336,352,280,288,296,312,312,304,152,200,216,256,304,216,248,280,296,352,416,296,352,416
9,296,296,272,264,264,320,344,360,280,288,296,312,312,304,160,200,216,256,304,216,248,256,296,360,416,296,352,416
10,296,296,272,264,264,320,336,352,280,288,296,312,312,304,160,200,216,256,304,208,240,232,296,360,416,296,360,416
11,296,296,272,264,264,320,344,352,280,288,288,312,312,304,160,200,216,256,304,216,224,208,296,360,416,296,352,416
12,296,296,272,264,264,320,344,336,280,288,296,312,312,304,160,200,216,256,296,208,208,168,296,360,416,296,360,416
13,296,296,272,264,264,328,336,320,280,288,296,312,312,304,160,200,216,264,304,208,200,152,296,360,416,296,360,416
14,296,304,280,304,296,328,296,296,280,288,288,312,312,304,152,200,216,176,152,200,152,152,296,360,416,288,360,416
15,296,304,280,280,288,320,304,280,280,288,296,312,312,304,152,192,216,224,208,200,184,168,296,352,416,288,352,416
16,296,296,272,256,264,320,312,272,280,288,296,312,312,304,152,200,216,256,304,208,208,184,296,360,416,288,360,416
17,296,296,272,264,264,328,312,272,280,288,296,312,312,304,160,200,208,256,304,208,216,208,296,360,416,288,360,416
18,296,304,280,272,264,320,312,272,288,288,288,312,312,304,160,200,216,256,240,208,240,232,296,360,416,296,360,416
19,296,296,280,272,264,320,320,272,280,288,288,312,312,304,160,200,216,256,248,208,240,240,296,360,416,296,360,416
20,296,296,272,264,272,320,328,288,288,288,296,312,312,304,160,200,216,248,264,208,248,264,296,352,416,296,352,416
21,296,296,272,264,264,328,336,320,280,288,296,312,312,304,160,200,216,256,296,216,248,272,288,360,416,296,352,416
