frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,296,296,264,264,272,328,328,320,280,280,280,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
1,296,296,264,264,272,328,328,320,280,272,288,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
2,296,296,264,264,272,328,328,320,280,272,280,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
3,288,296,264,264,272,328,328,320,280,280,288,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
4,296,296,264,264,272,328,328,320,280,280,288,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
5,296,296,264,264,272,328,328,320,280,272,288,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
6,296,296,264,264,272,328,328,320,280,272,280,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
7,296,296,264,264,272,328,328,320,280,272,280,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
8,288,296,264,264,264,328,328,320,280,272,280,312,312,312,200,248,264,296,328,256,296,328,328,352,416,328,352,416
9,288,296,264,256,264,328,336,320,280,272,288,312,312,312,200,248,264,304,328,256,296,328,328,352,416,328,352,416
10,288,296,264,256,264,328,336,320,280,272,280,312,320,312,200,248,264,304,328,256,296,328,328,352,416,328,352,416
11,288,296,264,256,264,328,336,320,280,280,280,312,312,312,208,248,264,304,336,256,304,328,328,352,416,328,352,416
12,288,296,264,256,264,328,336,320,280,280,280,312,312,312,208,256,264,304,336,264,304,328,328,400,416,328,400,416
13,288,296,264,248,264,328,344,320,280,272,280,320,312,312,208,256,264,304,336,264,304,336,328,352,416,328,352,416
14,288,296,264,248,264,328,344,320,280,280,280,320,312,312,216,264,272,304,336,264,304,336,336,352,416,336,352,416
15,288,296,264,248,264,328,344,320,280,272,288,320,312,312,224,272,272,304,336,264,304,336,336,352,416,336,400,424
16,280,296,256,248,264,328,344,320,280,280,280,312,312,312,224,264,272,304,336,264,304,336,336,352,416,336,400,424
17,280,288,256,248,272,328,344,320,280,280,280,312,312,312,216,264,264,304,336,264,304,336,336,352,408,328,352,416
18,280,288,256,248,272,328,336,320,280,272,280,312,312,312,208,256,256,296,336,256,296,336,312,352,408,312,352,416
19,288,288,256,256,264,328,336,320,280,280,272,312,312,312,192,240,248,296,336,240,288,336,312,344,408,312,352,416
20,288,288,256,256,264,328,328,320,280,280,280,312,312,312,168,216,232,280,328,232,280,328,304,352,416,304,344,416
21,288,288,256,256,256,328,336,328,272,280,280,312,312,312,144,192,208,256,304,208,256,304,296,352,408,304,344,416
22,288,288,256,256,256,328,336,328,272,280,280,312,312,312,136,184,192,248,296,192,248,296,296,352,408,296,344,416
23,288,296,256,248,256,328,336,336,272,280,288,312,312,312,120,168,184,232,280,184,232,280,288,352,416,288,344,408
24,288,296,256,248,248,328,336,336,280,280,288,312,312,312,120,168,184,232,280,184,232,280,288,352,416,288,344,408
25,288,288,256,248,248,328,344,344,280,280,288,312,304,312,120,168,184,232,280,184,232,280,288,352,416,288,344,416
26,288,288,256,248,248,328,336,344,280,280,288,312,312,312,120,168,184,232,280,184,232,280,288,352,416,288,344,416
27,288,288,256,248,248,328,336,344,272,280,288,312,312,312,120,168,184,232,280,184,232,280,288,352,416,288,344,408
28,288,288,256,248,248,328,336,344,272,280,288,312,312,312,120,168,184,240,280,184,232,280,288,352,416,288,344,416
29,288,288,256,248,248,328,336,344,280,280,288,312,304,312,120,160,184,232,280,184,232,280,288,352,416,288,344,408
30,288,288,256,248,248,328,336,344,280,280,280,312,312,312,120,160,184,232,280,184,232,280,288,352,408,288,344,408
31,288,288,256,248,248,328,336,336,280,280,280,312,312,312,120,160,184,232,280,184,232,280,288,352,408,288,344,408
32,288,288,256,248,248,328,336,336,280,280,280,312,312,312,120,160,184,232,280,184,232,280,288,352,408,288,344,408
33,288,288,256,248,248,328,336,336,280,280,288,312,312,312,120,160,184,232,280,184,232,280,288,352,416,288,344,416
34,288,288,256,248,248,328,336,336,280,280,280,312,312,312,120,160,184,232,280,184,232,280,288,352,408,288,344,416
35,288,288,256,248,248,328,336,336,280,280,288,312,312,312,120,160,184,232,280,184,232,280,288,352,416,288,352,416
36,288,288,256,248,248,328,336,336,280,280,288,312,312,312,120,160,184,232,280,184,232,280,288,352,416,288,344,416
37,288,288,256,248,248,328,336,336,280,280,280,312,312,312,120,160,184,232,280,184,232,280,288,352,408,288,344,416
38,288,288,256,248,248,328,336,336,280,280,280,312,312,312,120,160,184,232,280,184,232,280,288,352,416,288,344,416
