frame,rgb_x_0,rgb_x_1,rgb_x_2,rgb_x_3,rgb_x_4,rgb_x_5,rgb_x_6,rgb_x_7,rgb_x_8,rgb_x_9,rgb_x_10,rgb_x_11,rgb_x_12,rgb_x_13,rgb_y_0,rgb_y_1,rgb_y_2,rgb_y_3,rgb_y_4,rgb_y_5,rgb_y_6,rgb_y_7,rgb_y_8,rgb_y_9,rgb_y_10,rgb_y_11,rgb_y_12,rgb_y_13
0,296,296,256,256,256,328,344,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
1,296,296,256,256,256,328,344,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
2,296,296,256,256,256,328,344,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
3,296,296,256,256,256,328,344,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
4,296,296,256,256,256,328,344,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
5,296,296,256,256,256,328,336,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
6,296,296,256,256,256,328,336,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
7,296,296,256,256,256,328,336,344,280,272,272,320,328,328,96,144,168,224,280,168,224,272,264,352,416,256,344,408
8,288,288,256,256,272,328,336,344,280,272,272,320,328,328,96,144,168,224,272,168,224,272,256,352,416,256,344,408
9,288,288,256,256,272,328,336,344,280,272,272,320,328,328,96,144,168,216,248,168,216,272,264,352,416,256,344,408
10,288,288,256,264,280,328,336,344,280,272,272,320,328,328,96,144,168,216,224,168,216,272,256,344,416,256,344,408
11,288,288,256,264,288,328,336,344,280,272,272,320,328,328,96,144,168,208,200,168,216,272,256,344,416,248,344,408
12,288,288,256,272,296,320,336,344,280,272,272,320,328,328,96,144,168,192,160,168,216,264,256,344,416,256,344,408
13,288,288,256,272,296,320,336,344,280,272,272,320,328,328,104,144,160,176,144,168,216,264,256,344,416,256,344,408
14,288,288,256,272,304,320,328,344,280,272,272,320,328,328,96,144,160,160,88,168,216,264,256,344,416,256,344,408
15,288,288,256,296,320,304,328,360,280,272,272,320,328,328,96,144,160,112,80,160,208,240,256,352,416,248,344,408
16,288,288,256,304,328,304,320,360,280,272,272,320,328,328,96,144,160,112,80,160,208,216,256,344,408,256,344,408
17,288,280,256,312,336,296,328,360,280,272,272,320,328,328,96,144,160,112,88,160,208,200,256,352,416,256,344,408
18,288,288,256,312,336,304,328,360,280,272,272,320,328,328,96,152,160,128,104,168,200,184,256,352,416,256,344,408
19,296,288,256,312,344,304,328,352,280,272,272,320,328,328,104,152,160,136,128,168,200,168,264,352,416,256,344,408
20,288,288,264,272,336,304,328,344,288,272,272,320,328,328,96,144,160,168,152,160,192,160,256,344,416,248,344,408
21,288,288,264,272,336,304,320,328,288,272,272,320,328,328,96,144,160,184,184,160,192,184,256,352,416,256,344,408
22,288,288,264,264,320,304,328,336,288,272,272,312,328,328,96,144,160,192,208,168,184,136,256,344,408,248,336,408
23,288,288,272,256,296,304,336,328,280,272,272,320,328,328,96,144,160,192,232,160,176,144,264,352,416,256,344,408
24,288,288,272,248,272,304,336,312,288,272,272,320,328,328,96,144,152,208,256,160,176,128,256,352,416,256,344,408
25,288,288,264,240,256,312,344,312,280,272,272,320,328,328,96,144,160,216,264,168,168,128,264,352,416,256,344,408
26,288,288,256,232,256,320,352,320,280,272,272,320,328,328,96,144,160,216,272,168,160,136,256,352,416,256,344,408
27,280,288,256,232,256,320,360,328,280,272,272,320,328,328,96,144,168,224,272,160,152,128,256,352,416,256,344,408
28,280,280,248,232,256,320,352,328,280,272,272,320,328,328,96,144,168,224,272,160,136,104,264,352,416,256,344,408
29,280,280,256,240,256,312,344,336,280,272,272,312,328,328,96,144,168,232,272,160,120,80,264,352,416,256,344,408
30,280,280,256,240,264,312,336,336,280,272,272,312,328,328,96,144,168,232,272,152,96,48,256,352,416,248,344,408
31,280,280,256,248,264,312,320,328,280,272,272,312,328,328,96,144,176,224,272,152,112,80,256,344,416,248,344,408
32,280,280,256,248,264,312,320,320,280,272,272,312,328,328,96,144,176,232,272,152,128,96,256,352,416,248,344,408
33,288,288,256,248,256,320,320,304,272,272,272,312,320,328,96,144,168,224,272,152,160,160,256,344,416,248,344,408
34,288,288,256,248,256,320,320,304,272,272,272,312,320,328,96,144,168,224,272,152,168,168,256,352,416,256,344,408
35,288,288,256,248,248,320,328,304,272,272,272,312,320,328,96,144,168,224,272,152,168,168,264,352,408,256,344,408
36,288,288,256,248,248,320,328,312,272,272,272,312,320,328,96,144,168,224,272,152,176,168,256,344,408,256,344,408
37,288,288,256,248,240,320,336,320,272,272,272,312,320,328,96,144,168,224,272,152,184,176,256,344,408,256,344,408
38,288,288,256,248,240,320,336,320,272,272,272,312,320,328,96,144,168,224,272,152,184,176,256,344,408,256,344,408
39,288,288,256,248,240,320,344,328,272,272,272,312,320,328,96,144,168,224,272,160,192,192,256,352,416,256,344,408
40,288,288,256,248,248,320,344,328,272,272,272,312,320,328,96,144,168,224,272,160,200,208,264,344,408,256,344,408
41,288,288,256,248,248,328,344,336,272,272,272,312,320,328,96,144,168,224,280,160,208,240,264,352,416,264,344,408
42,288,288,256,248,256,328,344,344,272,272,272,312,320,328,96,144,168,224,272,168,216,256,264,352,408,264,344,408
43,288,288,256,248,256,328,344,344,272,272,272,320,328,328,96,144,168,224,272,168,224,280,264,352,416,264,344,408
44,296,288,256,248,256,328,344,344,272,272,272,320,328,328,96,144,168,224,272,168,224,280,264,344,416,264,344,408
45,296,288,256,248,256,328,344,344,280,272,272,320,328,328,96,144,168,224,272,168,224,280,264,352,416,264,344,408
