frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.22,27.65,27.88,28.34,28.1,27.88,28.34,28.1,27.43,28.34,29.05,27.22,28.34,29.3,27.43,27.22,27.88,27.43
1,27.22,27.65,27.88,28.34,28.34,27.88,28.34,27.88,27.43,28.34,29.05,27.22,28.34,29.3,27.43,27.22,27.18,27.65
2,27.22,27.65,27.88,28.34,28.1,27.65,28.34,27.88,27.43,28.1,29.05,27.43,28.34,29.3,27.43,27.22,27.65,27.65
3,27.01,27.65,27.65,28.34,28.34,27.65,28.34,28.1,27.43,28.34,29.05,27.43,28.57,29.3,27.22,27.22,27.65,27.43
4,27.01,27.43,27.65,28.34,28.34,27.65,28.57,28.1,27.43,28.34,29.05,27.43,28.34,29.3,27.22,27.22,27.43,27.43
5,27.01,27.43,27.65,28.34,28.34,27.65,28.57,28.1,27.43,28.34,29.05,27.43,28.57,29.3,27.01,27.22,27.43,27.43
6,26.8,27.43,27.65,28.34,28.57,27.65,28.34,27.88,27.43,28.34,29.05,27.43,28.34,29.3,27.01,26.8,27.18,27.43
7,26.59,27.43,27.43,28.1,28.1,27.43,28.34,27.88,27.43,28.34,29.05,27.22,28.57,29.3,26.59,26.59,27.18,27.01
8,27.22,27.43,27.43,28.1,28.1,27.43,28.1,28.1,27.43,28.34,29.05,27.22,28.34,29.3,26.59,27.01,27.22,27.49
9,27.22,27.22,27.22,28.1,28.1,27.22,28.1,27.88,27.43,28.57,29.05,27.43,28.81,29.3,26.39,26.39,27.18,27.49
10,27.22,27.22,27.22,28.1,27.88,27.22,27.88,28.1,27.88,28.57,29.05,27.88,28.81,29.3,27.22,27.43,27.22,27.49
11,27.01,27.01,26.8,28.1,27.88,27.22,27.88,27.34,28.1,28.57,29.05,28.1,28.57,29.3,27.01,27.22,26.59,27.65
12,27.01,27.22,26.8,27.65,27.65,27.65,27.88,27.22,28.1,28.57,29.05,28.1,28.57,29.3,27.01,27.22,27.22,27.22
13,27.88,27.22,26.59,27.88,27.88,27.88,27.43,27.65,28.1,28.34,29.05,28.1,28.57,29.3,27.22,27.22,26.8,27.49
14,27.22,27.43,26.39,27.88,27.88,27.43,27.65,27.34,28.34,28.81,29.05,28.34,28.34,29.3,27.65,27.43,26.8,27.49
15,27.22,27.01,26.39,27.65,28.1,27.22,27.22,27.22,28.34,28.57,29.05,28.81,28.34,29.3,27.43,27.22,26.39,27.49
16,27.22,27.01,26.39,27.65,28.34,27.22,26.84,27.34,28.57,28.81,29.05,28.81,28.34,29.3,27.43,27.22,26.39,27.49
17,27.13,27.01,26.19,27.43,28.34,27.22,26.84,27.34,28.57,28.57,29.05,29.05,28.34,29.3,27.28,27.22,26.59,27.49
18,27.13,25.8,25.6,27.22,28.34,26.59,27.22,27.34,28.57,28.57,29.05,29.05,28.34,29.05,27.01,27.01,25.8,27.49
19,24.0,25.42,25.42,26.8,28.34,24.0,27.22,27.34,28.81,28.34,29.05,27.65,28.1,29.05,23.84,24.0,25.6,27.49
20,23.84,25.6,25.6,26.59,28.34,23.84,26.39,27.34,28.57,28.34,29.05,27.22,28.1,29.05,23.84,23.84,26.59,27.49
21,24.0,26.39,27.37,26.59,28.34,24.0,23.84,27.01,28.81,28.34,29.05,26.59,28.1,28.81,27.28,27.17,27.18,27.49
22,27.13,27.15,27.37,26.39,28.34,26.47,23.67,26.8,28.81,28.81,29.05,26.59,28.1,29.05,27.28,27.17,27.18,27.49
23,27.13,27.15,27.37,27.67,28.57,26.47,24.17,24.17,28.57,28.81,29.05,26.8,28.1,29.05,27.28,27.17,27.18,27.49
24,27.13,27.15,27.37,27.67,28.57,26.47,24.0,27.34,28.34,28.57,29.05,28.1,28.34,29.05,27.28,27.17,27.18,27.49
25,27.13,27.15,27.37,26.19,28.34,26.47,24.0,27.34,28.34,28.81,29.05,27.22,28.34,29.05,27.28,27.17,27.18,27.49
26,27.13,27.15,27.37,26.19,27.65,26.47,24.0,27.34,28.34,28.34,29.05,29.05,28.34,29.05,27.28,27.17,27.18,27.49
27,27.13,27.15,27.37,26.39,27.43,25.42,24.51,27.34,28.1,28.34,28.81,28.81,28.34,29.3,27.28,27.17,27.18,27.49
28,27.13,26.19,27.37,26.8,27.22,24.51,25.05,24.87,28.1,28.34,29.05,28.57,28.34,29.3,27.28,27.17,27.18,27.49
29,27.13,26.39,26.19,26.59,27.01,25.99,26.84,25.23,27.65,28.1,29.05,28.1,28.34,29.3,27.28,27.17,27.18,27.49
30,27.13,26.39,26.59,26.8,26.8,26.39,26.84,27.34,27.43,28.1,28.81,27.88,28.57,29.3,27.28,27.17,27.18,27.49
31,27.13,26.39,26.59,26.59,26.8,27.22,26.84,27.34,27.43,27.88,28.81,27.88,28.34,29.3,27.28,27.17,27.18,26.19
32,27.13,26.59,26.59,26.39,26.39,27.65,26.84,27.34,27.22,27.65,28.81,27.22,28.34,29.3,27.28,26.59,27.18,26.19
33,27.13,26.59,26.59,26.39,26.39,27.65,26.84,27.34,27.22,27.65,28.81,27.22,28.1,29.3,27.28,26.59,27.18,26.39
34,27.13,26.59,26.59,26.59,26.39,27.88,28.34,26.59,27.22,27.88,28.81,27.01,28.1,29.3,27.28,27.17,27.18,26.39
35,27.13,26.8,26.59,27.22,26.59,27.65,27.88,27.34,27.22,27.65,28.81,27.22,28.1,29.05,27.28,27.01,27.18,26.59
36,27.13,27.01,27.01,27.22,27.22,27.88,27.43,28.1,27.22,28.1,29.05,27.22,28.1,29.3,27.28,27.22,27.18,27.01
37,27.13,27.01,27.22,27.01,26.39,27.88,27.88,27.88,27.43,28.1,28.81,27.43,27.88,29.3,27.28,27.22,27.18,27.22
38,27.43,27.22,27.43,27.43,26.59,27.88,27.88,27.22,27.43,28.1,28.81,27.22,28.1,29.3,27.28,27.22,27.18,27.43
39,27.43,27.22,27.43,27.43,26.59,27.65,27.88,27.22,27.43,28.1,29.05,27.22,27.88,29.3,28.1,27.22,27.18,27.65
40,27.43,27.43,27.65,27.43,26.59,27.88,27.43,27.22,27.65,28.1,28.81,27.43,28.1,29.3,27.88,27.22,27.18,27.88
41,27.65,27.43,28.1,27.65,26.59,27.43,27.01,27.01,27.65,28.1,29.05,27.43,28.34,29.05,27.88,27.43,27.18,28.34
42,27.65,27.43,28.1,27.88,26.8,27.01,27.01,27.01,27.65,28.1,29.05,27.43,28.1,29.3,27.88,27.43,27.18,28.1
43,27.65,27.43,28.1,28.1,27.01,27.01,27.65,27.22,27.88,28.34,29.05,27.43,28.34,29.3,27.88,27.43,27.18,28.1
44,27.88,27.43,28.34,28.34,27.22,27.01,27.88,27.01,27.88,28.34,29.05,27.43,28.1,29.3,27.88,27.65,27.18,28.34
45,27.88,27.65,28.34,28.34,27.22,27.01,27.88,27.34,27.88,28.34,29.05,27.65,28.1,29.3,27.88,27.88,27.18,28.1
46,27.88,27.88,28.57,28.34,27.43,27.01,26.84,27.34,28.1,28.34,29.05,27.65,28.1,29.3,28.1,27.88,27.88,27.49
47,27.88,27.88,28.81,28.34,27.65,26.39,27.65,27.34,28.1,28.34,29.05,27.43,28.1,29.3,28.1,27.88,27.88,28.57
48,27.88,27.65,28.81,28.57,28.1,20.82,26.84,27.34,27.43,28.34,29.05,27.43,28.1,29.3,27.88,28.1,27.65,27.49
49,27.65,27.65,28.81,28.81,27.63,21.47,26.84,27.34,27.65,28.34,29.05,27.65,27.88,29.3,27.88,27.88,27.65,28.34
50,27.65,27.88,28.34,28.81,27.63,21.87,26.84,27.34,27.65,28.34,29.05,27.43,28.1,29.3,27.65,27.88,27.65,28.57
51,27.65,27.88,28.81,29.05,27.63,22.74,26.84,28.57,27.43,28.34,29.05,27.65,28.1,29.3,27.65,27.88,27.65,27.49
52,27.65,27.65,28.34,29.05,27.63,23.51,26.84,27.34,27.65,28.34,29.05,27.43,27.88,29.3,27.88,27.88,27.65,27.49
53,27.65,27.65,28.34,29.05,27.63,24.87,22.01,27.34,27.43,28.34,29.05,27.65,28.1,29.3,27.88,27.88,27.65,27.49
