frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.43,28.34,28.34,28.57,28.34,28.1,28.81,28.1,27.65,28.34,29.05,27.88,28.34,29.55
1,27.43,28.34,28.34,28.57,28.1,28.1,28.81,28.1,27.88,28.34,29.05,27.88,28.34,29.3
2,27.43,28.34,28.34,28.57,28.1,28.1,28.81,28.34,28.1,28.34,29.05,27.88,28.34,29.3
3,27.43,28.34,28.34,28.57,28.34,28.1,29.05,28.34,27.88,28.34,29.05,28.1,28.34,29.3
4,27.43,28.34,28.34,28.57,28.34,28.1,29.05,28.34,27.88,28.34,29.05,27.88,28.34,29.3
5,27.43,28.34,28.34,28.57,28.34,28.1,29.05,28.1,27.88,28.34,29.05,28.1,28.34,29.55
6,27.43,28.34,28.34,28.57,28.1,28.1,29.05,28.34,27.88,28.34,29.05,28.1,28.34,29.3
7,27.22,28.1,28.1,28.57,28.1,28.1,29.05,28.1,27.88,28.34,29.05,28.1,28.34,29.3
8,27.22,28.1,28.1,28.34,28.1,28.1,29.05,28.34,27.88,28.34,29.05,28.1,28.1,29.3
9,27.22,28.1,28.1,28.34,28.34,28.1,29.05,28.57,27.88,28.34,29.05,28.1,28.1,29.3
10,27.22,28.1,27.88,28.1,28.1,28.1,29.05,28.81,27.88,28.1,29.05,27.88,28.1,29.3
11,27.43,28.1,27.43,28.1,27.88,28.1,29.3,29.05,27.88,28.1,29.05,27.88,28.1,29.3
12,27.43,28.1,27.43,27.22,27.65,28.57,29.55,29.3,27.43,27.65,28.81,27.88,27.88,29.3
13,27.65,28.1,27.43,27.22,28.1,28.57,29.8,30.06,26.59,27.65,29.05,27.88,28.1,29.3
14,27.65,28.1,27.43,27.01,28.34,28.57,30.33,27.83,27.43,27.65,28.81,27.88,28.1,29.3
