frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.22,27.65,27.88,28.1,27.88,27.88,28.57,28.1,27.65,28.1,28.81,27.43,28.1,29.05,27.43,27.22,27.54,27.43
1,27.43,27.65,28.1,28.1,27.88,27.88,28.81,28.34,27.65,28.1,28.81,27.43,28.1,28.81,27.65,27.43,27.65,27.65
2,27.22,27.65,27.88,28.1,27.65,27.88,28.57,28.1,27.22,28.1,28.81,27.43,28.1,28.81,27.43,27.22,27.54,27.65
3,27.22,27.65,27.88,27.88,27.88,27.88,28.57,28.1,27.65,28.1,28.81,27.43,28.1,28.81,27.43,27.22,27.54,27.65
4,27.43,27.65,28.1,28.1,27.88,28.1,28.81,28.1,27.22,28.1,28.81,27.43,28.1,29.05,27.43,27.43,27.54,27.43
5,27.43,27.65,28.1,28.1,27.88,28.1,28.57,28.1,27.22,28.1,29.05,27.43,28.1,28.81,27.43,27.43,27.54,27.65
6,27.43,27.65,27.88,28.1,27.88,28.1,28.81,28.1,27.65,28.1,28.81,27.43,28.1,28.81,27.43,27.43,27.54,27.65
7,27.43,27.88,28.1,28.1,27.88,28.1,28.57,28.1,27.43,28.1,28.81,27.43,28.1,28.81,27.65,27.43,27.54,27.65
8,27.43,27.65,27.88,28.1,27.88,27.88,28.81,27.88,27.22,28.1,28.81,27.43,28.1,28.81,27.43,27.43,27.54,27.88
9,27.43,27.65,27.88,28.1,27.88,27.88,28.57,26.59,27.65,28.1,28.81,27.01,28.1,28.81,27.43,27.43,27.54,27.88
10,27.65,27.88,28.1,28.1,27.88,28.1,28.1,27.43,27.22,28.1,28.81,25.99,28.1,28.81,27.43,27.65,27.88,27.65
11,27.65,27.88,28.1,28.34,27.88,28.1,28.1,28.1,27.65,28.1,28.81,25.6,28.1,29.05,27.43,27.65,27.54,27.43
12,27.43,27.88,28.1,28.34,27.88,27.88,27.22,27.88,27.65,28.1,28.81,27.43,28.1,28.81,27.65,27.43,27.54,27.88
13,27.43,27.88,28.1,28.34,27.88,27.88,27.01,27.22,27.43,28.1,28.81,27.43,28.34,29.05,27.65,27.65,27.54,28.1
14,27.43,27.88,28.1,28.1,27.88,27.65,26.39,25.42,27.22,28.1,28.81,27.43,28.34,29.05,27.65,27.43,27.54,27.88
15,27.43,27.65,28.1,28.1,28.1,27.65,25.8,27.01,27.22,28.1,28.81,27.22,28.34,29.05,27.65,27.65,27.54,27.65
16,27.65,27.88,25.42,28.34,28.1,27.43,28.34,25.05,27.43,28.1,28.81,27.43,28.34,29.05,27.65,27.43,27.54,27.88
17,27.43,25.05,25.05,28.81,27.88,26.59,28.1,27.67,27.22,28.1,28.81,27.43,28.34,28.81,27.65,27.65,27.54,27.88
18,27.43,25.05,24.87,28.57,28.1,26.39,28.1,27.67,27.22,28.1,28.81,27.43,28.34,28.81,27.65,27.65,27.54,27.65
19,27.43,24.87,28.1,28.57,28.1,26.19,27.65,27.65,27.43,28.1,28.81,27.22,28.34,28.81,27.65,27.65,27.54,27.65
20,28.1,27.88,28.34,28.57,28.1,25.99,26.59,25.05,27.22,28.1,28.81,27.43,28.1,28.81,27.65,27.65,28.1,27.65
21,27.65,27.88,28.1,28.34,28.1,27.65,27.01,27.67,27.22,28.1,28.81,27.22,28.1,28.81,24.0,27.65,24.0,24.69
22,27.88,27.88,28.34,28.57,28.1,27.65,28.06,27.67,27.65,28.1,28.81,27.43,28.1,28.81,27.65,27.88,27.88,28.34
23,27.65,27.88,28.1,28.57,28.34,27.22,28.06,27.67,27.65,28.1,28.81,27.43,28.1,28.81,27.65,27.65,27.54,27.65
24,27.65,27.65,28.1,28.57,28.1,27.43,28.06,27.67,27.65,28.1,28.81,27.43,28.1,28.81,27.65,27.65,27.54,28.1
25,27.65,27.65,28.1,28.57,28.1,27.65,28.06,27.67,27.43,28.1,28.81,27.43,28.1,28.81,27.65,27.65,27.54,27.65
26,27.65,27.65,28.1,28.34,28.1,27.88,28.06,27.67,27.43,28.1,28.81,27.43,28.1,28.81,27.65,27.65,27.65,27.88
27,27.65,27.65,28.1,28.34,28.1,28.1,28.06,27.67,27.43,28.1,28.81,27.43,28.1,29.05,27.65,27.65,27.65,27.88
