frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,30.59,30.87,30.59,30.59,30.33,31.15,30.87,30.33,30.59,28.32,28.1,30.33,29.05,27.88
1,30.33,30.87,30.87,30.59,30.33,31.15,30.87,30.59,30.59,28.32,28.1,30.59,29.05,28.1
2,30.59,30.59,30.59,30.59,29.3,31.15,30.87,30.33,30.59,28.32,28.1,30.33,29.3,27.88
3,30.33,30.87,30.59,30.59,29.55,31.15,30.87,30.33,30.59,28.32,28.34,30.33,29.3,28.34
4,30.33,30.59,30.59,30.59,29.3,31.15,30.87,30.59,30.59,28.32,28.1,30.59,29.05,28.34
5,30.33,30.59,30.87,30.59,29.55,31.15,30.59,30.33,30.59,28.32,28.1,30.33,29.05,28.34
6,30.06,30.59,30.59,30.59,29.3,31.15,30.59,30.59,30.59,28.32,28.1,30.59,29.05,28.34
7,30.06,30.33,30.59,30.59,29.55,30.87,30.87,30.33,30.59,28.32,28.1,30.33,29.05,28.34
8,30.06,30.33,30.59,30.59,29.3,30.87,30.87,30.33,30.33,28.32,28.1,30.33,29.05,28.34
9,29.3,29.8,30.06,30.59,29.55,30.06,30.59,30.33,30.33,28.32,28.34,30.33,29.05,28.57
10,29.3,29.05,29.8,30.33,29.55,29.8,30.33,30.06,30.33,28.32,28.34,30.06,29.05,28.34
11,29.05,28.81,29.55,30.06,29.55,29.55,30.06,30.06,30.59,28.32,28.1,30.06,29.05,28.57
12,28.34,28.34,29.3,30.06,29.55,29.3,30.06,30.06,30.33,28.32,28.34,30.06,30.06,28.57
13,28.34,28.34,29.05,29.55,29.8,29.55,29.8,30.06,29.8,28.57,28.34,30.06,30.06,28.57
14,28.96,28.1,29.28,29.55,30.06,29.05,29.3,30.06,30.06,29.05,28.34,29.8,30.06,28.57
15,28.96,27.65,29.28,29.55,29.55,29.05,29.05,29.8,29.8,28.34,28.34,29.8,28.81,28.57
16,28.96,27.43,29.28,29.05,29.3,28.81,29.05,29.8,29.55,28.34,28.34,29.8,28.34,28.57
17,28.96,27.43,29.28,29.05,29.8,29.35,28.81,29.8,29.55,28.34,28.34,29.3,28.34,28.57
18,28.96,27.22,29.28,28.57,29.05,29.35,28.81,29.8,29.55,28.1,28.34,29.05,28.57,28.57
19,28.96,27.22,29.28,28.34,29.05,29.35,28.34,29.8,29.05,28.34,28.34,28.81,28.34,28.81
20,28.96,27.22,29.28,28.34,29.05,29.35,28.34,28.57,29.3,28.34,28.34,29.55,28.57,28.81
21,28.96,27.22,29.28,28.34,28.34,29.35,28.34,28.34,29.3,28.34,28.34,29.55,28.57,29.05
22,28.96,27.43,29.28,28.34,28.81,29.35,28.34,28.1,29.3,28.34,28.34,29.3,28.81,29.05
23,28.96,27.43,28.34,28.34,28.57,28.34,28.57,28.34,29.05,28.34,28.81,29.05,28.34,29.05
24,28.96,27.43,28.34,28.1,28.57,28.1,28.57,28.34,28.81,28.34,28.81,29.05,28.57,29.05
25,27.65,28.1,28.34,28.34,28.57,28.1,28.57,28.1,28.57,28.34,28.81,28.81,28.34,29.3
26,27.65,28.1,28.1,28.34,28.57,28.1,28.57,28.34,28.34,28.34,29.05,28.57,28.34,29.05
27,27.88,28.1,28.1,28.34,28.57,28.1,28.81,28.81,28.34,28.34,28.81,28.57,28.57,29.3
28,27.65,28.34,28.1,28.57,28.81,28.1,28.81,29.05,28.34,28.34,29.05,28.34,28.57,29.05
29,27.88,28.34,28.34,28.34,28.81,28.1,28.81,28.81,28.1,28.34,29.05,28.1,28.34,29.3
30,28.1,28.34,28.34,28.34,28.81,28.1,28.81,28.81,28.1,28.34,28.81,28.1,28.34,29.3
31,27.88,28.34,28.1,28.34,28.57,28.1,29.05,28.81,27.88,28.34,29.05,28.1,28.34,29.3
32,28.1,28.34,28.1,28.34,28.57,28.1,28.81,28.81,27.88,28.1,29.05,27.88,28.34,29.3
33,28.1,28.57,28.34,28.57,28.34,28.1,28.81,28.57,27.65,28.1,29.05,27.88,28.34,29.3
34,28.1,28.57,28.34,28.34,28.34,28.1,28.81,28.34,27.65,28.1,29.05,27.88,28.34,29.3
35,28.1,28.34,28.1,28.34,28.34,28.1,28.81,28.34,27.65,27.88,29.05,27.88,28.34,29.3
