frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.01,27.43,27.43,27.65,28.1,27.43,28.1,27.88,27.22,28.1,28.81,27.22,28.1,28.81,27.01,27.01,27.43,27.43
1,27.01,27.43,27.43,27.88,28.1,27.43,28.1,27.88,27.22,28.1,28.57,27.22,28.1,28.81,26.8,26.8,27.43,27.43
2,26.8,27.22,27.43,27.88,28.1,27.43,28.1,28.1,27.22,28.1,28.81,27.22,28.1,28.81,26.8,26.8,27.43,27.22
3,26.59,27.43,27.43,27.88,28.1,27.43,28.1,28.1,27.22,28.1,28.57,27.22,28.1,29.05,26.59,26.8,27.22,27.01
4,26.8,27.43,27.43,27.88,28.1,27.22,28.1,28.1,27.22,28.1,28.57,27.22,28.1,28.81,26.59,26.59,27.65,26.97
5,25.6,27.01,26.8,27.43,28.34,27.01,28.1,27.49,27.65,28.1,28.57,28.1,28.1,28.57,25.42,25.23,27.43,25.42
6,24.87,26.59,26.59,27.43,28.57,27.01,27.88,27.49,27.88,28.1,28.57,28.34,28.1,28.81,25.23,24.87,26.8,25.05
7,24.87,26.39,26.39,27.22,28.57,27.01,27.65,28.1,28.1,28.1,28.57,28.34,28.1,28.57,24.69,24.87,26.19,26.97
8,24.51,25.99,26.39,27.22,28.81,25.6,27.22,27.65,28.34,27.88,28.34,28.57,27.88,28.57,24.51,24.51,27.05,26.97
9,24.34,25.23,26.39,26.8,28.34,24.87,27.01,27.49,28.1,27.65,28.1,28.34,27.65,28.34,24.34,24.51,27.05,24.51
10,24.34,26.19,26.98,26.8,28.81,24.51,26.8,27.43,28.34,27.43,28.1,28.34,27.65,28.1,24.34,24.17,27.05,26.97
11,24.51,26.19,26.19,27.22,29.05,24.87,27.01,27.01,28.34,27.43,27.88,27.43,27.43,28.1,24.51,24.17,26.19,26.97
12,24.51,25.23,26.19,27.65,29.05,24.87,27.01,27.01,28.34,27.22,27.43,27.01,27.43,28.1,24.17,24.17,25.8,26.97
13,24.34,25.6,26.39,27.43,28.57,24.34,26.59,26.8,28.34,27.22,27.01,26.8,27.22,27.43,24.34,24.17,25.6,26.97
14,24.17,26.39,26.98,27.22,27.65,24.17,26.39,26.59,27.43,27.22,26.19,26.59,27.65,26.8,24.34,24.17,25.6,26.97
15,24.17,26.39,26.98,28.1,28.1,24.17,26.39,26.59,28.1,27.22,25.99,26.59,27.01,26.59,24.17,24.34,26.39,26.97
16,24.34,26.19,26.59,27.22,28.34,24.34,26.8,26.8,28.1,27.43,25.99,26.59,27.01,26.59,24.17,24.51,25.8,26.97
17,24.34,26.19,26.59,27.22,28.34,24.69,26.8,27.01,28.1,27.01,28.57,26.59,26.59,28.42,24.17,24.34,24.87,26.97
18,24.34,26.39,26.39,27.22,28.34,24.87,26.8,27.01,28.1,27.01,28.57,26.59,27.01,26.59,24.34,24.34,24.87,26.97
19,24.17,26.19,26.98,28.1,28.1,24.51,26.59,27.01,28.1,27.43,26.19,26.59,27.01,26.59,24.17,24.17,27.05,26.97
20,24.51,26.19,26.19,28.1,28.81,24.51,26.8,27.01,28.1,27.22,26.59,26.59,26.8,27.22,24.17,24.34,24.87,26.97
21,24.69,26.19,25.99,28.81,28.34,24.87,26.8,27.22,27.65,27.22,26.8,26.8,27.22,27.43,24.34,24.17,24.87,26.97
22,24.34,26.19,26.98,28.34,28.34,24.69,26.8,27.49,28.1,27.22,27.01,27.01,27.22,27.65,24.34,24.34,25.8,26.97
23,24.51,26.39,26.98,27.43,28.34,24.87,26.8,27.43,28.34,27.43,27.43,27.01,27.65,28.1,24.51,24.69,25.8,26.97
24,24.51,25.6,26.98,27.01,28.34,24.69,26.59,27.65,27.43,27.22,27.65,27.01,27.43,28.1,24.69,24.87,27.05,26.97
25,24.87,25.23,26.98,26.39,28.1,24.69,26.59,27.65,27.88,27.43,27.88,27.22,27.43,28.1,24.87,24.87,27.05,26.97
26,26.01,25.42,26.98,27.01,28.34,25.05,26.59,27.65,27.88,27.43,27.88,27.43,27.43,28.34,26.04,26.0,27.05,25.05
