frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,32.01,32.31,32.62,32.62,32.31,32.31,33.24,32.62,32.01,32.62,33.57,32.01,32.93,33.24,32.01,32.31,32.31,32.62
1,32.01,32.31,32.31,32.62,32.31,32.31,33.24,32.62,32.01,32.62,33.57,32.01,32.62,33.57,32.62,32.31,32.62,32.62
2,32.01,32.31,32.31,32.62,32.31,32.31,32.93,32.31,32.31,32.62,33.57,32.01,32.62,32.93,32.31,32.01,32.31,32.31
3,32.01,32.31,32.31,32.62,32.31,32.31,32.93,32.31,32.31,32.62,33.57,32.01,32.62,33.24,32.31,32.01,32.31,32.62
4,32.01,32.31,32.31,32.62,32.31,32.31,32.93,32.62,32.01,32.62,33.57,32.31,32.62,33.24,32.01,32.01,32.01,32.62
5,31.72,32.31,32.31,32.62,32.31,32.31,32.93,32.31,31.72,32.62,33.57,32.01,32.62,32.93,32.31,32.01,32.31,32.31
6,32.31,32.31,32.31,32.62,32.31,32.31,32.93,32.62,32.01,32.62,33.57,32.01,32.62,33.24,31.72,32.01,32.31,32.31
7,32.31,32.31,32.31,32.62,32.31,32.31,32.62,32.31,31.72,32.62,33.57,32.01,32.62,32.93,32.01,31.72,32.01,32.31
8,32.31,32.31,32.31,32.62,32.31,32.31,32.93,32.93,31.72,32.62,33.57,32.01,32.93,33.57,31.72,31.72,32.01,32.01
9,32.01,32.31,32.31,32.62,32.31,32.31,32.93,32.62,31.72,32.62,33.57,32.01,32.93,33.57,31.72,31.72,30.48,32.31
10,31.72,32.31,32.31,32.62,32.31,32.62,32.62,32.93,32.01,32.31,33.24,31.72,32.62,33.24,32.01,31.72,30.48,32.31
11,32.31,32.31,32.31,32.62,32.62,32.62,33.24,32.93,32.01,32.01,33.24,31.72,32.62,33.57,32.01,31.43,30.48,32.01
12,32.31,32.31,32.31,32.62,32.31,32.31,33.24,32.93,32.01,31.72,32.93,31.72,32.62,32.93,32.31,31.43,30.48,32.01
13,32.01,32.31,32.31,32.62,32.31,32.31,33.24,32.62,31.72,31.43,32.62,31.72,32.62,33.57,32.01,31.72,30.48,31.72
14,32.01,32.31,32.31,32.62,32.31,32.31,33.24,32.62,31.72,31.43,32.62,31.72,32.62,33.24,32.01,31.72,30.48,32.31
15,32.01,32.01,32.31,32.31,32.31,32.31,32.93,32.62,31.72,31.15,32.31,31.72,32.62,33.57,32.31,31.72,30.48,31.72
16,32.01,32.01,32.31,32.31,32.31,32.31,32.93,32.62,31.72,30.87,31.43,31.43,32.62,33.24,31.72,31.43,30.48,30.88
17,32.01,32.01,32.01,32.31,32.31,32.31,32.93,32.01,31.72,30.59,31.15,31.15,32.31,33.24,32.01,31.43,30.48,30.88
18,31.72,31.72,31.72,32.31,32.31,32.01,32.62,32.62,31.43,30.33,30.33,31.43,32.62,33.24,31.72,31.43,30.48,31.43
19,31.43,31.72,31.72,32.31,30.63,32.01,32.62,32.31,31.43,30.33,29.8,31.15,32.62,32.93,32.31,31.15,30.48,31.43
20,31.43,31.72,31.43,31.72,30.63,32.01,32.62,32.31,31.15,30.06,29.3,31.15,32.62,32.93,31.15,31.15,30.48,31.15
21,31.72,31.43,31.43,31.43,30.63,31.72,32.31,31.72,31.15,30.06,29.3,30.87,32.31,33.57,31.15,30.87,30.48,31.15
22,31.43,31.43,31.43,31.15,30.63,31.43,32.31,32.01,31.15,29.8,29.05,31.15,32.31,33.24,31.15,30.87,30.48,31.43
23,31.15,30.87,31.43,31.15,30.87,31.15,32.01,31.43,30.59,29.55,28.81,30.87,31.43,33.24,30.63,30.87,30.48,31.15
24,31.15,30.87,31.15,31.15,30.59,30.59,31.72,31.15,30.33,29.3,28.81,31.15,31.72,32.93,30.63,30.59,31.43,31.43
25,30.59,30.33,30.59,30.87,30.63,30.06,31.15,31.15,30.06,28.81,28.57,30.59,31.72,32.93,31.15,30.87,31.15,31.15
26,30.59,30.06,30.33,30.59,30.63,30.33,30.59,30.87,29.8,28.81,28.34,30.59,31.72,32.93,30.59,30.59,30.87,30.87
27,30.06,29.55,30.33,30.84,30.63,30.06,30.59,31.51,29.3,28.34,28.34,30.33,31.15,32.93,30.06,30.33,30.06,30.06
28,29.3,29.3,29.8,30.84,30.63,29.8,30.33,31.51,29.05,27.88,28.34,30.06,31.14,32.93,29.55,29.55,29.55,29.8
29,29.3,29.3,29.55,29.8,30.63,29.8,30.33,31.51,28.57,27.43,28.1,29.8,31.14,31.8,29.3,29.55,29.3,29.55
30,29.05,29.05,29.3,29.3,30.63,29.55,30.06,31.51,28.34,27.43,28.1,29.8,33.9,33.9,29.3,29.55,29.3,29.3
31,28.81,28.81,29.3,29.3,30.63,29.55,29.3,30.06,28.1,27.22,28.1,29.3,33.9,33.9,29.05,29.05,29.05,29.3
32,28.57,28.57,29.05,29.05,28.57,29.05,29.3,30.06,28.57,26.59,27.88,29.05,32.93,32.93,29.05,28.81,28.81,29.05
33,28.81,28.1,29.05,29.05,28.57,28.34,29.3,29.05,28.34,26.59,27.65,29.05,28.81,28.81,28.81,28.57,28.81,28.57
34,28.34,28.1,28.34,28.81,28.81,28.34,29.3,31.51,28.81,26.59,27.88,28.57,28.57,28.57,28.34,28.1,29.05,28.57
35,27.88,28.34,28.34,29.05,28.81,28.34,29.3,31.51,28.57,27.01,27.43,28.57,28.57,28.57,27.43,27.43,30.48,28.34
36,27.43,28.1,28.34,28.81,28.81,28.34,28.81,31.51,28.57,27.22,27.22,28.81,28.57,28.57,27.65,27.43,30.48,27.88
37,27.22,27.65,28.34,29.05,29.05,28.57,28.57,28.81,28.57,27.43,27.22,28.57,28.1,29.05,27.43,27.43,30.48,27.65
38,27.43,27.43,30.63,28.34,29.05,31.13,28.57,28.57,28.1,28.34,27.01,28.34,28.57,29.05,27.43,27.43,27.43,30.88
39,30.6,27.22,27.22,28.34,29.05,31.13,28.57,28.81,28.1,28.34,27.01,28.34,28.57,28.81,30.63,30.55,30.48,30.88
40,30.6,27.22,30.63,28.34,28.57,31.13,31.36,31.51,27.88,28.34,27.01,28.34,28.57,28.81,30.63,30.55,30.48,30.88
41,30.6,27.22,30.63,28.34,28.34,31.13,31.36,31.51,28.1,28.34,27.01,28.1,28.34,28.81,30.63,30.55,30.48,30.88
42,30.6,30.29,27.43,30.84,28.1,31.13,31.36,31.51,27.88,28.57,26.39,27.88,28.34,28.81,30.63,30.55,30.48,30.88
