frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.22,27.88,27.88,28.34,27.88,27.65,28.1,27.88,27.43,28.1,28.34,27.43,27.88,28.57,27.22,27.22,27.43,27.65
1,27.22,27.65,27.88,28.1,27.88,27.65,28.1,27.88,27.43,28.1,28.34,27.43,27.88,29.05,27.22,27.22,27.43,27.65
2,27.22,27.65,27.88,28.34,27.88,27.65,28.1,27.88,27.43,28.1,28.34,27.65,27.88,28.81,27.22,27.22,27.22,27.11
3,27.22,27.65,27.88,28.1,27.88,27.88,28.1,27.88,27.43,28.1,28.34,27.43,27.88,28.81,27.43,27.22,26.82,27.22
4,27.22,27.88,27.88,28.1,27.88,27.88,28.1,28.1,27.22,28.1,28.34,27.43,27.65,28.81,27.22,27.22,27.22,27.43
5,27.22,27.88,27.88,28.1,27.88,28.1,28.34,28.34,27.43,28.1,28.34,27.43,27.43,28.81,27.22,27.22,27.22,27.43
6,27.22,27.88,27.88,28.1,27.88,28.1,28.57,28.57,27.43,27.88,28.57,27.65,27.43,28.57,27.22,27.22,26.82,27.43
7,27.22,27.88,27.88,27.88,27.65,28.1,29.05,29.05,27.43,28.1,28.34,27.65,27.43,29.05,27.22,27.22,26.82,27.22
8,27.22,27.65,27.65,27.65,27.43,28.34,29.3,30.06,27.43,28.1,28.34,27.88,27.65,29.3,27.22,27.22,26.82,27.22
9,27.22,27.88,27.65,27.43,27.65,28.34,29.3,30.06,27.43,27.88,28.34,28.1,27.88,29.3,27.22,27.22,26.82,27.22
10,27.22,27.88,27.43,27.65,27.22,28.57,30.33,31.15,27.43,28.1,28.34,28.1,28.1,30.06,27.22,27.22,27.43,27.11
11,27.22,27.88,27.43,27.43,27.22,28.57,30.06,32.01,27.43,27.88,28.34,28.1,28.34,29.55,27.22,27.22,27.43,27.43
12,27.22,27.88,27.43,27.43,27.22,28.57,30.87,32.01,27.43,27.88,28.34,28.34,28.34,30.06,27.22,27.22,27.22,27.43
13,27.22,27.88,27.22,27.22,27.01,28.57,30.87,31.72,27.65,28.1,28.34,28.34,28.81,30.59,27.22,27.22,26.82,27.43
14,27.22,27.88,27.43,27.22,27.01,28.57,28.2,32.31,27.65,28.1,28.34,28.34,29.3,31.15,27.22,27.22,26.82,27.43
15,27.22,28.1,27.43,27.22,27.43,28.57,31.15,29.05,28.1,28.1,28.34,28.34,29.3,31.15,27.22,27.22,26.82,27.11
16,27.01,27.88,27.43,27.43,27.22,28.34,30.59,28.81,28.34,28.1,28.34,28.81,29.55,31.43,27.01,27.22,27.22,27.43
