frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,28.34,28.81,28.81,28.81,28.57,29.05,29.3,29.05,27.88,29.05,29.3,27.88,29.05,29.3
1,28.34,28.81,28.81,28.81,28.81,29.05,29.3,29.05,27.88,28.81,29.55,27.88,29.05,29.3
2,28.1,29.05,28.81,28.81,28.57,29.05,29.3,29.05,28.34,29.05,29.3,27.88,29.05,29.3
3,28.34,28.81,28.81,28.81,28.1,29.05,29.3,28.81,28.34,29.05,29.3,27.88,29.05,29.3
4,28.34,28.81,28.81,28.81,28.34,29.05,29.3,28.81,28.34,29.05,29.3,27.88,29.05,29.05
5,28.1,28.81,28.81,28.81,28.34,29.05,29.3,28.81,28.1,29.05,29.3,27.88,29.05,29.3
6,28.1,28.81,28.81,28.81,28.34,29.05,29.3,29.05,28.1,29.05,29.3,27.88,28.81,29.3
7,28.34,28.81,28.57,28.81,28.1,29.05,29.3,28.81,28.1,29.05,29.3,27.88,29.05,29.3
8,28.1,28.81,28.57,28.57,28.1,29.05,29.55,28.81,27.88,28.81,29.3,27.88,29.05,29.3
9,28.1,28.81,28.57,28.57,28.1,29.05,29.8,29.05,27.88,29.05,29.3,27.88,29.05,29.3
10,28.1,28.81,28.34,28.34,28.1,29.05,29.3,29.05,27.88,28.81,29.3,27.88,29.05,29.05
11,28.1,28.81,28.1,28.1,27.88,29.05,29.3,29.05,27.88,28.81,29.3,27.88,29.05,29.3
12,28.1,28.81,28.1,27.88,27.43,29.05,29.3,29.3,27.88,28.81,29.3,27.88,29.05,29.3
13,28.1,28.81,28.1,27.88,27.22,29.3,29.55,30.06,27.88,28.81,29.3,27.88,29.05,29.3
14,28.1,28.81,27.88,27.65,27.01,29.3,30.06,28.81,27.88,28.57,29.3,27.88,29.05,29.3
15,28.1,28.57,27.88,27.43,27.22,28.81,30.33,28.81,27.88,28.57,29.3,27.88,29.05,29.3
16,28.1,28.57,27.65,27.22,28.04,28.81,30.33,28.81,27.88,28.34,29.3,27.88,29.05,29.3
17,28.1,28.57,27.43,27.01,28.04,29.55,30.87,28.81,27.65,28.1,29.3,27.88,29.05,29.3
18,28.1,28.57,27.43,27.22,28.04,29.55,29.56,28.81,27.65,28.1,29.3,27.88,29.05,29.3
19,28.1,28.34,27.43,27.01,28.04,29.3,31.43,28.81,27.88,28.1,29.3,27.65,29.05,29.3
20,28.1,28.34,27.43,27.01,26.39,29.3,31.43,28.81,27.22,28.1,29.3,27.43,28.81,29.3
21,28.1,28.1,27.43,27.22,27.43,29.3,31.43,28.81,27.43,28.57,29.3,27.43,28.57,29.3
22,28.04,27.88,27.65,27.43,27.43,30.06,31.72,31.72,27.22,28.81,29.3,27.22,28.81,29.05
23,28.04,28.1,27.65,27.88,28.04,29.8,31.15,28.81,27.22,28.81,29.3,27.43,28.34,29.05
24,28.04,28.1,27.88,28.1,28.1,28.34,31.15,28.81,27.22,28.57,29.3,27.43,28.1,29.05
25,28.04,28.34,27.88,28.1,28.34,28.18,29.56,28.81,27.22,28.81,29.3,27.43,28.1,29.05
26,27.88,28.1,27.88,28.57,28.04,28.1,29.56,28.81,27.22,29.05,29.05,27.43,28.1,29.05
27,28.1,28.57,27.88,28.57,28.34,27.88,28.57,28.57,27.65,28.81,29.3,27.43,28.1,29.05
28,27.88,28.34,28.81,28.34,28.1,27.65,29.56,28.81,27.88,28.81,29.3,27.65,28.1,29.05
29,28.1,28.1,28.81,28.34,27.22,27.43,28.34,28.81,27.65,29.05,29.05,27.65,28.1,29.05
30,28.1,28.1,29.05,28.81,27.22,27.22,27.22,27.43,27.65,29.05,29.3,27.65,28.1,29.05
31,27.88,28.1,29.05,28.81,27.43,27.43,27.43,26.19,27.65,29.05,29.3,27.43,28.1,29.05
32,28.1,28.1,29.05,28.81,27.65,27.01,29.56,26.8,27.88,29.05,29.3,27.22,28.1,29.05
33,27.88,28.1,29.05,29.05,27.88,27.01,29.56,28.81,27.43,29.05,29.3,27.65,28.1,29.05
34,27.88,28.1,29.05,29.05,28.1,26.8,29.56,28.81,27.65,29.05,29.3,27.43,28.1,29.05
35,27.88,28.1,29.05,29.05,28.34,26.59,29.56,28.81,27.65,29.05,29.3,27.43,28.34,29.05
36,27.88,28.1,29.05,29.3,28.81,26.59,29.56,28.81,27.43,29.05,29.05,27.43,28.34,29.05
37,27.88,28.1,29.05,28.81,28.81,27.43,29.56,28.81,27.43,29.05,29.3,27.43,28.1,29.05
38,27.65,28.1,29.05,28.81,29.05,27.43,29.56,28.81,27.65,29.05,29.3,27.22,28.1,29.05
39,27.88,27.88,28.1,28.81,29.05,27.22,29.56,28.81,27.65,29.05,29.05,27.22,28.57,29.05
40,28.1,27.88,28.1,28.81,29.05,26.59,29.56,28.81,27.88,29.05,29.05,27.22,28.57,29.05
41,27.88,27.88,28.1,28.81,29.05,26.39,28.34,28.81,27.65,29.05,29.3,27.22,28.57,29.05
42,27.88,27.88,28.1,28.81,27.88,26.59,28.34,28.81,27.65,29.05,29.3,27.22,28.81,29.05
43,27.88,27.88,28.1,28.57,27.88,27.01,28.34,28.81,27.65,29.05,29.3,27.22,28.57,29.05
44,27.88,28.1,28.1,28.57,27.88,22.89,28.81,28.81,27.65,29.05,29.3,27.22,28.57,29.3
45,27.88,28.1,28.1,28.57,28.1,27.88,29.05,28.81,27.65,29.05,29.05,27.43,28.57,29.05
