frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.01,27.88,27.88,28.1,28.34,27.88,28.81,28.34,27.65,28.1,28.81,27.22,28.1,29.3
1,27.01,27.88,28.1,28.1,28.1,28.1,28.81,28.34,27.65,28.1,29.05,27.65,28.1,29.3
2,27.01,27.88,27.88,28.1,28.1,28.1,28.81,28.34,27.65,28.1,29.05,27.43,28.1,29.05
3,27.01,27.88,27.88,28.34,28.1,27.88,28.81,28.34,27.43,28.1,29.05,27.43,28.1,29.3
4,27.01,27.88,27.88,28.34,28.1,28.1,28.81,28.34,27.65,28.1,28.81,27.43,28.1,29.05
5,27.01,27.88,27.88,28.34,28.1,28.1,28.57,28.34,27.65,28.1,28.81,27.65,28.1,29.3
6,27.01,27.88,27.88,28.34,28.1,27.88,28.81,28.34,27.22,28.1,29.05,27.43,28.1,29.3
7,27.01,27.88,27.88,28.1,28.1,28.1,28.57,28.34,27.43,28.1,28.81,27.22,28.1,29.3
8,27.01,27.88,27.88,28.34,28.1,28.1,28.34,28.1,27.22,27.88,29.05,27.43,28.1,29.3
9,27.01,27.88,27.88,28.34,28.1,28.1,28.1,27.88,27.22,28.1,28.81,27.43,28.1,29.05
10,27.01,27.88,27.88,28.34,28.1,27.88,27.88,27.22,27.22,28.1,28.81,27.43,28.1,29.05
11,27.22,27.88,27.88,28.34,28.1,27.88,27.65,27.43,27.43,27.88,28.81,27.65,28.1,29.05
12,27.22,27.88,27.88,28.1,28.1,27.88,27.43,27.43,27.43,28.1,29.05,27.65,28.1,29.3
13,27.22,27.88,28.1,28.34,28.1,27.88,27.65,27.85,27.43,28.1,28.81,27.65,28.1,29.3
14,27.22,27.88,28.1,28.34,28.1,27.88,27.43,27.43,27.43,28.1,28.81,27.65,28.1,29.3
15,27.22,27.88,28.1,28.34,28.1,27.88,26.8,26.39,27.43,28.1,28.81,27.22,28.1,29.3
16,27.22,28.1,28.1,28.57,28.34,27.65,25.8,24.87,27.43,28.1,29.05,27.88,28.1,29.05
17,27.22,28.1,28.1,28.57,28.34,27.22,27.01,25.42,27.43,28.1,29.05,27.88,28.1,29.05
18,27.22,27.88,28.1,28.57,28.57,27.22,27.01,25.8,27.65,28.1,29.05,27.88,28.1,29.05
19,27.22,27.88,28.1,28.81,28.57,27.22,26.8,27.65,27.43,28.1,29.05,27.43,28.1,29.05
20,27.22,27.88,28.1,28.81,28.57,27.22,27.22,27.88,27.43,28.1,29.05,27.43,28.1,29.05
21,27.22,28.1,28.1,28.57,28.57,27.01,27.22,28.1,27.43,28.1,29.05,27.43,28.1,29.3
22,27.22,27.88,28.1,28.81,28.57,26.19,27.01,28.34,27.65,28.1,29.05,27.43,28.1,29.05
23,27.22,28.1,28.1,28.81,28.81,25.99,27.22,28.34,27.43,28.1,29.05,27.22,28.1,29.3
24,27.22,27.88,28.34,28.81,28.57,25.42,27.65,28.34,27.43,28.1,29.05,27.22,28.1,29.05
25,27.22,27.88,28.1,28.81,28.57,25.23,27.43,28.34,27.65,28.1,29.05,27.22,28.1,29.3
26,27.22,27.88,28.1,28.81,28.57,25.23,27.43,28.34,27.65,28.1,29.05,27.22,28.1,29.3
27,27.22,27.88,28.1,28.81,28.57,25.42,27.01,28.34,27.65,28.1,29.05,27.22,28.1,29.05
28,27.22,27.88,28.34,28.81,28.57,25.8,27.22,27.88,27.65,28.1,29.05,27.88,28.1,29.05
29,27.22,23.84,28.34,28.81,28.81,26.19,27.22,27.88,27.65,28.1,29.05,27.65,28.1,29.05
30,27.22,24.17,28.34,28.81,28.57,26.19,27.22,27.43,27.65,28.1,29.05,27.65,28.1,29.05
31,27.01,25.42,28.57,28.81,28.57,26.59,27.88,27.01,27.65,28.1,29.05,27.65,28.1,29.3
32,27.01,25.23,24.34,28.81,28.57,26.59,28.57,27.01,27.65,28.1,28.81,27.65,28.1,29.3
33,27.01,27.88,24.51,28.81,28.57,26.59,28.57,26.8,27.65,28.1,29.05,27.01,28.1,29.3
34,27.22,27.88,24.17,28.81,28.57,26.39,27.7,27.22,27.65,28.1,29.05,27.22,28.1,29.05
35,27.22,27.88,24.17,28.81,28.57,27.22,27.7,27.43,27.65,28.1,29.05,27.22,28.1,29.3
36,27.22,27.88,28.34,28.81,28.57,27.22,27.7,28.1,27.65,28.1,28.81,27.65,28.1,29.3
37,27.22,27.88,28.1,28.81,28.57,27.01,27.7,28.1,27.65,28.1,29.05,27.43,28.1,29.05
38,27.22,27.88,28.1,28.81,28.57,27.01,27.7,28.81,27.65,28.1,29.05,27.65,28.1,29.05
39,27.22,27.88,28.1,28.81,28.57,27.01,27.7,28.57,27.65,28.1,28.81,27.65,28.1,29.05
40,27.22,27.88,28.1,24.17,28.81,27.22,27.7,29.05,27.65,28.1,29.05,27.65,28.1,29.3
41,27.22,27.88,28.1,28.81,28.57,27.43,27.7,28.81,27.65,28.1,29.05,27.65,28.1,29.05
42,27.22,27.88,28.1,28.81,28.57,27.43,27.7,29.05,27.65,28.1,29.05,27.65,28.1,29.05
43,27.01,27.88,28.1,28.81,28.81,27.43,27.22,29.05,27.65,28.1,29.05,27.65,28.1,29.05
44,27.22,27.88,28.1,28.81,28.57,27.43,27.22,29.05,27.65,28.34,29.05,27.65,28.1,29.3
