frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.22,27.43,27.22,27.65,27.43,27.43,28.1,27.88,26.8,27.65,28.57,27.22,28.1,28.57
1,27.22,27.43,27.22,27.43,27.43,27.43,28.1,27.88,26.8,27.65,28.57,27.22,28.1,28.57
2,27.22,27.43,27.43,27.43,27.43,27.65,28.34,27.88,27.01,27.65,28.34,27.22,28.1,28.57
3,27.22,27.43,27.43,27.43,27.43,27.43,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.34
4,27.22,27.43,27.43,27.43,27.43,27.43,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.81
5,27.22,27.43,27.43,27.43,27.43,27.65,28.1,27.88,26.8,27.65,28.57,27.22,28.1,28.57
6,27.22,27.43,27.22,27.43,27.43,27.43,28.34,27.88,27.01,27.65,28.57,27.22,28.1,28.57
7,27.22,27.43,27.22,27.43,27.43,27.65,28.34,27.88,27.01,27.65,28.57,27.22,28.1,28.57
8,27.22,27.43,27.22,27.65,27.43,27.43,28.34,28.1,27.01,27.65,28.57,27.22,28.1,28.57
9,27.22,27.43,27.22,27.43,27.43,27.43,28.57,28.81,27.01,27.88,28.57,27.22,28.1,28.57
10,27.22,27.43,27.43,27.43,27.43,27.88,28.81,26.93,27.01,27.88,28.57,27.22,27.88,28.57
11,27.22,27.43,27.43,27.43,27.43,27.88,28.57,26.93,27.01,27.88,28.57,27.01,27.88,28.57
12,27.43,27.43,27.22,27.43,27.43,27.88,27.68,26.93,27.01,27.88,28.57,27.01,28.1,28.57
13,27.43,27.43,27.43,27.65,27.43,27.88,28.1,26.93,27.01,27.88,28.57,27.22,28.1,28.57
14,27.43,27.43,27.43,27.65,27.43,27.65,27.65,26.93,27.01,27.88,28.57,27.22,27.88,28.57
15,27.43,27.65,27.43,27.65,27.43,27.43,27.65,28.57,27.01,27.65,28.57,27.22,28.1,28.57
16,27.43,27.65,27.65,27.88,27.22,27.43,27.01,27.88,27.01,27.65,28.57,27.22,27.88,28.81
17,27.43,27.65,27.88,27.88,27.43,27.43,26.8,28.1,27.01,27.65,28.57,27.01,27.88,28.57
18,27.43,27.65,27.88,28.1,27.43,27.43,26.39,28.1,27.01,27.65,28.57,27.01,27.88,28.57
19,27.43,27.65,27.88,28.1,27.65,27.43,26.8,24.69,27.01,27.65,28.57,27.22,27.88,28.57
20,27.43,27.65,28.1,28.1,27.65,27.43,26.8,24.51,27.01,27.65,28.57,27.01,27.65,28.81
21,27.43,27.65,27.88,28.1,27.88,27.43,26.39,24.34,27.01,27.88,28.57,27.22,27.88,28.57
22,27.43,27.65,28.1,28.1,27.88,27.43,26.59,24.51,27.22,27.88,28.57,27.22,27.88,28.57
23,27.43,27.65,28.1,28.1,27.88,27.43,26.39,24.34,27.01,27.88,28.57,27.22,27.88,28.57
24,27.43,27.65,27.88,28.1,27.43,27.43,26.39,24.34,27.01,27.88,28.57,27.22,27.88,28.57
25,27.43,27.65,27.88,28.1,27.43,27.43,26.39,24.51,27.01,27.88,28.57,27.22,27.88,28.57
26,27.43,27.65,27.88,28.1,27.43,27.43,26.39,24.87,27.01,27.65,28.57,27.01,27.88,28.57
27,27.43,27.65,28.1,28.1,27.88,27.65,27.68,25.05,27.01,27.88,28.57,27.22,27.88,28.57
28,27.43,27.65,27.88,28.1,27.43,27.43,27.68,25.6,27.01,27.65,28.57,27.01,27.88,28.81
29,27.43,27.65,27.88,28.1,27.43,27.43,27.68,26.39,27.01,27.65,28.57,27.01,27.88,28.57
30,27.43,27.65,27.88,28.1,27.43,27.22,27.68,27.88,27.01,27.65,28.57,27.22,28.1,28.57
31,27.43,27.65,27.88,27.88,27.43,27.22,27.68,26.93,27.01,27.65,28.34,27.22,27.65,28.57
32,27.43,27.65,27.88,27.88,27.43,27.43,27.68,26.93,27.01,27.65,28.57,27.22,27.88,28.57
33,27.43,27.65,27.88,27.88,27.43,27.43,27.68,26.93,27.01,27.65,28.57,27.22,28.1,28.57
34,27.43,27.65,27.65,27.88,27.43,27.22,28.1,26.93,27.01,27.88,28.57,27.22,27.88,28.57
35,27.43,27.65,28.1,27.88,27.43,27.22,27.88,26.93,27.01,27.65,28.57,27.22,27.65,28.57
36,27.43,27.88,28.1,27.88,27.43,27.22,27.88,26.93,27.01,27.65,28.57,27.22,28.1,28.57
37,27.43,27.65,27.65,27.88,27.43,27.43,28.1,26.93,27.01,27.65,28.57,27.22,27.88,28.57
38,27.43,27.65,28.1,27.88,27.43,27.43,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.57
39,27.43,27.65,28.1,27.65,27.43,27.43,28.1,27.88,26.8,27.65,28.57,27.22,28.1,28.57
40,27.43,27.65,27.88,27.88,27.43,27.22,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.57
41,27.43,27.43,27.88,27.65,27.65,27.22,28.1,27.88,27.01,27.88,28.57,27.22,28.1,28.81
42,27.43,27.65,27.65,27.88,27.43,27.22,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.57
43,27.43,27.65,27.65,27.65,27.43,27.22,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.57
44,27.43,27.43,27.43,27.65,27.43,27.22,28.1,27.88,27.01,27.65,28.57,27.22,28.1,28.57
