frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.65,28.1,28.34,29.05,28.1,28.1,28.81,28.1,27.65,28.34,29.05,27.88,28.34,29.55,28.1,27.65,27.14,28.1
1,27.65,28.1,28.34,28.57,28.1,28.1,28.81,28.1,27.65,28.34,29.05,27.65,28.34,29.3,27.88,27.43,27.14,28.1
2,27.65,28.1,28.34,28.81,28.34,28.1,28.81,28.34,28.1,28.34,29.05,27.65,28.34,29.3,28.1,27.65,27.14,28.1
3,27.65,28.1,28.34,28.34,28.34,28.1,29.05,28.34,27.43,28.34,29.05,27.65,28.34,29.3,27.88,27.43,27.14,27.88
4,27.65,28.1,28.34,28.81,28.34,28.1,29.05,28.34,27.43,28.34,29.05,27.65,28.34,29.3,27.88,27.65,27.14,28.1
5,27.43,28.1,28.1,28.81,28.34,28.1,29.05,28.1,27.65,28.34,29.05,27.65,28.34,29.55,27.88,27.43,27.14,28.1
6,27.43,28.1,28.1,28.81,28.34,28.1,29.05,28.34,27.88,28.34,29.05,27.88,28.34,29.3,27.65,27.43,27.14,27.88
7,27.43,28.1,28.1,28.57,28.34,28.1,29.05,28.1,27.88,28.34,29.05,27.88,28.34,29.3,27.65,27.22,27.14,27.65
8,27.43,28.1,28.1,28.34,28.1,28.1,29.05,28.34,27.88,28.34,29.05,27.88,28.34,29.3,27.43,27.22,27.14,27.65
9,27.22,28.1,28.1,28.34,28.34,28.1,29.05,28.57,27.88,28.34,29.05,27.88,28.34,29.3,27.43,27.22,27.14,27.65
10,27.01,28.1,27.88,28.1,28.34,28.1,29.05,28.81,28.1,28.34,29.05,27.88,28.1,29.3,27.22,27.43,27.65,27.28
11,27.22,28.1,27.43,27.88,27.88,28.1,29.3,29.05,27.88,28.1,29.05,27.88,28.1,29.3,27.43,27.43,27.65,28.34
12,27.22,28.1,27.43,27.43,27.65,28.57,29.55,29.3,27.22,27.65,28.81,27.88,27.88,29.3,27.43,27.43,28.1,27.65
13,27.43,28.1,27.43,27.22,28.1,28.57,29.8,30.06,27.65,27.65,29.05,27.88,28.1,29.3,27.65,27.43,28.1,27.28
14,27.43,28.1,27.88,27.01,28.34,28.57,30.06,27.83,27.65,27.65,28.81,27.88,28.1,29.3,28.1,27.65,27.14,27.88
15,27.88,28.1,27.43,27.22,27.65,28.57,30.33,27.83,27.65,27.88,28.81,27.65,27.88,29.3,27.65,28.1,28.1,27.28
16,27.88,24.34,27.43,28.49,27.9,28.57,30.59,27.83,27.43,27.65,28.81,27.88,27.88,29.3,27.88,27.88,28.1,23.67
17,23.84,27.88,24.69,28.49,27.9,28.81,30.33,27.83,27.43,27.43,28.57,27.88,27.88,29.3,28.1,23.84,28.34,24.17
18,28.1,28.34,25.8,25.8,24.17,28.81,30.59,27.83,27.43,27.65,28.81,27.88,28.1,29.3,28.1,28.1,24.69,27.28
19,27.88,27.43,26.59,28.49,27.22,29.05,28.41,27.83,27.43,27.43,28.81,27.88,27.88,29.3,28.1,27.88,24.87,28.34
20,28.1,27.43,26.59,28.49,27.01,29.3,28.41,27.83,27.22,27.43,28.81,27.65,27.88,29.3,28.34,28.1,25.05,28.1
21,28.1,27.22,26.19,28.49,27.01,28.57,28.41,27.83,27.22,27.43,28.81,27.65,27.88,29.3,28.34,28.1,24.87,28.34
22,24.69,27.22,26.39,28.49,27.01,29.8,28.41,27.83,27.22,27.43,28.81,27.88,27.88,29.3,24.69,28.1,24.51,28.1
23,28.34,27.01,25.99,28.49,27.01,29.8,28.41,31.15,27.22,27.43,28.81,27.22,27.88,29.3,27.74,24.34,27.14,24.17
24,28.34,27.22,25.05,28.49,27.22,29.3,28.41,27.83,27.22,27.43,28.81,27.22,27.88,29.3,29.05,28.34,27.14,28.1
25,28.81,27.43,25.6,28.49,27.22,29.05,31.15,27.83,27.43,27.43,28.81,27.22,27.65,29.3,27.74,28.34,27.14,28.1
26,28.34,27.43,27.22,28.49,28.1,28.81,31.15,27.83,27.43,27.43,28.81,27.22,27.88,29.3,29.3,28.34,27.14,27.88
