frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,28.1,28.57,28.81,28.81,28.81,28.57,29.05,28.34,28.1,29.05,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
1,28.1,28.57,28.81,29.05,28.81,28.34,29.05,28.34,28.1,28.81,29.05,28.1,28.57,29.8,28.1,27.88,27.4,28.25
2,28.1,28.57,28.81,29.05,28.81,28.57,29.05,28.34,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
3,28.1,28.57,28.81,28.81,28.81,28.34,29.05,28.57,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
4,28.1,28.57,28.81,29.05,28.81,28.57,29.05,28.57,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
5,28.1,28.57,28.81,28.81,28.81,28.34,28.81,28.57,28.1,28.81,29.3,28.1,28.57,29.8,28.1,27.88,27.4,28.25
6,28.1,28.57,28.81,28.81,28.81,28.57,28.81,28.57,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
7,28.1,28.57,28.81,29.05,28.81,28.57,28.81,28.81,28.1,29.05,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
8,27.88,28.57,28.81,28.81,28.81,28.57,29.05,28.34,28.1,28.81,29.3,28.1,28.57,29.8,28.1,28.1,27.4,28.25
9,28.1,28.57,28.81,29.05,28.81,28.57,29.05,28.1,28.1,28.81,29.05,27.88,28.57,29.55,28.1,27.88,27.4,28.25
10,28.1,28.57,28.81,29.05,28.57,28.57,29.05,28.1,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.34
11,28.1,28.57,28.81,29.05,28.81,28.57,29.05,27.65,28.1,28.81,29.05,28.1,28.57,29.8,28.1,27.88,27.4,28.34
12,28.1,28.57,28.81,29.05,28.81,28.57,28.57,28.48,28.1,28.81,29.3,28.1,28.81,29.55,28.1,28.1,27.4,28.34
13,28.1,28.57,28.81,29.05,28.81,28.57,28.81,28.48,28.1,28.81,29.3,28.1,28.57,29.55,28.1,27.88,27.4,28.34
14,28.1,28.57,28.81,28.81,28.81,29.05,28.34,28.48,28.1,28.81,29.3,27.88,28.57,29.8,28.1,28.1,27.4,28.57
15,28.1,28.57,28.81,29.05,28.81,28.57,28.57,28.48,28.1,28.81,29.05,27.88,28.57,29.55,28.1,28.1,27.4,28.57
16,28.1,28.34,28.81,29.05,28.81,28.81,28.57,28.48,28.1,28.81,29.3,28.1,28.57,29.8,28.1,28.34,27.4,28.57
17,27.88,28.57,28.81,29.05,28.81,28.81,27.22,29.3,28.1,28.81,29.05,27.88,28.57,29.8,28.1,28.1,28.57,28.81
18,28.1,28.57,29.05,29.05,28.81,28.57,28.34,28.48,28.1,28.81,29.05,27.88,28.57,29.8,28.1,28.57,27.4,28.81
19,28.1,28.81,29.05,29.05,28.81,26.39,28.81,28.48,28.1,29.05,29.3,28.1,28.81,29.55,28.1,28.57,28.34,24.69
20,28.57,28.57,29.05,28.85,28.81,26.59,28.57,28.48,28.1,28.81,29.05,27.88,28.81,29.8,28.1,24.87,28.34,25.05
21,25.6,28.57,28.81,28.81,28.81,27.65,28.57,28.48,28.1,28.81,29.05,27.88,28.81,29.8,25.42,26.39,25.42,28.57
22,25.99,28.34,29.05,28.81,28.81,27.88,28.34,28.48,28.1,28.57,29.05,27.88,28.57,29.8,25.6,28.1,25.6,28.57
23,26.19,27.65,28.81,28.81,28.81,28.1,27.88,28.48,28.1,28.81,29.05,27.88,28.57,29.8,26.19,28.1,25.8,28.34
24,27.65,27.01,28.81,28.81,28.81,28.1,28.1,28.48,28.1,29.05,29.05,27.88,28.57,29.8,28.1,28.1,27.4,28.81
25,28.1,26.8,27.65,28.85,28.77,28.1,27.43,29.05,28.1,28.81,29.05,27.88,28.57,29.55,28.1,28.1,27.65,28.34
26,28.1,27.01,28.81,29.05,28.81,28.34,28.1,28.48,28.1,28.81,29.3,27.88,28.34,29.8,28.1,28.1,27.4,28.57
27,28.1,26.8,28.81,29.05,28.81,28.1,27.88,28.48,28.1,28.81,29.05,27.88,28.57,29.8,28.1,28.34,27.4,28.34
28,28.1,26.8,28.81,28.85,28.81,28.34,28.1,28.48,28.1,28.81,29.3,28.1,28.57,29.8,28.1,28.1,27.4,28.57
29,28.1,27.01,28.81,28.81,28.77,28.1,27.88,28.48,28.1,29.05,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.57
30,28.1,26.8,28.57,28.81,28.81,28.1,28.1,28.34,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.57
31,28.1,26.59,26.39,28.81,28.81,28.1,28.1,27.88,28.1,28.81,29.3,28.1,28.34,29.8,28.1,28.1,27.4,29.05
32,28.1,26.8,26.39,28.81,28.81,27.88,28.1,27.88,28.1,29.05,29.3,28.1,28.57,29.8,28.1,28.1,27.4,28.57
33,28.1,28.34,28.81,28.81,28.81,27.65,28.81,28.57,28.1,28.81,29.05,28.1,28.57,29.8,28.1,28.1,27.4,28.25
