frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,26.8,27.22,27.65,28.1,27.43,27.22,28.57,27.88,27.22,27.88,28.81,27.22,28.1,29.05,27.01,27.01,26.73,27.88
1,26.8,27.22,27.65,28.1,27.43,27.22,28.57,27.88,27.22,28.1,28.81,27.22,28.1,29.05,27.01,27.22,26.73,27.43
2,26.8,27.22,27.43,28.1,27.43,27.22,28.1,27.88,27.22,28.1,28.81,27.22,28.1,29.05,27.01,27.01,26.73,27.88
3,26.8,27.22,27.65,28.1,27.43,27.22,28.34,27.88,27.22,27.88,28.81,27.22,28.1,29.3,27.01,27.01,26.73,27.65
4,26.8,27.22,27.43,28.1,27.43,27.22,28.57,27.88,27.22,28.1,29.05,27.22,27.88,29.3,27.01,27.01,26.73,27.65
5,26.8,27.22,27.65,28.1,27.43,27.22,28.1,27.88,27.22,27.88,28.81,27.22,28.1,29.05,27.01,27.22,26.73,27.65
6,27.01,27.22,27.65,28.1,27.43,27.22,28.1,27.88,27.22,28.1,28.81,27.22,28.1,29.05,27.22,27.01,26.73,27.65
7,27.01,27.22,27.65,28.1,27.43,27.22,28.34,27.88,27.22,28.1,28.81,27.22,28.1,29.05,27.01,27.22,26.73,27.43
8,27.01,27.22,27.65,28.1,27.43,27.22,28.1,27.22,27.22,28.1,28.81,27.22,28.1,29.3,27.01,27.22,26.73,27.65
9,27.01,27.43,27.65,28.1,27.43,27.22,28.1,26.8,27.22,28.1,29.05,27.22,28.1,29.05,27.01,27.22,26.73,28.34
10,27.01,27.43,27.65,28.1,27.43,27.43,27.43,26.39,27.22,28.1,28.81,27.22,28.1,29.05,27.22,27.01,26.73,27.88
11,27.22,27.43,27.65,28.1,27.43,27.43,27.22,26.39,27.22,28.1,29.05,27.22,28.1,29.05,27.22,27.01,26.73,27.88
12,27.22,27.43,27.65,28.34,27.43,27.43,27.01,25.42,27.22,28.1,28.81,27.22,28.1,29.3,27.22,26.8,26.73,27.65
13,27.22,27.43,27.65,28.1,27.43,27.43,26.8,25.23,27.22,28.1,29.05,27.22,28.1,29.05,27.43,27.22,26.73,27.47
14,27.22,27.65,27.88,28.34,27.43,27.43,26.19,27.52,27.22,28.1,29.05,27.43,28.1,29.05,27.22,27.22,27.22,27.43
15,27.22,27.65,27.88,28.34,27.65,27.22,25.8,27.52,27.22,28.1,28.81,27.43,28.1,29.05,27.43,27.22,27.22,27.43
16,27.22,27.65,27.88,28.34,27.65,27.43,26.19,27.52,27.22,28.1,28.81,27.43,28.1,29.3,27.22,27.43,26.8,27.47
17,27.22,27.65,27.88,28.34,27.65,27.43,27.22,27.22,27.22,28.1,29.05,27.22,28.1,29.05,27.22,27.43,27.01,27.47
18,27.22,27.65,28.1,28.34,27.65,27.22,27.01,27.22,27.22,28.34,29.05,27.22,28.1,29.05,27.43,27.43,27.43,27.47
19,27.43,27.65,28.1,28.34,27.88,27.22,27.22,28.1,27.22,28.34,28.81,27.22,28.1,29.05,27.22,27.43,27.01,27.88
20,27.43,27.65,28.1,28.34,27.88,27.01,27.43,27.52,27.22,28.1,29.05,27.01,28.1,29.05,27.22,27.1,26.73,27.47
21,27.43,27.65,28.1,28.34,27.88,26.8,27.65,27.52,27.22,28.34,29.05,27.01,28.1,29.05,27.22,27.1,26.73,27.47
22,27.88,27.65,28.1,28.34,27.88,27.22,27.65,28.34,27.22,28.1,28.81,27.22,28.1,29.3,27.43,27.88,27.43,27.47
23,22.59,27.65,28.34,28.34,27.88,23.67,27.65,28.34,27.22,28.1,28.81,27.22,27.88,29.3,21.33,22.3,26.73,22.3
24,23.67,27.65,28.34,28.34,27.88,25.8,27.65,28.34,27.22,28.1,29.05,27.22,28.1,29.05,27.22,27.22,23.04,24.51
25,24.69,24.87,28.1,28.34,27.65,26.19,27.43,27.52,27.22,28.1,28.81,27.22,28.1,29.3,27.22,27.22,26.73,28.1
26,27.65,25.42,28.1,28.34,27.65,26.59,27.43,27.52,27.65,28.1,29.05,27.22,28.1,29.05,27.65,27.22,26.73,27.88
27,27.43,25.6,28.1,28.34,27.65,26.59,27.65,27.52,27.22,28.1,29.05,27.43,28.1,29.05,27.08,27.22,26.73,27.88
28,27.43,25.8,28.1,28.34,27.65,26.8,27.43,27.52,27.43,28.1,29.05,27.22,28.1,29.05,27.65,27.01,26.73,27.43
29,27.22,25.8,28.34,28.34,27.65,27.01,27.43,27.52,27.43,28.34,29.05,27.22,27.88,29.05,27.08,27.01,26.73,27.22
30,27.43,27.22,27.88,28.34,27.88,27.01,27.43,27.52,27.43,28.34,28.81,27.43,27.88,29.05,27.22,27.01,26.73,27.22
31,27.22,27.01,28.1,28.34,27.88,27.01,27.22,29.05,27.43,28.34,29.05,27.43,27.88,29.05,27.22,27.01,26.73,27.43
32,27.22,26.39,28.34,28.34,27.88,27.01,27.43,28.57,27.43,28.1,29.05,27.22,27.88,29.05,27.22,27.01,26.73,27.22
33,27.22,26.39,28.34,28.57,27.88,27.22,27.22,28.57,27.65,28.34,29.05,27.22,27.88,29.05,27.22,27.01,26.73,27.22
34,27.22,26.59,28.1,28.34,28.1,27.22,27.22,27.43,27.43,28.34,28.81,27.22,27.88,29.05,27.22,27.01,26.73,27.43
35,27.22,26.19,28.1,28.57,27.88,27.22,27.65,26.8,27.65,28.34,28.81,27.43,27.88,29.05,27.22,27.01,26.73,27.65
36,27.43,27.43,28.1,28.57,28.1,27.22,27.43,27.22,27.43,28.34,29.05,27.22,28.1,29.05,27.22,27.22,26.73,27.65
37,27.22,27.22,28.1,28.34,27.88,27.43,28.1,27.22,27.43,28.34,28.81,27.43,27.88,29.05,27.22,27.22,26.73,27.88
38,27.22,26.39,26.39,28.34,27.88,27.43,28.1,27.65,27.43,28.34,28.81,27.22,27.88,29.05,27.22,27.22,26.73,28.1
39,27.22,25.8,25.99,28.34,27.88,27.43,27.46,27.52,27.43,28.1,28.81,27.43,27.88,28.81,27.43,27.22,26.73,27.65
40,27.22,25.6,25.8,28.34,27.88,27.43,27.46,27.52,27.43,28.1,28.81,27.22,27.88,29.05,27.22,27.22,26.73,27.88
41,27.22,25.99,28.1,28.34,27.88,27.22,27.46,27.52,27.43,28.34,28.81,27.22,27.88,29.05,27.22,27.22,26.73,27.65
42,27.22,27.43,28.1,28.57,27.88,26.59,28.1,27.52,27.43,28.1,29.05,27.22,27.88,29.05,27.22,27.22,26.73,27.88
43,27.22,27.22,28.34,28.34,27.88,26.39,27.46,27.52,27.43,28.1,28.81,27.22,27.88,29.05,27.22,27.22,27.01,27.47
44,27.22,27.22,28.1,25.42,27.88,26.39,27.46,27.52,27.22,28.34,29.05,27.01,27.88,29.05,27.22,27.22,26.8,28.1
45,27.22,27.22,28.1,28.57,27.88,26.59,27.46,27.52,27.22,28.34,28.81,27.22,27.88,29.05,27.01,27.43,27.01,27.88
46,27.22,27.22,28.34,28.57,27.88,26.8,26.39,27.52,27.22,28.1,29.05,27.22,27.88,29.05,27.01,27.43,26.8,27.65
47,27.22,27.22,27.88,28.57,27.88,27.01,26.39,27.52,27.22,28.1,29.05,27.01,27.88,29.05,27.22,27.43,26.8,27.47
48,27.22,27.22,27.88,28.57,27.65,27.01,26.39,27.52,27.22,28.34,29.05,25.42,28.1,29.05,27.01,27.43,26.8,27.47
49,27.22,27.43,27.65,28.57,27.88,27.01,26.8,27.52,27.22,28.1,29.05,26.39,27.88,29.05,27.22,27.43,26.59,27.47
