frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,26.59,27.43,27.22,27.65,27.43,27.22,28.1,27.88,27.43,27.88,28.81,27.01,27.65,28.1
1,26.59,27.65,27.22,27.65,27.43,27.43,28.1,27.88,27.43,27.88,28.81,27.22,27.65,28.1
2,26.59,27.65,27.22,27.65,27.43,27.43,28.1,27.88,27.43,27.88,29.05,27.01,27.88,28.34
3,26.59,27.65,27.22,27.65,27.22,27.22,28.1,27.88,27.22,27.88,28.81,27.01,27.65,28.1
4,26.59,27.43,27.22,27.65,27.43,27.43,28.1,27.43,27.43,27.65,29.05,27.01,27.65,28.1
5,26.59,27.65,27.22,27.65,27.43,27.43,28.1,27.88,27.22,27.79,28.81,27.01,27.88,28.1
6,26.59,27.65,27.22,27.65,27.43,27.43,28.1,27.65,27.43,27.88,28.81,27.01,27.65,28.1
7,26.59,27.65,27.22,27.65,27.43,27.22,28.1,27.88,27.43,27.88,28.81,27.01,27.88,28.1
8,26.59,27.65,27.22,27.65,27.43,27.43,28.1,27.65,27.43,27.88,29.05,27.22,27.65,28.1
9,26.8,27.65,27.22,27.65,27.43,27.43,28.34,27.01,27.22,27.65,28.57,27.01,27.65,28.1
10,26.59,27.65,27.22,27.65,27.43,27.43,28.57,27.88,27.22,27.65,29.05,27.01,27.88,28.1
11,26.8,27.65,27.22,27.65,27.43,27.43,28.1,28.1,27.22,27.65,28.81,27.01,27.88,28.1
12,26.59,27.65,27.22,27.65,27.22,27.43,28.34,28.34,27.43,27.88,29.05,27.01,27.43,28.1
13,26.8,27.65,27.22,27.65,27.43,27.43,28.81,28.1,27.22,27.65,29.05,27.01,27.88,28.34
14,26.8,27.65,27.22,27.65,27.43,27.65,27.22,27.88,27.43,27.65,29.05,27.01,27.65,28.1
15,26.8,27.65,27.22,27.88,27.43,27.65,27.31,27.22,27.43,27.65,28.81,27.01,27.88,28.34
16,26.8,27.65,27.22,27.88,27.43,27.65,27.65,27.65,27.22,27.65,29.05,27.01,27.65,28.1
17,27.22,27.65,27.43,27.88,27.43,27.65,26.8,25.99,27.22,27.65,28.81,27.01,27.88,28.34
18,27.22,27.65,27.43,27.88,27.43,27.65,27.31,28.1,27.43,27.65,29.05,27.01,27.65,28.1
19,26.8,27.65,27.43,27.88,27.43,27.65,27.31,27.45,27.43,27.65,28.81,27.01,27.88,28.81
20,27.01,27.65,27.43,27.88,27.43,27.65,27.31,27.45,27.43,27.88,29.05,27.01,27.65,28.1
21,27.01,27.65,27.43,27.88,27.43,27.65,26.8,27.45,27.43,27.65,28.81,27.01,27.88,28.1
22,27.01,27.65,27.43,27.88,27.43,27.65,26.59,27.45,27.22,27.88,28.81,27.01,27.88,28.1
23,27.01,27.65,27.43,27.88,27.43,27.65,26.59,27.45,27.43,27.65,28.81,27.01,27.88,28.34
24,27.01,27.65,27.43,27.88,27.43,27.65,26.59,27.45,27.43,27.65,28.81,27.01,27.88,28.1
25,27.01,27.65,27.43,27.88,27.43,27.88,26.8,27.45,27.43,27.65,28.81,27.01,27.88,28.81
26,27.01,27.88,27.43,28.1,27.43,27.65,26.8,27.45,27.43,27.65,29.05,27.01,27.65,28.1
27,27.01,27.88,27.43,27.88,27.43,27.65,26.8,27.45,27.22,27.88,28.81,27.01,27.77,28.1
28,27.01,27.88,27.43,27.88,27.43,27.65,27.01,27.45,27.43,27.88,28.81,27.01,27.88,28.34
