frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.22,27.43,27.43,28.1,27.88,27.43,28.34,27.88,27.22,28.1,28.81,27.01,27.88,29.05
1,27.22,27.43,27.43,28.1,27.88,27.43,28.34,27.88,27.22,28.1,29.05,27.01,27.88,29.05
2,27.22,27.43,27.43,28.1,27.65,27.43,28.34,27.88,27.01,28.1,29.05,27.01,28.1,28.81
3,27.22,27.65,27.43,28.1,27.88,27.65,28.1,27.88,27.43,28.1,29.05,27.22,28.1,29.05
4,27.01,27.65,27.43,28.1,27.65,27.43,28.34,27.88,27.01,28.1,29.05,27.01,27.88,28.81
5,27.22,27.43,27.43,28.1,28.1,27.43,28.1,28.1,27.22,28.34,28.81,27.22,28.1,29.05
6,27.22,27.65,27.43,28.1,28.1,27.43,28.1,28.1,27.01,28.1,28.81,27.22,27.88,28.81
7,27.22,27.65,27.43,28.1,27.88,27.43,28.34,28.1,27.01,28.1,29.05,27.01,28.1,29.05
8,27.01,27.43,27.43,28.1,27.65,27.43,28.34,28.1,27.01,28.1,29.05,27.01,28.1,29.05
9,27.22,27.65,27.43,28.34,27.22,27.65,28.81,27.88,27.01,28.1,29.05,27.01,27.88,29.05
10,27.22,27.43,27.43,28.34,27.01,27.65,28.81,27.88,27.01,28.1,29.05,27.01,28.1,28.81
11,27.22,27.65,27.43,28.34,26.59,27.65,28.81,26.47,27.01,28.1,29.05,27.22,27.88,28.81
12,27.22,27.43,27.43,28.1,25.8,27.65,28.81,26.39,27.01,28.1,29.05,27.01,27.88,29.05
13,27.22,27.65,27.43,28.1,25.99,27.65,28.34,26.59,27.01,28.1,29.05,27.01,28.1,29.05
14,27.22,27.65,27.43,27.65,26.8,27.22,28.34,27.01,27.01,27.88,28.81,27.01,28.1,28.81
15,27.22,27.65,27.43,25.23,25.23,27.43,26.39,25.23,27.01,28.1,28.81,27.01,27.88,29.05
16,27.22,27.65,27.43,27.01,25.6,27.43,27.01,25.42,27.01,28.34,28.81,27.22,28.1,29.05
17,27.22,27.65,27.65,27.22,25.6,27.22,27.43,25.6,27.22,28.1,29.05,27.01,28.1,29.05
18,27.22,27.65,27.43,27.22,25.6,27.22,27.88,27.22,27.22,27.88,28.81,27.01,27.88,28.81
19,27.43,27.65,25.99,27.43,26.39,25.6,27.88,26.39,27.22,28.1,29.05,27.01,27.88,29.05
20,27.43,27.65,25.99,27.43,26.39,25.99,28.1,26.39,27.01,28.1,28.81,27.01,27.88,28.81
21,27.43,27.65,26.19,27.43,26.59,26.19,28.1,27.22,27.01,28.1,28.81,27.01,28.1,29.05
22,27.43,27.65,26.39,27.43,26.59,26.39,27.88,27.22,27.22,28.1,29.05,27.01,27.88,28.81
23,27.43,27.65,26.59,27.43,26.8,26.39,27.88,27.22,27.01,28.1,28.81,27.01,28.1,28.81
24,27.43,27.43,26.59,27.43,26.8,26.39,27.88,26.8,27.01,27.88,29.05,27.01,28.1,28.81
25,27.43,27.65,27.01,27.22,26.39,26.39,27.07,26.8,27.01,28.1,29.05,27.01,27.88,29.05
26,27.43,27.65,27.22,26.8,26.8,26.59,27.22,26.8,27.01,28.1,29.05,27.01,27.88,29.05
27,27.43,27.65,27.65,26.59,25.8,26.59,27.22,26.59,27.01,28.1,29.05,27.01,28.1,29.05
28,27.43,27.65,27.43,26.19,26.39,26.59,27.01,26.39,27.01,28.1,28.57,27.01,27.88,28.81
29,27.43,27.65,27.65,25.8,25.05,25.6,26.39,25.6,27.01,28.1,28.81,27.01,27.88,29.05
30,27.65,27.88,27.65,25.23,24.51,25.05,25.6,25.05,26.8,28.1,29.05,27.01,27.88,29.05
31,27.65,24.69,23.84,27.22,24.0,27.43,25.23,24.69,27.01,28.1,28.81,27.01,28.1,29.05
32,27.65,24.0,23.67,23.67,23.67,24.17,24.51,24.17,27.01,27.88,29.05,27.01,27.88,28.81
33,27.65,23.67,23.04,23.67,23.51,24.0,24.69,23.84,27.01,27.88,29.05,27.01,27.88,29.05
34,27.88,23.04,22.74,23.35,23.04,23.51,24.0,23.51,27.01,28.1,28.81,27.01,27.88,29.05
35,27.88,22.3,22.3,23.2,22.74,23.84,23.35,22.59,27.01,28.1,28.81,27.01,27.88,28.81
36,28.1,22.15,22.01,23.04,22.44,22.59,23.84,22.74,27.01,27.88,28.81,27.01,27.88,29.05
37,27.88,21.6,21.87,23.67,22.3,22.74,24.0,27.65,27.22,27.65,29.05,27.01,27.88,28.81
38,28.1,21.74,21.87,24.87,27.22,22.44,24.51,22.44,27.22,27.88,28.81,27.01,27.88,28.81
39,28.1,21.6,21.87,25.23,27.22,21.87,24.69,22.44,27.01,27.88,28.81,27.01,28.1,28.81
40,27.88,21.6,21.87,25.42,27.43,22.59,24.87,22.59,27.22,28.1,28.81,27.01,27.88,28.81
41,27.88,21.74,24.17,25.05,27.43,22.15,28.1,27.22,27.22,28.1,29.05,27.01,28.1,28.81
42,28.1,21.6,24.0,26.53,27.22,22.89,28.34,27.22,27.22,27.88,28.81,27.01,28.1,28.81
43,27.88,21.74,24.0,26.53,27.43,22.89,27.07,23.84,27.01,28.1,29.05,27.01,28.1,28.81
44,27.88,21.6,23.84,26.53,27.43,23.67,27.07,23.84,27.22,27.88,29.05,27.01,27.88,29.05
45,27.88,21.6,24.17,26.53,27.43,23.51,27.07,27.22,27.01,28.1,29.05,27.01,27.88,28.81
46,27.88,21.6,24.0,26.53,26.22,23.35,27.07,28.1,27.01,27.88,29.05,27.01,27.88,28.81
