frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,30.06,30.87,31.15,30.87,30.59,30.87,30.87,30.33,30.87,28.81,28.57,30.33,29.05,28.81,30.33,30.33,30.33,30.59
1,30.06,30.87,31.15,30.87,30.59,31.15,30.87,30.33,30.59,28.81,28.34,30.33,29.05,28.81,30.33,30.33,30.06,30.87
2,30.06,30.87,31.15,30.59,30.59,30.87,30.87,30.33,30.87,28.34,28.57,30.33,29.05,28.57,30.33,30.33,30.33,30.87
3,30.06,30.87,31.15,30.87,30.59,30.87,30.87,30.33,30.59,28.81,28.57,30.33,29.05,28.57,30.33,30.33,30.33,30.59
4,30.06,30.87,31.15,30.87,30.87,31.15,30.87,30.33,30.87,28.57,28.57,30.33,29.05,28.81,30.33,30.33,30.06,30.87
5,30.06,30.87,31.15,30.87,30.87,30.87,30.59,30.59,30.87,28.81,28.34,30.59,29.05,28.57,30.33,30.33,30.06,30.87
6,30.06,30.87,31.15,30.87,30.87,30.87,30.87,30.87,30.59,28.81,28.34,30.33,29.05,28.81,30.06,30.06,30.06,30.59
7,30.06,30.87,31.15,30.87,30.59,30.87,30.87,30.33,30.87,28.81,28.57,30.33,29.05,28.81,30.06,30.06,30.06,30.33
8,29.55,30.59,31.15,30.59,30.59,30.87,30.87,30.33,30.59,28.81,28.57,30.33,28.57,28.81,29.8,30.06,30.06,30.06
9,29.8,30.59,31.15,30.59,30.59,30.87,30.87,30.87,30.59,28.81,28.57,30.33,29.05,28.57,29.8,29.8,28.58,30.06
10,29.55,30.59,31.15,30.59,30.59,30.87,30.59,30.59,30.59,28.57,28.57,30.59,28.57,28.81,29.8,29.55,28.58,29.8
11,29.3,30.33,30.87,30.59,30.59,30.87,30.59,30.33,30.59,28.34,28.57,30.33,28.57,28.57,29.55,29.3,28.58,29.55
12,29.3,30.33,30.33,30.59,30.59,30.06,30.59,30.33,30.59,28.81,28.57,30.33,29.05,28.81,29.3,29.3,28.58,29.3
13,29.3,30.33,30.06,30.33,30.59,30.06,30.59,30.33,30.59,28.34,28.57,30.33,29.05,28.81,29.3,29.3,28.58,29.3
14,29.05,30.06,30.06,30.33,30.59,29.8,30.33,30.33,30.59,28.81,28.57,30.33,29.05,28.81,28.81,29.05,28.58,29.3
15,28.57,29.8,29.8,30.33,30.59,29.8,30.06,30.33,30.59,28.81,28.57,30.33,29.05,28.57,28.57,28.57,28.58,29.05
16,28.1,29.3,29.55,30.06,30.59,29.3,30.06,30.06,30.59,28.81,28.34,30.06,29.05,29.05,28.1,28.34,28.58,28.34
17,27.88,28.57,29.3,30.06,30.59,29.8,29.55,30.06,30.33,28.81,28.34,30.06,28.57,28.57,27.88,28.1,28.1,28.34
18,27.43,28.34,29.3,29.55,30.33,29.05,29.05,29.8,30.06,28.34,28.34,29.8,28.34,28.57,27.43,27.65,27.43,28.1
19,27.43,27.65,29.72,29.3,30.33,29.51,29.05,29.8,30.06,28.57,28.34,29.55,28.34,28.57,27.43,27.65,27.43,28.1
20,27.22,27.22,29.72,29.05,30.06,29.51,28.57,29.05,30.06,28.34,28.34,29.3,28.34,28.81,28.64,27.43,27.22,28.1
21,26.8,27.01,29.72,28.57,30.06,29.51,28.1,29.05,29.55,28.34,28.34,29.05,28.34,28.57,28.64,28.63,28.58,29.04
22,28.38,27.01,29.72,28.34,29.8,29.51,28.1,29.05,29.05,28.34,28.34,28.81,28.34,28.57,28.64,28.63,28.58,29.04
23,28.38,27.01,29.72,28.34,29.3,29.51,27.88,29.05,29.05,28.1,28.34,28.81,28.57,28.57,28.64,28.63,28.58,29.04
24,28.38,26.8,29.72,28.1,29.05,29.51,27.88,28.81,28.81,28.34,28.57,28.81,28.34,28.81,28.64,28.63,28.58,29.04
25,28.38,26.8,29.72,28.1,28.81,29.51,27.88,28.57,29.3,28.34,28.34,28.57,28.34,28.81,28.64,28.63,28.58,29.04
26,27.22,27.01,29.72,28.1,28.81,29.51,27.88,28.57,29.3,28.34,28.34,28.57,28.34,28.81,28.64,28.63,28.58,29.04
27,27.01,27.22,29.72,28.1,28.81,29.51,27.88,28.34,29.3,28.34,28.34,28.81,28.1,28.81,28.64,28.63,27.22,29.04
28,27.01,27.43,29.72,28.1,29.82,29.51,28.1,28.1,29.05,28.34,28.57,29.05,28.34,29.05,26.8,27.22,27.01,28.1
29,27.01,27.88,29.72,28.1,29.82,27.88,28.1,28.81,29.05,28.34,29.05,28.81,28.34,29.05,27.22,27.22,27.22,27.43
30,27.22,28.1,27.88,28.1,29.82,27.88,28.1,28.34,28.34,28.34,29.05,28.57,28.34,29.05,27.22,27.22,27.43,27.43
31,27.22,28.1,28.1,28.34,29.82,27.88,28.34,28.1,28.34,28.34,29.05,28.34,28.34,29.05,27.43,27.43,28.58,28.1
32,27.22,27.88,28.1,28.34,29.82,27.88,28.34,28.1,28.34,28.34,29.05,28.34,28.34,29.3,27.43,27.43,27.43,27.65
33,27.43,28.1,27.88,28.34,28.1,27.88,28.57,28.1,28.1,28.34,28.81,28.1,28.34,29.05,27.43,27.43,27.43,28.1
34,27.43,27.88,28.1,28.34,28.1,27.88,28.57,28.1,27.88,28.34,28.81,28.1,28.1,29.3,27.43,27.43,27.43,28.1
35,27.43,27.88,28.1,28.34,28.34,27.88,28.57,28.1,27.65,28.1,29.05,27.88,28.1,29.3,27.65,27.43,28.58,28.1
36,27.43,27.65,28.1,28.34,28.34,27.88,28.57,28.34,27.43,27.88,29.05,27.65,28.1,29.05,27.65,27.43,28.58,28.1
37,27.43,27.65,27.88,28.1,28.1,27.88,28.34,28.1,27.22,27.88,28.81,27.22,28.1,29.05,27.43,27.65,28.58,28.34
38,27.43,27.65,27.88,27.88,28.1,27.88,28.34,28.1,27.22,27.88,29.05,27.43,28.1,29.05,27.43,27.43,28.58,27.88
39,27.43,27.43,27.88,27.88,27.88,27.65,28.34,28.1,27.22,27.88,29.05,27.43,28.1,29.3,27.43,27.43,27.43,27.88
