frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13,rgb_z_14,rgb_z_15,rgb_z_16,rgb_z_17
0,27.43,27.88,28.34,28.34,28.1,28.1,28.34,28.1,27.65,28.34,29.05,27.65,28.1,29.3,27.43,27.43,27.67,27.88
1,27.43,28.1,28.34,28.34,28.1,28.1,28.34,28.34,27.65,28.34,29.05,27.65,28.1,29.3,27.43,27.43,27.67,27.65
2,27.43,28.1,28.34,28.34,28.1,28.1,28.1,28.1,27.43,28.34,29.05,27.88,28.1,29.3,27.43,27.43,27.67,27.65
3,27.43,28.1,28.34,28.34,28.1,28.1,28.1,28.1,27.65,28.1,29.05,27.65,28.1,29.3,27.43,27.43,27.67,27.88
4,27.43,28.1,28.34,28.34,28.1,28.1,28.34,28.1,27.43,28.34,29.05,27.65,28.1,29.3,27.43,27.43,27.67,27.65
5,27.43,28.1,28.34,28.34,28.1,28.1,28.34,28.1,27.43,28.34,28.81,27.65,28.1,29.3,27.43,27.43,27.67,27.65
6,27.43,27.88,28.34,28.34,28.1,28.1,28.34,28.1,27.65,28.34,28.81,27.65,28.1,29.3,27.43,27.43,27.67,27.65
7,27.43,27.88,28.34,28.34,28.1,28.1,28.34,28.1,27.43,28.34,28.81,27.65,27.88,29.3,27.43,27.43,27.43,27.65
8,27.43,27.88,28.34,28.34,28.1,28.1,28.57,27.65,27.43,28.34,29.05,27.65,27.88,29.3,27.43,27.43,27.43,27.65
9,27.43,27.88,28.34,28.34,28.34,28.1,28.81,27.01,27.43,28.34,28.81,27.65,28.1,29.3,27.43,27.43,27.43,28.1
10,27.43,28.1,28.34,28.34,28.1,28.1,28.57,27.88,27.43,28.34,29.05,27.65,28.1,29.3,27.43,27.43,27.43,27.88
11,27.43,28.1,28.34,28.34,28.34,28.1,27.88,28.57,27.43,28.34,29.05,27.65,28.1,29.3,27.43,27.43,27.43,28.34
12,27.43,28.1,28.34,28.34,28.1,28.1,27.88,27.88,27.43,28.1,29.05,27.43,27.88,29.3,27.43,27.43,27.43,27.88
13,27.43,28.1,28.34,28.34,28.1,28.34,24.87,28.1,27.43,28.34,29.05,27.88,28.1,29.3,27.43,27.43,27.43,28.1
14,27.43,28.1,28.34,28.34,28.1,28.1,26.8,27.98,27.65,28.34,29.05,27.43,28.1,29.3,27.65,27.43,27.43,28.1
15,27.65,28.1,28.34,28.34,28.1,28.1,27.22,27.98,27.65,28.1,29.05,27.65,28.1,29.3,27.65,27.43,27.43,27.1
16,27.65,28.1,28.57,28.34,28.1,27.88,26.19,27.98,27.65,28.34,29.05,27.65,28.1,29.3,27.65,27.65,27.67,28.1
17,27.65,28.1,28.34,28.34,28.1,27.88,27.01,28.34,27.88,28.34,29.05,27.65,28.34,29.3,27.65,27.88,27.67,27.88
18,27.65,28.1,28.57,28.34,28.1,27.65,27.22,27.98,27.65,28.34,29.05,27.88,28.34,29.3,27.65,27.65,27.67,27.88
19,27.36,28.1,28.57,28.34,28.1,27.43,27.88,28.1,27.65,28.34,29.05,27.88,28.1,29.3,27.49,28.1,27.67,27.88
20,27.88,28.1,28.34,28.57,28.1,27.43,27.88,28.1,27.88,28.34,29.05,27.88,28.1,29.3,27.65,27.88,27.67,28.1
21,27.65,28.1,28.34,28.57,28.34,27.43,27.88,28.34,27.65,28.34,29.05,27.65,27.88,29.3,27.88,27.88,27.67,24.34
22,27.65,28.1,28.57,28.57,28.1,27.01,27.65,28.34,27.65,28.34,29.05,27.65,28.1,29.3,27.65,27.88,27.67,24.34
23,27.65,28.1,28.81,28.57,28.1,27.01,27.43,28.1,27.65,28.34,28.81,27.88,28.1,29.3,23.67,23.67,27.67,24.51
24,24.0,28.1,28.57,28.57,28.1,26.59,27.43,28.1,27.65,28.34,29.05,27.65,27.88,29.3,23.84,24.0,27.88,27.1
25,27.65,28.1,28.57,28.57,28.1,25.6,27.65,28.1,27.65,28.1,29.05,27.65,28.1,29.3,27.65,27.65,28.1,27.1
26,27.65,28.1,28.57,28.57,28.34,25.8,27.65,28.1,27.65,28.34,29.05,27.65,27.88,29.3,27.65,27.65,27.67,28.34
27,27.65,25.05,24.0,28.34,28.1,26.59,27.65,27.88,27.65,28.1,29.05,27.65,28.1,29.3,27.65,27.65,27.67,28.57
28,27.88,28.1,28.81,28.34,28.1,27.22,27.88,27.65,27.65,28.34,29.05,27.88,28.34,29.3,28.1,27.65,27.67,28.57
29,27.65,28.1,28.34,28.34,28.34,27.01,27.65,27.88,27.65,28.34,29.05,28.1,28.34,29.3,27.88,27.65,27.67,28.57
