frame,rgb_z_0,rgb_z_1,rgb_z_2,rgb_z_3,rgb_z_4,rgb_z_5,rgb_z_6,rgb_z_7,rgb_z_8,rgb_z_9,rgb_z_10,rgb_z_11,rgb_z_12,rgb_z_13
0,27.01,27.65,27.65,27.65,27.65,27.43,27.22,27.01,27.22,27.88,28.34,27.22,27.65,28.34
1,26.8,27.65,27.43,27.88,27.65,27.22,27.22,27.22,27.22,27.65,28.34,27.43,27.65,28.34
2,26.8,27.88,27.43,27.65,27.65,27.22,27.22,27.22,27.22,27.88,28.34,27.22,27.65,28.34
3,26.8,27.65,27.43,27.43,27.65,27.22,27.43,27.22,27.43,28.1,28.34,27.43,27.88,28.34
4,26.8,27.65,27.43,27.43,27.43,27.22,27.43,27.22,27.43,27.88,28.34,27.43,27.88,28.34
5,26.8,27.65,27.43,27.43,27.43,27.22,27.22,27.01,27.43,27.88,28.34,27.22,27.65,28.34
6,26.8,27.65,27.43,27.43,27.43,27.22,27.22,27.01,27.43,28.1,28.34,27.22,27.88,28.34
7,26.8,27.43,27.43,27.43,27.22,27.22,27.22,27.01,27.22,27.88,28.1,27.22,27.88,28.57
8,26.8,27.65,27.43,27.22,26.59,27.22,27.01,26.19,27.22,27.88,28.34,27.22,27.88,28.34
9,26.8,27.65,27.43,26.8,26.8,27.22,26.8,27.01,27.43,27.88,28.1,27.43,27.65,28.57
10,27.01,27.88,27.43,25.8,24.34,27.22,25.42,24.0,27.22,27.65,28.34,24.17,27.65,28.34
11,27.22,27.88,27.43,25.23,23.35,27.22,24.69,23.35,27.22,27.43,28.1,23.04,27.43,28.34
12,27.22,27.88,27.43,25.05,23.04,27.01,24.17,23.35,27.22,27.43,28.1,27.22,27.43,28.34
13,26.8,27.22,27.22,22.74,25.6,27.15,24.17,27.22,27.22,26.8,27.22,27.01,26.8,27.88
14,27.22,27.65,26.59,23.67,23.04,24.17,24.34,22.44,27.01,26.8,27.22,27.01,26.59,27.65
15,27.22,27.43,26.59,27.22,23.04,27.88,24.69,23.2,27.01,26.59,27.01,27.01,26.59,27.01
16,27.01,27.65,27.01,26.02,22.3,26.8,23.51,22.74,27.22,26.39,27.01,27.22,26.59,26.8
17,27.01,27.43,27.22,24.51,22.74,26.59,26.59,23.2,27.22,26.39,25.99,27.01,26.19,27.43
18,26.8,27.22,26.59,21.87,23.04,27.22,26.19,23.04,27.43,26.39,26.39,27.01,26.39,27.22
19,26.8,27.43,26.8,25.42,22.44,26.8,24.87,22.74,27.43,26.39,26.19,27.22,26.39,27.22
20,26.59,27.22,27.22,25.05,23.04,27.01,26.19,22.3,27.43,26.39,26.19,27.22,26.19,27.43
21,26.59,27.22,27.22,25.42,23.35,27.22,26.39,22.89,27.43,26.39,25.99,27.01,26.19,27.22
22,26.59,27.22,27.22,25.42,23.51,27.22,26.39,22.89,27.22,26.39,25.8,27.01,26.19,27.22
23,26.59,27.22,27.22,25.42,23.35,27.22,26.59,25.02,27.43,26.39,25.8,27.01,26.19,27.22
24,26.59,27.22,26.59,25.99,23.2,27.22,26.59,25.02,27.22,26.39,25.8,27.01,26.59,27.01
